Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
140073896059152,Alejandro Armenta,Alejandro Armenta Mier,12687,9
200480966638039,Supremacy 1914,These ads ran without a disclaimer,12686,2
103334219123355,Ricardo  Meraz,Movimiento Ciudadano,12667,3
109896661873670,Bienestar México,Bienestar México,12655,2
105365702386289,Que plan en MTY,Que Plan en MTY,12653,10
104423741378022,Ocupa MX,Ocupa MX,12642,49
106325555294228,Telegrama News,Telegrama News,12612,20
306572586738125,H. Ayuntamiento de Manzanillo,H. Ayuntamiento de Manzanillo,12564,20
103330742206848,Hamlet Almaguer,Hamlet Almaguer,12544,19
1871867919762004,En Morelos Es Margarita,En Morelos Es Margarita,12507,45
107634672145424,Defiendo la Transformación,Defendiendo la Transformación S.A de C.V,12462,29
104498045944998,Beto De Luna,Coalición Rescatemos Coahuila,12452,14
118474891217708,Abril 2023,Andrea Acosta Romero,12438,3
454013577974506,IEEM Oficial,IEEM Oficial,12428,15
264419680306008,Consejo de la Comunicación,Consejo de la Comunicación,12414,3
427137767353498,Clemente Castañeda,Clemente Castañeda H,12351,21
115501230577691,Libre Ejercicio,Libre Ejercicio,12262,53
107769258946800,La Patria Informada,Alberto Delgado Faudoa,12225,5
100477186303619,Sentinela MX,Sentinela MX,12211,17
1604225183208432,Heraldo de México Aguascalientes,Aguascalientes,12178,28
431333757214927,Brenda Flores,MOVIMIENTO CIUDADANO,12162,3
2096680957278225,Por Amor MX,Maria Emilia Cruz Del Rosal,12145,4
1275235792603673,Susana De la Rosa,Susana De la Rosa,12127,33
121149504213025,Informe Salud Morelos,Informe Salud Morelos,12000,2
100889979122442,Contraépoca,Contraepoca,11993,6
102767832191810,Información La Frontera,Información La Frontera,11980,64
102724752608138,Mexiquenses Unidos con Adán,Mexiquenses Unidos con Adán,11886,7
211328082958204,Historias de Vida,Maria Emilia Cruz Del Rosal,11875,5
281188282215551,José Medina Mora Icaza,José Medina Mora Icaza,11823,61
115759524751786,Mujeres Con Claudia,Mariana Granados,11804,7
107909918930463,Carlos Salazar,MOVIMIENTO CIUDADANO,11789,1
107264982218045,Que Todos se Enteren,Que Todos se Enteren,11774,5
133761830290194,Tere Jiménez,These ads ran without a disclaimer,11700,4
112398010205997,CEDET Santa Catarina,CEDET Santa Catarina,11633,3
102292168590496,Centro de Innovación y Actualización Profesional,Christian Jazmin Arechiga Lopez,11618,1
652909794741436,Tania Valentina Rodriguez,Tania Valentina Rodriguez,11540,11
187575292021954,El Rincón Político,El Rincón Político,11518,29
190085328448680,Colectivo Informativo,Tresa Publicidad,11510,4
111843677307845,Pablo Ortega,Partido Verde Coahuila,11500,5
105605635657911,Al día en Monterrey,Al día en Monterrey,11462,11
105665831898946,Red El Centenario,Red El Centenario,11443,55
105548811201437,Luis David Ortiz Salinas,Luis David Ortiz Salinas,11400,6
1415691342026378,Fundación Carlos Slim,Fundación Carlos Slim,11292,4
110202035047513,Héctor Castillo,Hector Castillo Olivares,11238,3
100431071908734,La-Lista,DCS MEDIA & COMMUNICATIONS,11161,9
106481204060038,Alfredo Sánchez Herrera,Partido Verde Coahuila,11161,3
344197043110970,Arriba En El Mapa,Maria Emilia Cruz Del Rosal,11118,4
100295832888456,Con Claudia Si,conclaudiasi.net,11036,58
760168991010062,Griselda Arreguin,Partido Verde Coahuila,11033,7
123099100684671,Uniendo Morelos,Uniendo Morelos,11019,3
1593314520941799,Noti Siete,Informativo7,10930,3
112258358404104,Público,Público,10917,6
112009072143075,Unidos por la Paz,Maria Emilia Cruz Del Rosal,10835,4
1250751485006046,Secretaría de Seguridad Ciudadana de Q.Roo,Secretaría de Seguridad Ciudadana de Q.Roo,10821,4
314886345672157,Diego Garrido,Diego Orlando Garrido Lopez,10796,29
395653280621495,OLV con los políticos,OLV con los políticos,10765,12
540795076057624,Enfoco.mx,Enfoco.mx,10738,5
105505599062277,Atte.tuamiga,Atte.tuamiga,10730,89
206579733449,Corona,These ads ran without a disclaimer,10678,3
1422169704755958,Alfredo Ramírez Bedolla,Alfredo Ramírez Bedolla,10652,18
266763400088630,Arturo Yañez Cuellar,Jose Aurelio Vargas Sandoval,10639,23
102845668698260,Héroes Patrios,Héroes Patrios,10528,3
992816694189783,José Alam Chávez Jacobo,Jose Alam Chavez Jacobo,10516,17
101202725148632,Armando Zuñiga Salinas,GRUPO IPS,10449,21
106853071237547,Óscar Gutiérrez Camacho,Óscar Gutiérrez,10420,99
100844936291721,Ana Isaura Amador Nieto,Isaura Amador Nieto,10380,4
101530532912726,Juntos con la 4t,Adriana Perez Juarez,10309,6
187288641425273,Carlos de la Fuente,Carlos de la Fuente,10299,23
101235928847565,Avidel Villarreal,Avidel Villarreal,10162,5
102265891491136,Morenarcos,Pejeland,10062,16
503029186533760,Osoigo México,Osoigo México,10011,76
1431026463848662,Darío Benítez,Jorge Alberto Lopez Jimenez,10010,15
1734951530056727,Carmen Lilia Canturosas,Brenda Magaly Parra Guajardo,10000,2
140242770250742,La Cuarta Transformación,La Cuarta Transformación,10000,1
102047299114046,DataClub.mx,Data Club,10000,2
122582234955146,Adrián Guerra,Adrián Guerra,9999,2
108176578917695,El Bienestar de México,Julio Rodríguez,9991,6
103537836039543,Osoigo_México,Osoigo México,9924,83
106915721192416,El Potrero Noticias,El Potrero Noticias,9870,1
108455070893617,Portal del Norte,Portal de Norte,9869,1
1824552704460369,Angel Garza Reséndez,Coalición Rescatemos Coahuila,9854,12
339369802936903,Ana Lilia Rivera Rivera,Ernesto Lopez Guerrero,9794,12
105801632482042,Noticias San Diego-Tijuana,Noticias San Diego-Tijuana,9773,1
108161667697007,Antonio Castro,Antonio Castro,9641,9
110824085319584,Carlos Lara,Coalición Rescatemos Coahuila,9631,10
405824826113969,IEEG Instituto Electoral del Estado de Guanajuato,IEEG Instituto Electoral del Estado de Guanajuato,9621,9
111999394268522,Cadena 6,Cadena 6,9604,53
113475461707446,4T Noticias y más,Fernanda Guadalupe Diaz Manrique,9589,5
109440850764097,"PejeLand, “El mundo del kk’s”",Pejeland,9563,13
106946172366841,Bernardo Moctezuma,Partido Verde Coahuila,9500,4
111820754672338,Rotativo Digital,Rotativo Digital,9484,6
102065768985518,Siempre es Noticia,Siempre es Noticia,9472,11
101963782686297,El Cambio del Poder,El Cambio del Poder,9391,17
532489630123383,Jaime Dávila Galván,Jaime Davila Galvan,9386,5
603933759659344,Amlovers Tab,Luis Anzola,9379,5
2818718441534332,Es de política mexicana,Es de Política Mexicana,9300,6
133761830290194,Tere Jiménez,AI MKT,9290,7
1614164462211249,Ecatepec Suena,Ecatepec Suena,9261,30
822100507825923,Secretaría de Turismo de Baja California,Secretaría de Turismo de Baja California,9238,3
538824879501214,Anayeli Muñoz,Movimiento Ciudadano,9163,4
288409661648016,Canal 8 Noticias,Canal 8 Noticias,9159,11
111016235050841,Revuelta,Revuelta Mx,9145,44
101683735119994,El Reportero,El Reportero,9087,4
105848177845789,All Out en español,All Out,9011,20
268185906992829,Acatzingo al Despertar,Lucero Carrillo Cruz,8987,6
108135335525258,Elisa Saucedo,Elisa Saucedo,8972,19
113769363761816,Luz García,Luz María García,8947,76
107320351672598,La Razón de Sonora,Diario Sonora,8932,7
114880227093290,Centro de Reconocimiento de la Dignidad Humana,Centro de Reconocimiento de la Dignidad Humana,8925,4
482424001945976,Gobierno de Sahuayo,Luis Ernesto García Ruiz,8860,31
1528235827246797,Yucatán al Momento,Yucatán Al Momento,8852,13
107296958535185,U-Report México Uniendo Voces,U-Report México Uniendo Voces,8838,9
105278152331161,Becas y Convocatorias,Becas y Convocatorias,8811,24
302448513146235,Jorge Romero Herrera,JORGE ROMERO,8764,21
630348770631126,RMB - Movimiento Coahuilense,RMB - Movimiento Coahuilense,8711,22
111112453993340,Central de Medios,Central de Medios,8698,38
235994093744848,Contra Réplica,EDICIONES SAN FRANCISCO S.A. DE C.V.,8683,53
369980863177123,Eder López,Partido Encuentro Solidario,8636,40
109312770635182,Manuel Cota Cárdenas,Manuel Cota Cárdenas,8628,13
123747293960586,Simples Datos,Simples Datos,8611,73
108341180995447,4T México,Diana Melissa Leyva Rochin,8605,1
2000027216902843,Lalo Leal,Eduardo Leal Buenfil,8551,22
641245122583059,Soledad Luévano,Maria Soledad Luevano Cantu,8551,15
445454469207355,Soy Tamaulipas,Soy Tamaulipas,8540,13
101291102337749,Magisterio con Ale del Moral,Magisterio con Ale del Moral,8528,11
185702296375261,Mexicómo,MEXICOMO,8502,21
116175691755266,Silvano Aureoles Conejo,Silvano Aureoles Conejo,8500,2
101755385143588,Espía Digital,Espía Digital,8483,15
114955908124845,La reforma news,La reforma news,8481,34
102149862010295,México Democrático,México Democrático,8458,3
149334611927297,Benjamín Robles,Benjamín Robles,8372,25
106343045542360,De la H a la S,Noticias de Hoy,8325,5
105179348735917,Gestoría Social para el Bienestar,Luis Felipe Benitez Gomez,8296,3
186829918250,Ciudadanos en Red,Egresa Eventos y Turismo SA de CV,8253,2
115592847024547,Iraís Reyes,Iraís Reyes,8247,32
108596299163827,Jericó Abramo Masso,Jerico Abramo Masso,8237,2
177319665650476,ClikiSalud - Fundación Carlos Slim,Fundación Carlos Slim,8225,2
110220011152882,Monitor en red,Impronte,8203,20
111554837647079,El Mundo Virtual,El Mundo Virtual,8172,23
220540261613878,Partido Verde Torreón,Partido Verde Coahuila,8145,4
104191707896834,Mayab Informativo,Noticias Sureste,8112,5
109929920648150,El Sur Al Momento,Noticias Sureste,8111,5
567633750007609,Geovanna Bañuelos,Geovanna Bañuelos,8102,12
101404116150740,La Verdad Maya,La Verdad Maya,8100,6
106493250995751,Oriente Al Instante,Noticias Sureste,8089,5
107858498939577,Diana Molina Arriaga,Partido Verde Coahuila,8045,6
104075555145321,México Informado,México Informado,8000,2
545216718870199,Acontecer Coahuila,Acontecer Político,8000,2
107559512016725,Contraste News,Contraste News,8000,2
364602665328,El Colegio de México - Colmex,"El Colegio de México, A.C.",7999,7
114933404815809,Hoy Veracruz,Hoy Veracruz,7989,12
102679808371646,Resonancia Digital,Resonancia Digital,7980,20
2224502900946392,Diplomados UNAM- Congreso.,Martin Vera,7970,7
620611228034083,Rabindranath Salazar Solorio,Rabindranath Salazar Solorio,7927,62
232739653550442,Natgas,These ads ran without a disclaimer,7893,16
100430528133355,Información México,Información México,7834,37
112418093457017,Tendencia MX,Tendencia MX,7832,36
136240676894192,Roberto Sosa Pichardo,Roberto Sosa Pichardo,7818,69
100878672865919,Las noticias que debes saber,Las noticias que debes saber,7815,4
103710145621987,Lizbeth Ogazón Nava,Raymundo Mendoza Arredondo,7780,27
605875296741567,Movimiento Ciudadano Campeche Estatal,Hobbies Consultores,7777,17
312685741710,H. Ayuntamiento de Puebla,Servicios Profesionales Casimlo,7767,20
316162282245753,Ovidio Peralta Suárez,Ovidio Peralta Suárez,7752,23
320349101760473,Inboplast A.C.,Inboplast A.C.,7748,24
345156559163874,Norma Mejía Lira,Redboxmex,7735,77
246114539297511,Marisol Becerra,HUMAN TARGETR,7729,21
1753289634935846,Eventos  México,Eventos  México,7718,31
101204342089098,Diana Karina Barreras,Diana Karina Barreras,7686,17
103753489693220,Acciona,These ads ran without a disclaimer,7659,2
170072680225916,Tlajomulco Unido,Tlajomulco Unido,7629,33
103910909153457,Derecho de Réplica,Derecho de Réplica,7600,16
2092766797405490,Luis Torre Aliyán,Luis Torre Aliyán,7598,20
108596547197244,Omar Cervantes Rivera,Omar Cervantes Rivera,7595,11
109193625116615,México Ahora Noticias,México Ahora,7556,4
100148153013993,Suma QR Con Claudia,Suma QR Con Claudia,7543,16
524272988105175,La Prensa Verificada,La Prensa Verificada,7541,36
164119290359519,Marcelo Torres Cofiño,Millennial MX,7517,22
437088163017257,Secretaría de Salud de Guanajuato,Secretaría de Salud de Guanajuato,7474,6
105187135351432,El Informativo,El Informativo,7420,3
109228437096500,Gabriel García Hernández,Gabriel García Hernandez,7400,4
103076409179987,Las Noticias - Norte,Las Noticias México,7380,2
350508488860,Renán Barrera,Renán Barrera,7365,28
108251181690069,La Cara de la Noticia,La Cara de la Noticia,7349,21
1553350868260589,Victor Hugo Lozano Poveda,Víctor Hugo Lozano Poveda,7346,5
257333027729841,Julieta Ramírez,Julieta Ramirez,7271,4
335249544076037,Jesús Alejandro Ruiz Uribe,Jesus Alejandro Ruiz Uribe,7268,7
101875429280160,Somos México,Camino al Poder,7235,9
113867810742159,Sky Media,Sky Media,7230,22
817681994935118,Mariana Benítez Tiburcio,Mariana Benitez Tiburcio,7207,22
198623844282,COPARMEX Ciudad de México,COPARMEX Ciudad de México,7191,25
321000808062549,Chucho Pérez Ballote,Chucho Pérez Ballote,7152,14
104392582445754,Paradigma,Paradigma,7147,129
100950931706263,Poder Digital,Poder Digital México,7120,27
106565392222875,La Patria al Día,La Patria al Día,7114,13
1857761427782780,IAS Automation,INNOVATIVE AUTOMATION SOLUTIONS,7113,9
119181354468168,Rescatemos Coahuila 07,Partido Verde Coahuila,7000,3
114682670367185,Amo a Monreal,Paul Martinez Chavez,7000,3
106062262453356,Manuel D. Madero,Manuel D. Madero,7000,1
658580710854883,Nueve Arte Urbano,Eduardo Sánchez Becerra,6999,7
161578186006,Plan Estratégico de Juárez,Plan Estratégico de Juárez,6976,7
333932057250036,Alejandro Rojas Díaz Durán,ARDD,6953,2
110766427433130,Cambio de Rumbo,Cambio de Rumbo,6925,30
208743749651773,NoticiasParadigma,Noticias Paradigma,6914,7
409800789114458,Antonio Pelón Cervera,Macronews,6881,14
1698885063694002,María Gómez,María Gómez,6875,4
103424704575227,Coahuila Informate,Coahuila Informate,6870,18
138350596230547,GIRE - Grupo de Información en Reproducción Elegida,Menu Agency,6859,28
146854998658908,Metropolitano Aguascalientes,Metropolitano Aguascalientes,6824,22
713201418710795,José Ángel Pérez Hernández,José Ángel Pérez Hernández,6817,14
327801597360731,Comunicación Legislativa,Comunicación Legislativa,6807,2
1542376775998580,Pepe Hernández,Pepe Hernández,6798,37
953657811446042,Conciencia Nacional por la Libertad Religiosa,Conciencia Nacional por la Libertad Religiosa,6761,20
102404152145401,El Diario de Sonora,Diario Sonora,6744,7
104280278920721,Pueblo Conectado,Julio Florencio Lopez Sanchez,6736,4
632337564066144,SIHUA Consultoría Académica,SIHUÁ Consultoría Académica,6724,36
309922486178649,Cdmx.com,Cdmx.com,6721,2
101116608213214,EducaTijuana,EducaTijuana,6711,24
881256821943743,Armando Ayala Robles,COMUNICACIÓN DIGITAL,6711,8
1554649328133923,Gustavo García Bello,Gustavo García Bello,6704,12
106681135502068,Ismael Carvallo,Ismael Carvallo,6674,8
109274195183155,La CDMX que soñamos,La CDMX que soñamos,6673,4
110223761694157,Admin Project Technology,Williams Rodriguez Constantinho,6639,4
112154506882378,La Contraparte,La Contraparte,6634,31
117153981312172,Compatriotas,COMPATRIOTAS,6632,3
1906429816285166,Género y Política PRD Tv web,Diana Laura Colin Lopez,6630,34
196493763808241,CEEY,CENTRO DE ESTUDIOS ESPINOSA YGLESIAS,6626,31
109681131991108,La silla,La silla,6611,29
101740711752535,RUBRUM,Multipoll S.A. de C.V.,6569,8
100261926280943,Camino al 2024,Camino al 2024,6552,28
1518145195110134,Daniel Gutiérrez Gutiérrez,Daniel Gutiérrez Gutiérrez,6519,3
1327748667304965,Carlos Peña Ortiz,Carlos Peña Ortiz,6500,8
247775885648262,Víctor Lagunas Peñaloza,Victor Lagunas Peñaloza,6490,13
142145835862894,IEXE Universidad,IEXE Universidad,6489,5
247091415478957,Lorena de la Garza Venecia,Lorena de la Garza Venecia,6472,52
1773267296035505,La hora,La hora,6466,9
102251265948823,Coahuila está con Ricardo Mejía,Politburó Digital,6440,10
1619517958096017,En Red Noticias,Tresa Publicidad,6427,5
1648950615416147,Luis Zamora,Luis Zamora,6374,13
137309263048418,Poncho Robledo,Poncho Robledo,6370,4
509821702820171,24 Horas Quintana Roo,24 Horas Quintana Roo,6363,89
929865914025290,Yo Observador,Yo Observador,6305,28
101688279037291,Encapsulados,Encapsulados,6300,2
909433945747355,Sandra Pámanes,Sandra Pámanes,6294,36
2340595106035117,Ismael Brito Mazariegos,Ismael Brito Mazariegos,6282,11
233462580874475,Gaceta News México,Gaceta News México,6277,27
109613811893240,Aiby • AI Art & Avatar Generator,These ads ran without a disclaimer,6244,5
640697589424301,Víctor Fuentes Solís,EnRed&Medios,6219,6
136017836425540,Gobierno del Estado de Sonora,Gobierno del Estado de Sonora,6182,7
1044005875633479,Manuel Guerra Cavazos,Manuel Guerra Cavazos,6163,1
100450602084797,Vero Anrubio,Veronica Anrubio Kempis,6160,7
104882612583865,Candidata Diputada Miriam Saldaña,PARTIDO DEL TRABAJO DE MÉXICO,6158,16
106638631105889,Sinapsis,Sinapsis de México,6129,20
105339894907346,Nuevo Laredo Noticias,Nuevo Laredo Noticias,6109,55
1479710548743849,Meridiano,Meridiano,6106,10
106975578532048,Primer Minuto MX,Primer Minuto MX,6105,5
1812297282329742,Jorge Triana,Jorge Triana Tena,6028,14
478291252519331,Mente en blanco,Mente en Blanco,6000,2
1424369637876973,Senador Joel Padilla,Joel Padilla Peña,6000,4
109516011942861,Ciudadanía por Coahuila,Ciudadanía por Coahuila,6000,1
118406801211004,Nacho Corona,Partido Verde Coahuila,6000,2
107238818470176,Políticos Abordo,Políticos Abordo,6000,1
283674865910754,Reporteros Sin Censura,Tresa Publicidad,6000,2
120960044277166,Despertar del Tigre,Raymundo Mendoza Arredondo,5997,17
174847059336559,CECyTE Guanajuato,Adsproject Media,5995,8
100284049183600,Campeche Central,Campeche Central,5985,23
104520841303988,El Portal Champotón,El Portal Champoton,5960,9
848008481893903,Cruz Pérez Cuéllar,Cruz Pérez Cuéllar,5949,22
99426593472,Daniel Carrillo Martínez,Daniel Carrillo Martínez,5946,5
107509487815279,Dedogmasyrenuncias,DE DOGMAS Y RENUNCIAS,5946,10
1911411035852329,Elecciones&Encuestas,Elecciones&Encuestas,5933,2
