Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
1384004838583167,רונן פלוט - Ronen Plot,These ads ran without a disclaimer,≤100,1
1700555450186653,מחברים בין אחים,These ads ran without a disclaimer,≤100,1
482866895059325,בית הגפן Beit Hagefen بيت الكرمة,These ads ran without a disclaimer,≤100,1
192741384492756,דוד שחר David Shahar,דוד שחר,≤100,1
109321060660157,"מרים אלישע זהבי, משרד עורכי דין וגישור",Yifat Hazan,≤100,1
105639554375662,אפרים גלסברג משרד עורכי דין,Yifat Hazan,≤100,1
2025495104334525,"חביב חורי ושות', משרד עורכי דין",Yifat Hazan,≤100,1
281704685281808,Ilan Glaser & Co Law Offices,Yifat Hazan,≤100,1
518866461651821,ליאת שטיינברג עורכת דין,Yifat Hazan,≤100,1
549685235191177,"בר-אור - מייסטר, משרד עורכי דין, נוטריון ומגשרים",Yifat Hazan,≤100,1
101938748001544,المركز الجماهيري الطيرة,These ads ran without a disclaimer,≤100,1
105840594284322,CAMERA on Campus in Israel - קאמרה בקמפוס בישראל,Camera On Campus,≤100,1
199891813361325,עמותת איתך مَعَكِ (מעכי)- משפטניות למען צדק חברתי,עמותת איתך مَعَكِ (מעכי)- משפטניות למען צדק חברתי,≤100,1
102391629482615,גם אותי ביטוח לאומי חסמו מהפייסבוק - אז נחסום אותם גם,Tomer Peretz,≤100,4
160090800716696,בית אבי חי Beit Avi Chai,These ads ran without a disclaimer,≤100,2
113157305415613,Philips פיליפס,These ads ran without a disclaimer,≤100,1
329446493751839,עיריית רעננה,עיריית רעננה,≤100,1
957811724312249,"אלומה - יחד בתרבות, בחינוך ובקהילה",These ads ran without a disclaimer,≤100,2
178937815922195,מדדים של קסם,These ads ran without a disclaimer,≤100,2
103432814955134,"מנחמי דקל - משרד עו""ד ומגשרים",Yifat Hazan,≤100,1
1411953248861995,"רונית כהן משרד עו""ד - Ronit Cohen - Law Office",Yifat Hazan,≤100,1
103642866058013,InteraBro,These ads ran without a disclaimer,≤100,26
140020759367864,הוועד נגד עינויים -  Pcati - اللجنة لمناهضة التعذيب,The Public Committee Against Torture in Israel,≤100,2
2343625969195870,התאחדות המלונות בישראל,These ads ran without a disclaimer,≤100,2
182708684718,Sounds True,These ads ran without a disclaimer,≤100,10
442803666117251,Yaniv Markowitz - יניב מרקוביץ׳,Yaniv Markowitz,≤100,1
108871831952328,רוח מערבית,רוח מערבית,≤100,1
361741987246205,عبدالله زعبي وشركاؤه مكتب محاماه - עבדאללה זועבי ושות׳ משרד עורכי דין,عبدالله زعبي وشركاؤه مكتب محاماه - עבדאללה זועבי ושות׳ משרד עורכי דין,≤100,5
100536676354237,nikol_hugi_adv,These ads ran without a disclaimer,≤100,1
1100080256703254,רונית טאוליב - Ronit Taulib,These ads ran without a disclaimer,≤100,1
116501001415164,Return Simple,These ads ran without a disclaimer,≤100,2
105622912253254,sharonush97,These ads ran without a disclaimer,≤100,2
137680643046713,المستشار الاستراتيجي جلال بنا - jalal banna,These ads ran without a disclaimer,≤100,1
1431601380479206,Lev Bagalil - לב בגליל,מועצת הגליל,≤100,1
107742692132747,Dima Bruk,These ads ran without a disclaimer,≤100,1
109211515409715,Cog-Pkg Media,These ads ran without a disclaimer,≤100,1
1540429856255458,Адвокат в Израиле Артур Блаер,These ads ran without a disclaimer,≤100,2
555977768078532,"עו""ד גולן לוי",Yifat Hazan,≤100,1
112779795076593,שי יזרעאלי - לראשות המועצה האזורית עמק יזרעאל,שי יזרעאלי,≤100,1
111870680452756,"חגי אשר- מ""מ ראש עיריית רמת גן",חגי אשר,≤100,1
105078195746872,Dalia Hochberg,These ads ran without a disclaimer,≤100,1
165163797426023,עין בוחנת,עין בוחנת,≤100,1
368008289967391,יואל גמליאל,Yoel Gamliel,≤100,1
121951214208209,תנועת דגל ישראל,תנועת דגל ישראל,≤100,1
110150544770364,שכונת השחר online,Ofir Greenberg,≤100,1
104169407893208,שחר אמרגי -תהליכים בקצב שלי,These ads ran without a disclaimer,≤100,2
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
885381241499674,Qualita,These ads ran without a disclaimer,≤100,1
216581981739230,Tower of David Museum,These ads ran without a disclaimer,≤100,1
1578324879106202,عرب 48,These ads ran without a disclaimer,≤100,1
549990632121380,DZD Creative Writing,These ads ran without a disclaimer,≤100,1
549294931786042,"אור גרינפלד - ""אנחנו הצעירים"" במודיעין מכבים - רעות",These ads ran without a disclaimer,≤100,1
771462172882741,OnePath Network,These ads ran without a disclaimer,≤100,2
298350000726503,רחלי כדורי לראשות מועצת אורנית,These ads ran without a disclaimer,≤100,1
72410074793,"אגודת הסטודנטים והסטודנטיות אוניברסיטת ת""א",These ads ran without a disclaimer,≤100,3
42940254353,Human Rights Watch,These ads ran without a disclaimer,≤100,1
103447524945042,Center for Jewish Impact,These ads ran without a disclaimer,≤100,1
110242741934240,Musa Raanana Artists,These ads ran without a disclaimer,≤100,1
101738857864346,حارتي بتهمني,These ads ran without a disclaimer,≤100,1
316238342132643,התמרים של שרית,These ads ran without a disclaimer,≤100,2
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100,1
1601616386760777,פסטיבל מדיטרנה - Mediterranee Festival,These ads ran without a disclaimer,≤100,1
56032272603,ADI - Advancement of People with Disabilities & Rehabilitation for All,These ads ran without a disclaimer,≤100,1
107572228482417,"חם בנדל""ן",These ads ran without a disclaimer,≤100,1
119889504408611,שלומי קדוש חבר מועצת העיר קרית ים,These ads ran without a disclaimer,≤100,1
794854327276778,Rotary Białystok,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,6
315997401807476,Yahad - In Unum,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,21
740979979265707,פורום דרור בליכוד,פורום דרור בליכוד,≤100,1
105560637580765,Landotour,These ads ran without a disclaimer,≤100,1
103736824950682,מייקל קריכלי - מנטור עסקי,These ads ran without a disclaimer,≤100,2
121957514158433,ישר: תורה עם דרך ארץ,These ads ran without a disclaimer,≤100,1
421320345307555,SORP - Платформа для бизнеса,These ads ran without a disclaimer,≤100,5
103953862637480,Спільна справа,These ads ran without a disclaimer,≤100,1
476179919621255,Misbar - مسبار,These ads ran without a disclaimer,≤100,1
109062828734912,Юридические услуги,These ads ran without a disclaimer,≤100,1
111177802287614,Begin Center | מרכז מורשת מנחם בגין,These ads ran without a disclaimer,≤100,2
111416286896380,Institute of National Remembrance,These ads ran without a disclaimer,≤100,2
656983778056147,למענכם,These ads ran without a disclaimer,≤100,1
127307603956920,הג'וינט - The Joint,These ads ran without a disclaimer,≤100,1
102647316156106,Digital S,These ads ran without a disclaimer,≤100,4
554129874644095,עמוס לוגסי,These ads ran without a disclaimer,≤100,4
1044053245793832,אורית פרקש-הכהן Orit Farkash-Hacohen,These ads ran without a disclaimer,≤100,1
371346143006729,ליפקו דיגיטל - Lifko Digital,These ads ran without a disclaimer,≤100,2
1685332388164462,Wazifa - DUA,These ads ran without a disclaimer,≤100,1
110921427413178,אמא חוזרת לג'ינס,These ads ran without a disclaimer,≤100,2
101575122932004,Fine Kindhearted,These ads ran without a disclaimer,≤100,3
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100,4
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,9
367616380398137,גבי קדוש Gaby Kadosh,These ads ran without a disclaimer,≤100,2
103312979419273,Id1,These ads ran without a disclaimer,≤100,1
2028477804087354,בן שפירו בעברית - Ben Shapiro Hebrew,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,2
111014438406253,Trendyspread shop1,These ads ran without a disclaimer,≤100,2
217611914938346,Да / Da / דע,These ads ran without a disclaimer,≤100,1
109044999140694,CAS,These ads ran without a disclaimer,≤100,4
118101047927218,ID Master,These ads ran without a disclaimer,≤100,7
107346929017356,Velvety Kindhearted,These ads ran without a disclaimer,≤100,2
109912408758097,Canine Ornery,These ads ran without a disclaimer,≤100,1
104136285428500,Zohar Dalia Professional,These ads ran without a disclaimer,≤100,1
153063591397681,Amazon Web Services,These ads ran without a disclaimer,≤100,2
121994804202984,Unknown Minor,These ads ran without a disclaimer,≤100,3
120489814354378,Baggy Terrible,These ads ran without a disclaimer,≤100,1
111075021703668,acehill_il,These ads ran without a disclaimer,≤100,1
101819579574523,Adept Kindly,These ads ran without a disclaimer,≤100,1
107225296055988,נמל אשדוד - Ashdod Port,These ads ran without a disclaimer,≤100,3
204816652874409,haGalil.com,These ads ran without a disclaimer,≤100,1
107109485639281,קרייתים נגד ההפיכה - צומת בית המשפט,These ads ran without a disclaimer,≤100,1
112256034716538,הנשיא - Hanasi,These ads ran without a disclaimer,≤100,1
120496034354450,Merry Nutty,These ads ran without a disclaimer,≤100,2
100490729492964,Sebastian Bello,These ads ran without a disclaimer,≤100,19
113433361345082,Mariale de Viaje,These ads ran without a disclaimer,≤100,1
100293946395534,Ragged Cumbersome,These ads ran without a disclaimer,≤100,10
111897381887943,Definite Unusual,These ads ran without a disclaimer,≤100,2
425125127838975,צריך עיון,These ads ran without a disclaimer,≤100,1
101289218907718,Web News,These ads ran without a disclaimer,≤100,2
100469053039975,Bleak Probable,These ads ran without a disclaimer,≤100,2
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,1
108918508856241,Id1,These ads ran without a disclaimer,≤100,1
116444671424666,Doting Turbulent,These ads ran without a disclaimer,≤100,3
390865861079249,א.ל הנדסה,These ads ran without a disclaimer,≤100,1
109652272114001,Winding Handy,These ads ran without a disclaimer,≤100,2
103941832692652,1id,These ads ran without a disclaimer,≤100,1
112232541852711,Id4,These ads ran without a disclaimer,≤100,1
117702454634455,Id2,These ads ran without a disclaimer,≤100,1
140556749292891,National Library of Israel,These ads ran without a disclaimer,≤100,1
6115848166,Nature Portfolio,These ads ran without a disclaimer,≤100,3
101314242668741,sorelcamelia,These ads ran without a disclaimer,≤100,1
111839851893637,Anchored Rosy,These ads ran without a disclaimer,≤100,1
119364737801493,Fruitful Rare,These ads ran without a disclaimer,≤100,2
107995115387448,مدرسة الأمل الابتدائية - عكا,These ads ran without a disclaimer,≤100,1
115383654868272,Id3,These ads ran without a disclaimer,≤100,1
104604799293569,Ultimate Superb,These ads ran without a disclaimer,≤100,1
102964476125017,Soggy Lumbering,These ads ran without a disclaimer,≤100,1
106408522445243,Last Friendly,These ads ran without a disclaimer,≤100,1
115418384832635,Levi_RN,These ads ran without a disclaimer,≤100,1
104444729065513,Victoria Segovia,These ads ran without a disclaimer,≤100,11
108682518882605,Agonizing Dutiful,These ads ran without a disclaimer,≤100,1
109812967567411,timkinrena,These ads ran without a disclaimer,≤100,1
114655564943356,Hospitable Quixotic,These ads ran without a disclaimer,≤100,9
102257292713372,Alejandra Morales,These ads ran without a disclaimer,≤100,11
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,2
109553028794675,Portly Arid,These ads ran without a disclaimer,≤100,2
107689062204101,הדר מעבר לפנאי - HADDAR,These ads ran without a disclaimer,≤100,1
100464856376904,Crushing Blind,These ads ran without a disclaimer,≤100,1
118095104545961,Coffee Tv-il,These ads ran without a disclaimer,≤100,1
485957271511444,حملة- المركز العربي لتطوير الإعلام الاجتماعي,These ads ran without a disclaimer,≤100,1
109568228041147,olgawaknin,These ads ran without a disclaimer,≤100,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,6
101304435646725,Элитная недвижимость в Москве,These ads ran without a disclaimer,≤100,1
318002028565721,עומר בללי - משרד לעריכת דין פלילי וצווארון לבן,These ads ran without a disclaimer,≤100,1
101065272782201,Wahj For Advertising,These ads ran without a disclaimer,≤100,1
151647338756036,ערן זרחוביץ' Eran Zaracovitz,These ads ran without a disclaimer,≤100,1
384305041667881,Taub Center for Social Policy Studies in Israel - English site,These ads ran without a disclaimer,≤100,1
104160934265925,State of Denmark,These ads ran without a disclaimer,≤100,1
302699233169556,Yarimi Racing,These ads ran without a disclaimer,≤100,1
250947744954005,התנועה הקיבוצית,These ads ran without a disclaimer,≤100,1
108156902267187,Id4,These ads ran without a disclaimer,≤100,1
105945458999217,Demenswear,These ads ran without a disclaimer,≤100,2
105135775906675,Marvelous Dim,These ads ran without a disclaimer,≤100,1
101204162970247,Naive Droopy,These ads ran without a disclaimer,≤100,1
112004551877440,Grown Tame,These ads ran without a disclaimer,≤100,2
115584008183367,Testy Wellinformed,These ads ran without a disclaimer,≤100,2
131089760247886,RFI на русском,These ads ran without a disclaimer,≤100,2
103934207741083,Selena Ryan,These ads ran without a disclaimer,≤100,2
1803279899993382,"Ni Una Palmadita, Fernanda Restrepo",These ads ran without a disclaimer,≤100,2
110407025373596,Impassioned Dear,These ads ran without a disclaimer,≤100,2
145540862147003,מסעות- טיולי איכות גיאוגרפיים,These ads ran without a disclaimer,≤100,1
207283716334877,"ד""ר מיכאל אבולעפיה",These ads ran without a disclaimer,≤100,2
105900552270698,Sofia Adara,These ads ran without a disclaimer,≤100,4
1572918566306585,The Foreign Desk,These ads ran without a disclaimer,≤100,1
112354478508109,Hearty Violet,These ads ran without a disclaimer,≤100,1
117482577917989,Сделай Мульт,These ads ran without a disclaimer,≤100,1
121594700910811,Cluttered Wilted,These ads ran without a disclaimer,≤100,1
103959811845477,Blue Gazette,These ads ran without a disclaimer,≤100,1
1820034408214697,envoPAP,These ads ran without a disclaimer,≤100,1
113782461697843,Lanky Experienced,These ads ran without a disclaimer,≤100,1
101787968733573,New to Money,These ads ran without a disclaimer,≤100,1
1546009475723006,מידן כחלון - מנהיג הלהקה הדף הרשמי,These ads ran without a disclaimer,≤100,1
101616782888805,Travel Away,These ads ran without a disclaimer,≤100,1
105508145022144,Geeky Base,These ads ran without a disclaimer,≤100,1
101822272617934,Network Booster,These ads ran without a disclaimer,≤100,1
105750242354379,Пересборка,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,4
105743361735500,New to Money Português,These ads ran without a disclaimer,≤100,1
101545415784484,Simple Tribune,These ads ran without a disclaimer,≤100,1
106960772350800,israel.au.naturel,These ads ran without a disclaimer,≤100,1
171522852874952,Juventus,These ads ran without a disclaimer,≤100,1
142329112477770,البنك الدولي,These ads ran without a disclaimer,≤100,7
368119983327926,العربي الجديد,These ads ran without a disclaimer,≤100,1
105686442303512,CTGI,These ads ran without a disclaimer,≤100,1
109983945210290,Travel Nation,These ads ran without a disclaimer,≤100,2
367649046908008,Growatt New Energy,These ads ran without a disclaimer,≤100,2
114162944991637,Id1,These ads ran without a disclaimer,≤100,2
102207552798601,Youth clicks,These ads ran without a disclaimer,≤100,1
122125810793113,Gam Speeder,These ads ran without a disclaimer,≤100,1
108177488246318,sofia_yuel,These ads ran without a disclaimer,≤100,1
1244705842263957,World Highways,These ads ran without a disclaimer,≤100,1
100949305633793,Silent_High Quality113-V,These ads ran without a disclaimer,≤100,1
795663433908531,Kayhan Life,These ads ran without a disclaimer,≤100,1
364987324007814,Page Hotels,These ads ran without a disclaimer,≤100,1
112675286764083,Aggregates Business,These ads ran without a disclaimer,≤100,1
115164768219510,Id4,These ads ran without a disclaimer,≤100,2
113067177682259,PMD - Dogs is my  world,These ads ran without a disclaimer,≤100,3
301745209882851,Culture Amp,These ads ran without a disclaimer,≤100,1
109755664976719,Ginger's Notebook,These ads ran without a disclaimer,≤100,3
100117556048980,newworldreformer,These ads ran without a disclaimer,≤100,1
210719719697873,Moony the Cat,These ads ran without a disclaimer,≤100,1
115138161487991,Surf Proxy,These ads ran without a disclaimer,≤100,1
395997657147730,صحيفة الشعب اليومية أونلاين بالعربية,These ads ran without a disclaimer,≤100,1
983135718420987,Visit Jiangsu,These ads ran without a disclaimer,≤100,1
104828325921007,Spf-024,These ads ran without a disclaimer,≤100,1
104015018553973,The Genesis Prize - פרס בראשית,These ads ran without a disclaimer,≤100,2
114950684872253,C301-27,These ads ran without a disclaimer,≤100,1
179989282086901,Warriors of the Divine,These ads ran without a disclaimer,≤100,1
105607552434777,Instalador Solar,These ads ran without a disclaimer,≤100,1
333141140132864,China.org.cn,These ads ran without a disclaimer,≤100,1
106784722385032,multiculturalnews,These ads ran without a disclaimer,≤100,1
115370938203232,Id1,These ads ran without a disclaimer,≤100,1
345840486219924,Energy China,These ads ran without a disclaimer,≤100,1
19740928752,World Animal Protection,These ads ran without a disclaimer,≤100,1
104571188687767,Chill Read,These ads ran without a disclaimer,≤100,1
208637116010079,Geely Auto,These ads ran without a disclaimer,≤100,1
102366308946515,Richy Snyder,These ads ran without a disclaimer,≤100,1
1070573839626601,Buzz-Hut,These ads ran without a disclaimer,≤100,2
133945616646913,RioOnWatch.org,These ads ran without a disclaimer,≤100,2
146947445351555,مركز الفكر الاستراتيجي للدراسات,These ads ran without a disclaimer,≤100,1
118509507855793,Gunnar_ZF,These ads ran without a disclaimer,≤100,2
102470965836621,Sustainability MDPI,These ads ran without a disclaimer,≤100,2
100979089555293,Jose Bedoya,These ads ran without a disclaimer,≤100,5
104368422598347,Card VPN,These ads ran without a disclaimer,≤100,3
722256984867966,Raytheon Missiles & Defense,These ads ran without a disclaimer,≤100,1
110993941170214,ChidoBook,These ads ran without a disclaimer,≤100,1
107647258831836,Weregreenly- Magazine Page 3,These ads ran without a disclaimer,≤100,1
413224988797093,Beekeeper,These ads ran without a disclaimer,≤100,1
101654211887389,Jerusalem Online - Arts & Culture,These ads ran without a disclaimer,≤100,1
478297078923452,Big Easy Believer,These ads ran without a disclaimer,≤100,5
106313092408190,Michelle Jota VBE,These ads ran without a disclaimer,≤100,1
134331253305084,ITI International Team for Implantology,These ads ran without a disclaimer,≤100,1
320788968000582,Center for Israel Education,These ads ran without a disclaimer,≤100,1
435272526866135,North American Kurdish Alliance - NAKA,These ads ran without a disclaimer,≤100,1
79511407410,Mercedes-AMG Petronas F1 Team,These ads ran without a disclaimer,≤100,1
101459741907326,Jerusalem Online - Culture,These ads ran without a disclaimer,≤100,1
1767096530199949,Zhejiang University,These ads ran without a disclaimer,≤100,1
109490318648356,JMSE MDPI,These ads ran without a disclaimer,≤100,1
109717158769018,Id1,These ads ran without a disclaimer,≤100,1
104444237650160,برنامج مع الرئيس,These ads ran without a disclaimer,≤100,1
520171088019503,Liforme,These ads ran without a disclaimer,≤100,1
116035774799177,Id3,These ads ran without a disclaimer,≤100,1
27211034606,emlyon business school,These ads ran without a disclaimer,≤100,1
1663186513921870,Prototypes For Humanity,These ads ran without a disclaimer,≤100,1
111462675024606,Nursehut,These ads ran without a disclaimer,≤100,1
369479089905524,Shane Mahoney,These ads ran without a disclaimer,≤100,1
107183418710416,Rocket stories FS,These ads ran without a disclaimer,≤100,1
116355337718182,Moli lulu,These ads ran without a disclaimer,≤100,3
110807438602372,Steno Research,These ads ran without a disclaimer,≤100,1
2480533842232920,POWERCHINA,These ads ran without a disclaimer,≤100,1
1152288221548692,Design & Tech Kickstarter Projects,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,2
106722822373735,The Fun Insider,These ads ran without a disclaimer,≤100,2
194886144517585,Solid English School,These ads ran without a disclaimer,≤100,1
105012451157797,Uniathena - Short Courses,These ads ran without a disclaimer,≤100,1
343786409509707,The East Gate,These ads ran without a disclaimer,≤100,1
111071828580081,Wsp25,These ads ran without a disclaimer,≤100,1
1608206406110394,Willpower,These ads ran without a disclaimer,≤100,2
1000222293436605,Fanack.com عربي,These ads ran without a disclaimer,≤100,1
429957570419097,Professor Israel,These ads ran without a disclaimer,≤100,1
111663158576976,Id4,These ads ran without a disclaimer,≤100,1
307682176615916,ACT2gether,These ads ran without a disclaimer,≤100,1
1290970774296917,DailySportx,These ads ran without a disclaimer,≤100,1
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100,1
100840632692651,Înțelepciunea din Proverbele lui Solomon,These ads ran without a disclaimer,≤100,1
120223804387904,dailypositivityboost,These ads ran without a disclaimer,≤100,2
187062254656817,عربي TRT,These ads ran without a disclaimer,≤100,1
354397697217,IEEE Xplore,These ads ran without a disclaimer,≤100,1
760185027711926,Scientific Feed,These ads ran without a disclaimer,≤100,1
103449517822304,CNPC,These ads ran without a disclaimer,≤100,1
105639025839199,Aiko Energy,These ads ran without a disclaimer,≤100,1
72149536933,SKF,These ads ran without a disclaimer,≤100,1
101853479470366,Weregreenly,These ads ran without a disclaimer,≤100,2
820262131363591,Arabi21 - عربي21,These ads ran without a disclaimer,≤100,1
115761128122902,C301-03,These ads ran without a disclaimer,≤100,1
131664893560695,Origins OSU,These ads ran without a disclaimer,≤100,1
106028018190698,Costacurta SpA-VICO,These ads ran without a disclaimer,≤100,1
287940405085613,symriseag,These ads ran without a disclaimer,≤100,1
636993866355106,NSS,These ads ran without a disclaimer,≤100,1
106170661628518,香港V,These ads ran without a disclaimer,≤100,1
110178328228079,NinjaOne Europe,These ads ran without a disclaimer,≤100,1
100408139141307,Concerts Lovers,These ads ran without a disclaimer,≤100,2
102017675943520,Veronica Silva Guedes,These ads ran without a disclaimer,≤100,1
115895401463440,Entretenimiento,These ads ran without a disclaimer,≤100,1
100133042448587,Sneaker Toast Magazine,These ads ran without a disclaimer,≤100,2
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,5
100223749713609,Gear-D,These ads ran without a disclaimer,≤100,1
111414593682088,CNPC Russian,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,2
103205701024387,jasoncunningham8278,These ads ran without a disclaimer,≤100,1
105986175239619,Sea Creature Love,These ads ran without a disclaimer,≤100,3
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
315543515306,Jing Daily,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,3
237692023818,Belfast Telegraph,These ads ran without a disclaimer,≤100,1
145782498897144,KENGURU.PRO,These ads ran without a disclaimer,≤100,1
109922655427971,Quiet Frank,These ads ran without a disclaimer,≤100,1
111315691692431,João Pedro,These ads ran without a disclaimer,≤100,1
272698596180957,مسرح عناد | Inad Theater,These ads ran without a disclaimer,≤100,1
10606591490,TIME,These ads ran without a disclaimer,≤100,1
154680184946903,Superplastic,These ads ran without a disclaimer,≤100,1
53320617721,Global Rescue,These ads ran without a disclaimer,≤100,1
115693791505455,岛屿农场游戏,These ads ran without a disclaimer,≤100,2
8428544759,Six Degrees Records,These ads ran without a disclaimer,≤100,1
100525605800075,Meet and Greet,These ads ran without a disclaimer,≤100,3
101958599473285,Or HaOlam - אור העולם - Luz del Mundo,These ads ran without a disclaimer,≤100,1
103172549436914,Noticias del mundo todos los días,These ads ran without a disclaimer,≤100,1
112220134851421,Under the Sisterhood,These ads ran without a disclaimer,≤100,1
8539814909,International Animal Rescue,These ads ran without a disclaimer,≤100,1
150793518281117,Covestro,These ads ran without a disclaimer,≤100,3
101388509327100,Extra famous,These ads ran without a disclaimer,≤100,1
153371894688575,World Bank,These ads ran without a disclaimer,≤100,1
59272578195,BusinessBecause,These ads ran without a disclaimer,≤100,1
100175019675499,Yo Soy Romy Ortiz,These ads ran without a disclaimer,≤100,1
100696586305964,Fine Art Photography Prints by Rico X.,These ads ran without a disclaimer,≤100,2
108607351041275,FAB Group,These ads ran without a disclaimer,≤100,1
644897506121626,future.weapons,These ads ran without a disclaimer,≤100,1
111675408313515,Lisbon Energy Summit,These ads ran without a disclaimer,≤100,1
102204844701925,الشرق للأخبار - سوريا,These ads ran without a disclaimer,≤100,1
697560836961574,Fast VPN Proxy Master-0417-L1,These ads ran without a disclaimer,≤100,1
842484635804171,International Expert,These ads ran without a disclaimer,≤100,1
298756496805471,TheLifeCo Wellbeing,These ads ran without a disclaimer,≤100,1
101054365776547,Charming Changzhou,These ads ran without a disclaimer,≤100,1
1220981994590364,FT Partner Content,These ads ran without a disclaimer,≤100,1
102712641857828,Our Funny Little Site Studio,These ads ran without a disclaimer,≤100,1
114793458167821,T110-24,These ads ran without a disclaimer,≤100,1
121286357607289,Id4,These ads ran without a disclaimer,≤100,1
102668075081968,"Фонд премии ""Генезис""",These ads ran without a disclaimer,≤100,3
561401207312234,StartUs,These ads ran without a disclaimer,≤100,1
1473321922884514,Chińskie Radio Międzynarodowe,These ads ran without a disclaimer,≤100,1
320948257943554,Бостонский Кругозор,These ads ran without a disclaimer,≤100,1
100966486285059,C301-18,These ads ran without a disclaimer,≤100,1
113494377640346,Silicon Valley Investclub,These ads ran without a disclaimer,≤100,1
805499066304399,Centre for International Studies and Development,These ads ran without a disclaimer,≤100,1
102933592779252,Spf-022,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
1422513341405155,TAY,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,5
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,1
107101445420226,Jumpicks,These ads ran without a disclaimer,≤100,1
427648547297783,Hasan Ismaik - حسن إسميك,These ads ran without a disclaimer,≤100,2
114117114921509,C301-17,These ads ran without a disclaimer,≤100,1
102390397995692,سوق الوزير التجاري-بيت لحم,These ads ran without a disclaimer,≤100,1
112667701658678,smardynamics,These ads ran without a disclaimer,≤100,1
105130779087864,Antony Hylton,These ads ran without a disclaimer,≤100,2
115702381502660,Id2,These ads ran without a disclaimer,≤100,1
1102199946478493,Spotlight,These ads ran without a disclaimer,≤100,1
1155881051227404,AVIC INTL,These ads ran without a disclaimer,≤100,1
117777647908592,Casa de Cultura Os Capoeira - SP,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,3
101340559578611,Euro Migrate SLR,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,2
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,2
109918548540213,Leading History,These ads ran without a disclaimer,≤100,3
110590598064290,ويكيليكس غزة,These ads ran without a disclaimer,≤100,1
117697811288537,Super Master,These ads ran without a disclaimer,≤100,1
109888808553507,Neol,These ads ran without a disclaimer,≤100,2
104593458269168,Your Daily Fun Break,These ads ran without a disclaimer,≤100,7
116237914783507,Unaware Green,These ads ran without a disclaimer,≤100,1
190992343324,BBC News Russian,These ads ran without a disclaimer,≤100,4
155438574470276,DW українською,These ads ran without a disclaimer,≤100,3
213003865396175,Arabian Travel Market,These ads ran without a disclaimer,≤100,1
101221056159680,Yedia,These ads ran without a disclaimer,≤100,1
821430017924241,Sungrow,These ads ran without a disclaimer,≤100,1
105656222495466,El28,These ads ran without a disclaimer,≤100,1
1556259461269806,Shareably,These ads ran without a disclaimer,≤100,1
142914269087072,Cornell Lab of Ornithology,These ads ran without a disclaimer,≤100,1
102415047928145,Shanghai Electric,These ads ran without a disclaimer,≤100,1
102587495340235,alberk20,These ads ran without a disclaimer,≤100,1
482351705518551,Balter Guth Aloni,These ads ran without a disclaimer,≤100,1
