Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
113782461697843,Lanky Experienced,These ads ran without a disclaimer,≤100,1
120534350948751,hakanyuksel_hy,These ads ran without a disclaimer,≤100,1
108137867446279,sener.bostanci,These ads ran without a disclaimer,≤100,1
104513585570376,smaonuranefesol_2,These ads ran without a disclaimer,≤100,1
101339468295395,Tiyatro Tulûat,These ads ran without a disclaimer,≤100,1
287419921392053,Robert Kolej Mezunlar Derneği,These ads ran without a disclaimer,≤100,1
404262739667639,Hasanoğlan,These ads ran without a disclaimer,≤100,1
511673589211224,"Immigration Center of Ekaterina Mouratova,PA",These ads ran without a disclaimer,≤100,1
101819579574523,Adept Kindly,These ads ran without a disclaimer,≤100,1
104256312644244,Türkiye İşçi Partisi Gönüllüleri Fethiye,These ads ran without a disclaimer,≤100,3
1020967034582772,Çanta Karadenizliler kültür Yardımlaşma ve Dayanışma Derneği,These ads ran without a disclaimer,≤100,1
238363898094485,Balıkesirin Sesi,These ads ran without a disclaimer,≤100,9
121994804202984,Unknown Minor,These ads ran without a disclaimer,≤100,3
122576460758772,serapbozpolatayan,These ads ran without a disclaimer,≤100,1
2105199082840253,Fatih Satılmış,Fatih Satılmış,≤100,1
106275799106636,shenelmodels,These ads ran without a disclaimer,≤100,1
102647316156106,Digital S,These ads ran without a disclaimer,≤100,4
104076382600741,kubra__19__,These ads ran without a disclaimer,≤100,1
101647572758987,Zafer Partisi Bartın İl Başkanlığı,Fatih Saka,≤100,1
106166722085439,muratcapan.adaletbirlikpartisi,These ads ran without a disclaimer,≤100,1
104978845901014,Manavgat Ulualan'ı Koruma Platformu,These ads ran without a disclaimer,≤100,1
229563724593,Davut Güloğlu,These ads ran without a disclaimer,≤100,2
120609391003134,Ajans media,These ads ran without a disclaimer,≤100,1
101890146205525,Bünyamin Memi,These ads ran without a disclaimer,≤100,1
1298580286989029,Salimbeni1891,These ads ran without a disclaimer,≤100,1
113888548337351,drferhatsaribek,These ads ran without a disclaimer,≤100,1
100464856376904,Crushing Blind,These ads ran without a disclaimer,≤100,1
111983948532424,fevzizirhlioglu,These ads ran without a disclaimer,≤100,1
107582661152953,elahe_rahroniya,These ads ran without a disclaimer,≤100,2
108100355502351,Hazal Bakan,These ads ran without a disclaimer,≤100,1
112387654387770,Roca,These ads ran without a disclaimer,≤100,2
390908874869907,Aydınlık Yaşam,These ads ran without a disclaimer,≤100,1
2235691533365373,Yeniden Refah Partisi Kağıthane İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
120479664325953,Adem Bilgin,These ads ran without a disclaimer,≤100,1
120489814354378,Baggy Terrible,These ads ran without a disclaimer,≤100,1
117375447900273,Günuz UZ,These ads ran without a disclaimer,≤100,1
104108092646003,Bekir Kırar,These ads ran without a disclaimer,≤100,5
114976648230009,Türker Ateş,These ads ran without a disclaimer,≤100,2
1014466885240850,Semih Esen,These ads ran without a disclaimer,≤100,1
105750049175044,Elif Topkaya Sevinç,These ads ran without a disclaimer,≤100,1
478236989277694,SAFA SÖNMEZ,These ads ran without a disclaimer,≤100,3
1633758113519161,Deniz Depboylu,These ads ran without a disclaimer,≤100,1
308867359260962,Sebahattin Devecioglu,These ads ran without a disclaimer,≤100,1
149889975200885,Kaldıraç,These ads ran without a disclaimer,≤100,1
182608055484661,İshak Taşçı,These ads ran without a disclaimer,≤100,1
100585456157457,atdteknoloji,These ads ran without a disclaimer,≤100,1
106249888181579,Akparti Odunpazarı İlçe Başkanlığı,Mesut Tekinli,≤100,1
102428931137939,Odelya Çiçek,These ads ran without a disclaimer,≤100,1
326363220894548,Nail Çiler,These ads ran without a disclaimer,≤100,1
112769438465283,kararsiz_siyaset,These ads ran without a disclaimer,≤100,1
1862390224059141,Erol Kahraman,These ads ran without a disclaimer,≤100,2
104249198499530,yigit_pasabeyoglu,These ads ran without a disclaimer,≤100,1
108100145613401,mhp_sultangazi,These ads ran without a disclaimer,≤100,1
103096561816511,Ahmet GÖK-Avukat,These ads ran without a disclaimer,≤100,1
109275482157881,Cabir Çetinkaya,Emre Gelmez,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,46
117546041305242,Gelecek Partisi Narlıdere İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
109540642102721,dastancenap,These ads ran without a disclaimer,≤100,1
102997472695839,Mahmut Boyraz,These ads ran without a disclaimer,≤100,1
536432590031846,Sondakika.Com,These ads ran without a disclaimer,≤100,1
213003865396175,Arabian Travel Market,These ads ran without a disclaimer,≤100,2
124201734943099,İzmir Kent Haber,These ads ran without a disclaimer,≤100,1
120850074313236,AK Parti Akhisar,Yalçın Dursun,≤100,1
101933639537279,daily.topgmotivation,These ads ran without a disclaimer,≤100,1
532469627113568,İzmir’de Son Dakika,These ads ran without a disclaimer,≤100,1
109719078743943,htningram,These ads ran without a disclaimer,≤100,1
679165132193261,Saadet Partisi Kütahya,These ads ran without a disclaimer,≤100,1
111227387999585,Yesilsolkocaeli,These ads ran without a disclaimer,≤100,1
109922655427971,Quiet Frank,These ads ran without a disclaimer,≤100,1
305701299605670,EkoAvrasya Vakfı,These ads ran without a disclaimer,≤100,1
113001845071393,zal963me,These ads ran without a disclaimer,≤100,1
111936101871596,Havva Sibel Söylemez,Daraba Film Medya Event Tasarım A.Ş.,≤100,1
100420255614208,Yüzde100Bülten Haber,Yüzde100Bülten Haber,≤100,1
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100,1
103565722703184,Adem İNAN,These ads ran without a disclaimer,≤100,1
108861500616677,Celal Dağgez,These ads ran without a disclaimer,≤100,2
110608868393837,etchaber,These ads ran without a disclaimer,≤100,2
102931656114337,bucakmustafahakki,These ads ran without a disclaimer,≤100,1
108746388830532,yasinhatipoglutr,These ads ran without a disclaimer,≤100,1
1866967606946947,إبراهيم كوريش - ibrahim Korish,These ads ran without a disclaimer,≤100,1
111244001939101,_ceyhaninci,These ads ran without a disclaimer,≤100,1
109717158769018,Id1,These ads ran without a disclaimer,≤100,1
115418384832635,Levi_RN,These ads ran without a disclaimer,≤100,1
115164768219510,Id4,These ads ran without a disclaimer,≤100,2
103941832692652,1id,These ads ran without a disclaimer,≤100,1
115370938203232,Id1,These ads ran without a disclaimer,≤100,1
115702381502660,Id2,These ads ran without a disclaimer,≤100,1
103312979419273,Id1,These ads ran without a disclaimer,≤100,1
105292151994060,bkr_yang,These ads ran without a disclaimer,≤100,1
115282270121581,nerminelmas26,These ads ran without a disclaimer,≤100,1
423617427821859,Erdem ÖKSÜZ,These ads ran without a disclaimer,≤100,1
107090382200300,turfqatar,These ads ran without a disclaimer,≤100,1
1651007211668185,Cengiz BAYAR,These ads ran without a disclaimer,≤100,1
566017950429464,Liberland TR,These ads ran without a disclaimer,≤100,1
111333468545317,ihvan_kardesligi_,These ads ran without a disclaimer,≤100,1
127508970255402,oktayiyisarac,These ads ran without a disclaimer,≤100,1
105564428492510,منتدى الحوار الشبابي,مركز الحوار السوري,≤100,1
119954074400240,,Seyit Özcan,≤100,1
100137584926742,Darıca KİTAP FUARI,These ads ran without a disclaimer,≤100,2
107449664355184,yusufczkk,These ads ran without a disclaimer,≤100,2
109707007984720,turgay.ozturk48,These ads ran without a disclaimer,≤100,1
109751823951695,Kuzucu Seramik Tadilat,These ads ran without a disclaimer,≤100,1
118776354482001,Samsun Emlak,Samsun Emlak,≤100,2
520561038104045,Alanya Postası Gazetesi,These ads ran without a disclaimer,≤100,1
103155961433545,Göbeklitepe Ajans,Reşit ONCEL,≤100,1
576891246114488,Tolga Savun,These ads ran without a disclaimer,≤100,1
363361037347874,Mehmet ŞAHİN,These ads ran without a disclaimer,≤100,1
111663158576976,Id4,These ads ran without a disclaimer,≤100,1
100440443030314,yusuf_adym,These ads ran without a disclaimer,≤100,2
365330117576683,Filiz Ceritoglu Sengel,These ads ran without a disclaimer,≤100,1
113463268388361,Tabaco uslu,These ads ran without a disclaimer,≤100,1
113579957989704,namikoz77,These ads ran without a disclaimer,≤100,1
277406505978578,E On 3 Group,These ads ran without a disclaimer,≤100,1
111547123724000,Sweet Meet,These ads ran without a disclaimer,≤100,1
102178899406051,balkanbooks,These ads ran without a disclaimer,≤100,1
112362478516656,saniyeozustuner,These ads ran without a disclaimer,≤100,1
104158509265905,yavuzselimkanburr,These ads ran without a disclaimer,≤100,1
177017786258080,Thebackend,These ads ran without a disclaimer,≤100,1
104761269147641,studiospinebyferahalkan,These ads ran without a disclaimer,≤100,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,6
108476965538882,iyipartikadinpolbsk66,These ads ran without a disclaimer,≤100,1
101685539574644,yetimemin,These ads ran without a disclaimer,≤100,1
101304435646725,Элитная недвижимость в Москве,These ads ran without a disclaimer,≤100,1
139336407890,"StellarNet, Inc.",These ads ran without a disclaimer,≤100,1
108965872158252,Cavidcakirofficial,These ads ran without a disclaimer,≤100,1
114400338255769,bizbizehaber,These ads ran without a disclaimer,≤100,1
100795772906400,serdarsabuncu53,These ads ran without a disclaimer,≤100,1
101262476299945,kartalsol,These ads ran without a disclaimer,≤100,1
106187277979172,Dijital Gaste,These ads ran without a disclaimer,≤100,1
116688924733270,fatmaozkaniyi,These ads ran without a disclaimer,≤100,1
315543515306,Jing Daily,These ads ran without a disclaimer,≤100,1
231668253690992,Bodrum Haber Merkezi,These ads ran without a disclaimer,≤100,1
109210852142741,Ümit Ekmekci,These ads ran without a disclaimer,≤100,1
108918508856241,Id1,These ads ran without a disclaimer,≤100,1
161496302233086,diriermustafav,These ads ran without a disclaimer,≤100,1
105427225821306,hediyeyigit_,These ads ran without a disclaimer,≤100,1
102893431388268,Gür Haber/ Halkın Sesi,These ads ran without a disclaimer,≤100,1
1738321556396388,Atatürkcüler Kültür Dernegi Friedrichshafen,These ads ran without a disclaimer,≤100,1
1688458138057250,Büyükşehir Haber,These ads ran without a disclaimer,≤100,1
104723201207677,furkanm35,Furkan Molla,≤100,1
250513802154062,Deniz'in Kelimeleri,These ads ran without a disclaimer,≤100,1
165665926972144,Akdoğan köyü muhtarı,These ads ran without a disclaimer,≤100,1
102106562864226,ailkersungur,These ads ran without a disclaimer,≤100,1
1394601864141315,Kadıköy Kent Dayanışması,These ads ran without a disclaimer,≤100,1
125901610768616,Ketenci & Ketenci Int. Legal Practice,These ads ran without a disclaimer,≤100,2
107168779018093,Cumhur İttifakı Türkiye,These ads ran without a disclaimer,≤100,3
108682518882605,Agonizing Dutiful,These ads ran without a disclaimer,≤100,1
121858377475519,Aqua Türk Iznik,These ads ran without a disclaimer,≤100,1
105075542577804,Epi,These ads ran without a disclaimer,≤100,1
103364436075622,drnesezengin,These ads ran without a disclaimer,≤100,1
118160254594519,ahmetyelis1,These ads ran without a disclaimer,≤100,1
100813979603953,sduarisi,These ads ran without a disclaimer,≤100,1
119070601166150,Mustafa YAZAR ATA İttifakı Zafer Partisi Mersin Milletvekilli Adayı,These ads ran without a disclaimer,≤100,2
668701066598159,مجلس حكماء المسلمين,These ads ran without a disclaimer,≤100,5
107410208214171,ieltswithnaz,These ads ran without a disclaimer,≤100,1
112733815123774,Press67,These ads ran without a disclaimer,≤100,1
114162944991637,Id1,These ads ran without a disclaimer,≤100,2
115825768142533,ejderkaygusuz46,These ads ran without a disclaimer,≤100,1
105476859211272,chpbursa,These ads ran without a disclaimer,≤100,1
120855900978835,İsmail Gümüş,These ads ran without a disclaimer,≤100,2
106028018190698,Costacurta SpA-VICO,These ads ran without a disclaimer,≤100,1
119704117772311,ozansakarya51,These ads ran without a disclaimer,≤100,1
101461352885836,paris36turkey,These ads ran without a disclaimer,≤100,1
1422513341405155,TAY,These ads ran without a disclaimer,≤100,1
726469724374999,Salih ŞEN,These ads ran without a disclaimer,≤100,1
102396369320418,goklerinrehberligi,These ads ran without a disclaimer,≤100,1
101786588062577,erhannacarofficial,These ads ran without a disclaimer,≤100,1
115372454861852,Memleket Beyoğlu,These ads ran without a disclaimer,≤100,7
266454027780,ADLİ VE İDARİ YARGI HAKİM ADAYLIĞI HAZIRLIK PLATFORMU,These ads ran without a disclaimer,≤100,1
108078352268364,HALİL BAKIŞ,These ads ran without a disclaimer,≤100,2
106380224241743,Ulu Hakan,These ads ran without a disclaimer,≤100,1
108662077734266,huseyinbuzrull,These ads ran without a disclaimer,≤100,1
425468610983737,Culture Creators,These ads ran without a disclaimer,≤100,1
115604964850526,,Ferhat Salt,≤100,1
105870245775927,Ibrahim Şekeroglu,These ads ran without a disclaimer,≤100,1
100594708614623,chpgencardesen,These ads ran without a disclaimer,≤100,1
343529639706033,Kalecikliler,These ads ran without a disclaimer,≤100,1
112863912086073,TEMA Vakfı,These ads ran without a disclaimer,≤100,1
103964638378889,Seydi Gülsoy,These ads ran without a disclaimer,≤100,1
109675105429338,kazimergun66,These ads ran without a disclaimer,≤100,1
720577142067760,emmamariefuscoweb,These ads ran without a disclaimer,≤100,2
101746472856375,murattdoganci,These ads ran without a disclaimer,≤100,1
1572918566306585,The Foreign Desk,These ads ran without a disclaimer,≤100,1
115195218212933,memreee,These ads ran without a disclaimer,≤100,1
105327011654612,Medya Haber Sitesi,These ads ran without a disclaimer,≤100,1
115693791505455,岛屿农场游戏,These ads ran without a disclaimer,≤100,2
101774565815407,Seyfullah Yavuzer Siyaset ve Gündem,Seyfullah Yavuzer Gündem,≤100,3
1294678604005196,Süleyman Acar,These ads ran without a disclaimer,≤100,1
115040744805581,Mohammed Hasan,These ads ran without a disclaimer,≤100,1
104937057917184,astromarsiyen,These ads ran without a disclaimer,≤100,1
1606155556168996,Si Amo Afrin,These ads ran without a disclaimer,≤100,1
105605342217757,emineser09,These ads ran without a disclaimer,≤100,1
102964476125017,Soggy Lumbering,These ads ran without a disclaimer,≤100,1
110254532047910,Mustafa Candal,These ads ran without a disclaimer,≤100,1
1614212022160759,Fehmi Yağlı,Fehmi Yagli,≤100,2
110576558682181,yesilsolceyhan,These ads ran without a disclaimer,≤100,1
846515058756252,Bekir HORUZ,Bekir Horuz,≤100,1
110641877373438,mehmetkoctattoo,These ads ran without a disclaimer,≤100,1
120796804293291,morselektronik,These ads ran without a disclaimer,≤100,1
255623134454073,Veli Ağbaba,These ads ran without a disclaimer,≤100,1
103871179196665,muratcultu,These ads ran without a disclaimer,≤100,1
131507509096880,Çelik TÜRÜL Organizasyon,These ads ran without a disclaimer,≤100,1
104503518314059,Halkın Medyası,BARIŞ BAHÇETEPE,≤100,1
108243732243302,aliozer22,These ads ran without a disclaimer,≤100,1
100219119285976,Kerem Yaman,These ads ran without a disclaimer,≤100,1
2119202941492829,Okan Kocakaya,Okan Kocakaya,≤100,1
333277370058741,Teknopark İstanbul A.Ş.,These ads ran without a disclaimer,≤100,1
101799626133719,Tourism Journal,These ads ran without a disclaimer,≤100,1
111546315234563,mesutsoyfidan70,These ads ran without a disclaimer,≤100,1
100539282672458,sabancimehmet46,These ads ran without a disclaimer,≤100,2
101217539463859,Yenilik Şarttır,These ads ran without a disclaimer,≤100,1
1051004491609599,Abdulkadir karatay,These ads ran without a disclaimer,≤100,1
108156902267187,Id4,These ads ran without a disclaimer,≤100,1
367235526713198,Kolay Yolculuk,These ads ran without a disclaimer,≤100,1
576440989170311,Atatürk Devrimlerine Sahip Çıkıyoruz,These ads ran without a disclaimer,≤100,1
110527735346042,تركيا للسياحة و الخدمات القانونية,These ads ran without a disclaimer,≤100,1
600269386793704,Instytut Pileckiego,These ads ran without a disclaimer,≤100,1
115482164838590,turkk_boyu,These ads ran without a disclaimer,≤100,1
107402002328120,serhatkoroglu123,These ads ran without a disclaimer,≤100,1
104532309022353,ntugrul,These ads ran without a disclaimer,≤100,1
100420255614208,Yüzde100Bülten Haber,100YüzBülten,≤100,2
111246745281313,gaziantephaber,These ads ran without a disclaimer,≤100,1
111405958227115,ozgulgayrimenkull,These ads ran without a disclaimer,≤100,1
109434757953236,Life_with_milaa,These ads ran without a disclaimer,≤100,1
115383654868272,Id3,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,2
153092148868180,Ayşe Sibel Yanıkömeroğlu,These ads ran without a disclaimer,≤100,1
538149050043171,Yılmaz Tasarım,These ads ran without a disclaimer,≤100,1
103167881182863,Temiz Enerji Haber Portalı,These ads ran without a disclaimer,≤100,1
826962830994576,Ethem Karahan,Buğra Gülcan,≤100,4
111205541442856,serkankarayigit80,These ads ran without a disclaimer,≤100,1
115790992165498,Rıdvan UZ - İYİ PARTİ,These ads ran without a disclaimer,≤100,1
106969452393012,yonahefsar,These ads ran without a disclaimer,≤100,1
102626255852721,yenidenrefahcukurova1,These ads ran without a disclaimer,≤100,1
114349731517924,Cemil Çakır,These ads ran without a disclaimer,≤100,1
101041552606348,Billurbakan_remaxselect,These ads ran without a disclaimer,≤100,1
101290189626051,kenankaya_21,These ads ran without a disclaimer,≤100,1
100506699679787,Muhammet Enes Göktaş,Filiz Göktaş,≤100,1
114429808295249,Mehmet Hanifi Alır,These ads ran without a disclaimer,≤100,1
106157461342918,Faisal M Aldhafeeri,These ads ran without a disclaimer,≤100,2
113927418001446,dynpostraining,These ads ran without a disclaimer,≤100,1
117006828008731,ozan.canyurt2023,These ads ran without a disclaimer,≤100,1
658619971150282,Dr. Salih Murat Paker,These ads ran without a disclaimer,≤100,1
106718108705828,tefekkur.kervani,These ads ran without a disclaimer,≤100,1
106882027720933,Ugreen_Us,These ads ran without a disclaimer,≤100,3
102280308242898,Drhandankilinc,These ads ran without a disclaimer,≤100,1
325933300938466,Bayram Karacan Dijital Medya,These ads ran without a disclaimer,≤100,1
101171208430037,Bursa Aktif Yönetim,These ads ran without a disclaimer,≤100,1
106612648928371,zaferpendikgk,These ads ran without a disclaimer,≤100,1
1918634268361721,Bolvadin Postası,These ads ran without a disclaimer,≤100,1
119880854415586,ziyabuyankara,These ads ran without a disclaimer,≤100,1
527036934033931,Azerbaijan Business Women,These ads ran without a disclaimer,≤100,1
109566352132851,gokayy13,These ads ran without a disclaimer,≤100,1
114523761606967,IG Ads Identity,These ads ran without a disclaimer,≤100,1
105670295798482,mv.yusufkarakus,These ads ran without a disclaimer,≤100,1
101904756079637,İbrahim Ulusoy,These ads ran without a disclaimer,≤100,1
533820310030915,Ayşe Sarı Pozitif Atölye,These ads ran without a disclaimer,≤100,1
116559868073650,akpartisakarya,These ads ran without a disclaimer,≤100,1
111675405238863,el.saydaly,These ads ran without a disclaimer,≤100,1
103004904766639,Melih Kırkpınar,These ads ran without a disclaimer,≤100,1
103115202745696,Bursa ticari gayrimenkul,These ads ran without a disclaimer,≤100,1
105484648921218,Arnavutköy Samsun Çarşamba'lılar Derneği,These ads ran without a disclaimer,≤100,1
298756496805471,TheLifeCo Wellbeing,These ads ran without a disclaimer,≤100,1
106509010759406,Yeniden Refah Partisi Aydın,These ads ran without a disclaimer,≤100,1
463377917089447,Çanakkale Demokrat Gazetesi,These ads ran without a disclaimer,≤100,1
109043905501839,Yaşar Yaman,These ads ran without a disclaimer,≤100,1
181923698521145,Demokrat Kocaeli Gazetesi,These ads ran without a disclaimer,≤100,1
114131718324424,yasarimamoglu,These ads ran without a disclaimer,≤100,1
532100997327830,kumikomametsuka,These ads ran without a disclaimer,≤100,1
105019455857002,Kuşcubaşı Eşref,These ads ran without a disclaimer,≤100,1
100198709493985,Nullker Company,These ads ran without a disclaimer,≤100,1
108390012832175,Fatih Akkentli,These ads ran without a disclaimer,≤100,1
108371335561579,esra.tezcanbeautystudio,These ads ran without a disclaimer,≤100,1
134126524111008,Serkan Can Zengin,These ads ran without a disclaimer,≤100,3
102766964895168,Tanrıçalar Rehberliği,These ads ran without a disclaimer,≤100,1
107381685008054,Adnan İncetoprak,These ads ran without a disclaimer,≤100,1
109176498730190,Yapıcı Muhalefet,These ads ran without a disclaimer,≤100,1
100435839342710,Milas Postası - Son Dakika Milas Haberleri,These ads ran without a disclaimer,≤100,1
113478965050724,muharrem.incebaskan,These ads ran without a disclaimer,≤100,1
117937307931673,schinriaart,These ads ran without a disclaimer,≤100,2
101289218907718,Web News,These ads ran without a disclaimer,≤100,2
121340454269980,Hasan Faruk Kurtoğlu,These ads ran without a disclaimer,≤100,1
102813229096771,الهيئة السورية للرقابة الشعبية  Syrian Organization of popularity oversight,These ads ran without a disclaimer,≤100,1
145569142158972,Bir Yudum Sevgi,These ads ran without a disclaimer,≤100,1
117441747978347,Halil BAKIŞ,These ads ran without a disclaimer,≤100,1
119841717741472,halastarhasan,These ads ran without a disclaimer,≤100,1
103229626539859,kiralikkameracim.com,These ads ran without a disclaimer,≤100,1
150793518281117,Covestro,These ads ran without a disclaimer,≤100,3
103696226030597,otfestalacati,These ads ran without a disclaimer,≤100,1
2326044340975736,ŞİFRE HABER,These ads ran without a disclaimer,≤100,1
117482577917989,Сделай Мульт,These ads ran without a disclaimer,≤100,1
113009941768545,avmustafakorkut,These ads ran without a disclaimer,≤100,1
100503819217329,cahiteftekin,These ads ran without a disclaimer,≤100,1
101931719511840,Typology World,These ads ran without a disclaimer,≤100,1
473666462667287,AK Parti Aydın Gençlik Kolları İl Başkanlığı,These ads ran without a disclaimer,≤100,1
8428544759,Six Degrees Records,These ads ran without a disclaimer,≤100,3
108535002204959,Metin Eğrioğlu,These ads ran without a disclaimer,≤100,1
110549800616771,Burak Uğur,These ads ran without a disclaimer,≤100,1
100150389664202,Osman Akkaş,These ads ran without a disclaimer,≤100,1
100762105676340,konvektif,These ads ran without a disclaimer,≤100,1
104160934265925,State of Denmark,These ads ran without a disclaimer,≤100,1
104636732605460,adanabunukonusuyor,These ads ran without a disclaimer,≤100,1
111497691805657,adiyamanfurkanhareketi02,These ads ran without a disclaimer,≤100,1
100555176139996,Yeniden Refah Partisi Niğde,These ads ran without a disclaimer,≤100,1
127252545339217,Pieux,These ads ran without a disclaimer,≤100,1
103155808324802,atestv_,These ads ran without a disclaimer,≤100,1
102535302811516,Değişim Şart,These ads ran without a disclaimer,≤100,1
103296549385530,harunmhp,These ads ran without a disclaimer,≤100,1
113898018272196,Bayan muhalefet,These ads ran without a disclaimer,≤100,1
100263305770601,tumleccc,These ads ran without a disclaimer,≤100,1
234449386672208,Speaker Agency,These ads ran without a disclaimer,≤100,1
421554937862583,UCT Dubai,These ads ran without a disclaimer,≤100,1
104076392218170,Reklam Verme,Reklam Verme,≤100,1
101589669029644,a.emrebozz.09,These ads ran without a disclaimer,≤100,1
429957570419097,Professor Israel,These ads ran without a disclaimer,≤100,1
108250248929461,Antalya Milletvekili Adayı,These ads ran without a disclaimer,≤100,1
101074182318075,UBE Haber,These ads ran without a disclaimer,≤100,1
1382189115356219,Erzurum Ticaret ve Sanayi Odası,These ads ran without a disclaimer,≤100,1
102695662788716,Gamze Yiğit,These ads ran without a disclaimer,≤100,1
196374208371,ALİ KESKİNKILIÇ,These ads ran without a disclaimer,≤100,1
113156030552997,Hüseyin Ceylan Uluçay,Buğra Gülcan,≤100,2
479285342097950,AeroTime,These ads ran without a disclaimer,≤100,1
895513277260074,REiS,These ads ran without a disclaimer,≤100,1
100793365162599,الرادار التركي,These ads ran without a disclaimer,≤100,1
442942082484899,Ege Gündem Gazetesi,These ads ran without a disclaimer,≤100,1
113399153919475,mustafatasdemir33,These ads ran without a disclaimer,≤100,1
109420191966166,cozum_rusca,These ads ran without a disclaimer,≤100,1
1942364612688705,Halfmekka,These ads ran without a disclaimer,≤100,1
120844737622634,Hilal Salihoğlu Turgut,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,4
108785845399601,necmiyildiznyc,These ads ran without a disclaimer,≤100,1
273089522819834,24Media,These ads ran without a disclaimer,≤100,1
112692448410827,myg_krampon,These ads ran without a disclaimer,≤100,1
722256984867966,Raytheon Missiles & Defense,These ads ran without a disclaimer,≤100,1
439878082717771,Ak Parti Silivri Gönüllüleri,These ads ran without a disclaimer,≤100,1
104388581733218,Mostefa Shamamy - Diyako,These ads ran without a disclaimer,≤100,1
187062254656817,عربي TRT,These ads ran without a disclaimer,≤100,1
110807438602372,Steno Research,These ads ran without a disclaimer,≤100,1
105986175239619,Sea Creature Love,These ads ran without a disclaimer,≤100,7
110989828628443,mcempoyraz68,These ads ran without a disclaimer,≤100,1
1776545895921237,Nedersiniz,These ads ran without a disclaimer,≤100,1
364987324007814,Page Hotels,These ads ran without a disclaimer,≤100,1
117137747964753,Центр білоруських комунікацій,These ads ran without a disclaimer,≤100,1
109714615414476,Alevi Canlar,These ads ran without a disclaimer,≤100,1
100575802916121,HETS Pazarlama & Danışmanlık,These ads ran without a disclaimer,≤100,1
101616782888805,Travel Away,These ads ran without a disclaimer,≤100,1
321362181572355,Dr. Turan Şener,Dr. Turan Şener,≤100,1
100711219535828,Can Ali,These ads ran without a disclaimer,≤100,1
175846072821088,十方視角,These ads ran without a disclaimer,≤100,1
120223804387904,dailypositivityboost,These ads ran without a disclaimer,≤100,2
110697875316729,r2s_signature.weddings,These ads ran without a disclaimer,≤100,1
631350704160741,Beykent Bilim Dünyası,These ads ran without a disclaimer,≤100,1
346373849322772,Güncel20,These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,1
101145652870818,Mustafa Kılıç,These ads ran without a disclaimer,≤100,1
104035815666546,Европейское Гражданство,These ads ran without a disclaimer,≤100,1
100951098143246,MHP Yalova Merkez İlçe Başkanlığı,These ads ran without a disclaimer,≤100,1
107540738465938,rpkcekmece,These ads ran without a disclaimer,≤100,1
565225540184937,CGTN,These ads ran without a disclaimer,≤100,5
102217766026746,kazim.yagmur,These ads ran without a disclaimer,≤100,1
1803279899993382,"Ni Una Palmadita, Fernanda Restrepo",These ads ran without a disclaimer,≤100,2
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
107517705260832,Kayra,These ads ran without a disclaimer,≤100,1
146947445351555,مركز الفكر الاستراتيجي للدراسات,These ads ran without a disclaimer,≤100,1
118872897843903,Aydın için Rıdvan Eşin,Gökhan Öztürk,≤100,1
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,5
123465590650551,Allied Health Group USA,These ads ran without a disclaimer,≤100,2
154012084797126,Yeni Şafak,These ads ran without a disclaimer,≤100,2
115070884892006,Koç Üniversitesi Hesaplamalı Sosyal Bilimler Araştırma Merkezi,These ads ran without a disclaimer,≤100,1
108482835553761,البادي للحوالات,These ads ran without a disclaimer,≤100,1
148365441872556,Kemal Şahin,These ads ran without a disclaimer,≤100,1
103045305369596,,These ads ran without a disclaimer,≤100,1
110384048701594,Avalos Jeremy,These ads ran without a disclaimer,≤100,1
100949305633793,Silent_High Quality113-V,These ads ran without a disclaimer,≤100,1
426799224176976,Ebenezer is Marketing,These ads ran without a disclaimer,≤100,1
104186504506951,Erdinç Reklam,These ads ran without a disclaimer,≤100,1
101388746242539,الشيخ الدكتور محمد الصغير,These ads ran without a disclaimer,≤100,1
302982416894185,Hasan Baltacı,These ads ran without a disclaimer,≤100,1
100134052477090,Armağan ŞEN,These ads ran without a disclaimer,≤100,1
131862470341256,Halkçı Başkan Hasan Arslan,Halkçı Başkan Hasan Arslan,≤100,1
110181615159111,Rothage Diana,These ads ran without a disclaimer,≤100,1
182715921890493,Fi Global - Food ingredients Global Portfolio,These ads ran without a disclaimer,≤100,3
106824494733100,Simbaly - Lifestyle,These ads ran without a disclaimer,≤100,1
104444729065513,Victoria Segovia,These ads ran without a disclaimer,≤100,1
103449517822304,CNPC,These ads ran without a disclaimer,≤100,1
1286486861452393,Asia World Model United Nations,These ads ran without a disclaimer,≤100,1
114950684872253,C301-27,These ads ran without a disclaimer,≤100,2
101493902773017,SPIC-Turkey,These ads ran without a disclaimer,≤100,1
881675718576355,VIP Diffusion Presse,These ads ran without a disclaimer,≤100,3
