Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
385089454873900,Wyższa Szkoła Biznesu - National-Louis University,Wyższa Szkoła Biznesu - National-Louis University,≤100,1
959387840744974,Bezpartyjni Samorządowcy,Bezpartyjni Samorządowcy,≤100,1
127126817328753,Dzisiaj w Gliwicach,BIG BANG Media,≤100,1
111896813499355,Tęczowe Podbeskidzie,Stowarzyszenie im. Tadeusza Regera,≤100,2
497763940682921,Damian Dobrucki,Damian Dobrucki,≤100,1
163837620300534,Stowarzyszenie Praktyków Dramy STOP-KLATKA,Stowarzyszenie Praktyków Dramy STOP-KLATKA,≤100,3
1495224507399671,Łukasz Kropski - Radny - Gmina Siechnice,Łukasz Kropski - Radny - Gmina Siechnice,≤100,1
305401181544,UNICEF Poland,UNICEF Poland,≤100,1
316370528394948,Centrum Sztuki Współczesnej Łaźnia,Centrum Sztuki Współczesnej Łaźnia,≤100,1
2047620422187396,Anna Wojciechowska,Anna Wojciechowska,≤100,1
568523983253677,Bartłomiej Gębala - wicestarosta Powiatu Chrzanowskiego,Bartłomiej Gębala - wicestarosta Powiatu Chrzanowskiego,≤100,1
670023003353672,Patryk Luboiński Radny,Patryk Luboiński Radny,≤100,1
492807417574347,Stowarzyszenie Bocheńscy Patrioci,These ads ran without a disclaimer,≤100,2
562389473917766,Tomasz Kacprzak,Tomasz Kacprzak,≤100,1
1195333000612674,Łukasz Kuriata - profil publiczny,Łukasz Kuriata - profil publiczny,≤100,2
346992376381867,ESKA Poznań News,Grupa ZPR Media,≤100,1
109278547670797,Leszno Projekt Miasto,Grupa ZPR Media,≤100,1
100364569530157,Jarosław Kuisz,Jarosław Kuisz,≤100,1
167128367139293,Emilia Bury - Burmistrz Miasta Białogard,Emilia Bury,≤100,1
141049865933925,Katolicka Agencja Informacyjna / KAI,Katolicka Agencja Informacyjna,≤100,1
101286578623147,Myślmy,Myślmy,≤100,1
1415322025351188,Dariusz Wójtowicz - Prezydent Mysłowic,Dariusz Wójtowicz - Prezydent Mysłowic,≤100,2
544730849775507,Klimat dla rolnictwa,These ads ran without a disclaimer,≤100,1
1950185431884312,Ekopozytywnie - nurtuje nas natura,Ekopozytywnie - nurtuje nas natura,≤100,2
230754547069436,Michał Woś,Michał Woś Poseł na Sejm RP,≤100,1
103222728570264,Czyste Marki,Czyste Marki,≤100,1
193147390711519,miastoNS.pl,miastoNS.pl,≤100,1
345867152261448,Agnieszka Wieteska,Agnieszka Wieteska,≤100,1
1940865619540933,Grzegorz Glimasiński Radny Powiatu Tomaszowskiego,Grzegorz Glimasiński Radny Powiatu Tomaszowskiego,≤100,1
225368414156827,KS Naprzód Borucin,KS Naprzód Borucin,≤100,1
102641148668568,ESKA Bełchatów News,ESKA Bełchatów News,≤100,1
1954832737925181,Krzysztof Chaberski,Krzysztof Chaberski,≤100,1
1286557838078386,Super Express Zielona Góra,Super Express Zielona Góra,≤100,2
101585981925525,Super Express Śląskie,Grupa ZPR Media,≤100,2
599444633584675,Małgorzata Moskwa-Wodnicka,Małgorzata Moskwa-Wodnicka,≤100,1
776465829065987,Mateusz Maciejczyk Radny Miasta Rzeszowa,Mateusz Maciejczyk,≤100,5
102262978631607,Busnex Poland,Busnex Poland,≤100,6
102132692758896,Targi książki i mediów Vivelo,Targi książki i mediów Vivelo,≤100,2
1576591379231457,Paweł Kobyliński - Poseł na Sejm RP VIII kadencji,Paweł Kobyliński - Poseł na Sejm RP VIII kadencji,≤100,2
396104344105671,Foodsi,These ads ran without a disclaimer,≤100,1
243301303045465,Marta Malec-Lech,Marta Malec-Lech,≤100,1
103332708424926,PMB Envi Consulting,These ads ran without a disclaimer,≤100,1
275429869820030,"Mt5,14  Muzeum Jana Pawła II i Prymasa Wyszyńskiego",These ads ran without a disclaimer,≤100,1
1309058125844574,Rząd Dla Łodzi,Rząd Dla Łodzi,≤100,5
141867542519750,Murator plus,MURATOR,≤100,3
879602158761197,Fundacja Rozwój TAK - Odkrywki NIE,Fundacja Rozwój TAK - Odkrywki NIE,≤100,3
111332604889178,Gdyński Dialog,Gdyński Dialog,≤100,4
196007977201384,Małopolskie Centrum Kultury SOKÓŁ,Małopolskie Centrum Kultury SOKÓŁ,≤100,1
328956034420247,Marcin Pawlicki - Radny Miasta Szczecin,Marcin Pawlicki - Radny Miasta Szczecin,≤100,6
1425813974390192,Piotr Drążek,Platforma Obywatelska RP,≤100,1
1624944414400266,Gmina Siechnice,Gmina Siechnice,≤100,1
292544137448732,Muzeum Tradycji Niepodległościowych w Łodzi,Muzeum Tradycji Niepodległościowych w Łodzi,≤100,2
559044050798883,Ochota - dzielnica m.st. Warszawy,Urząd m.st. Warszawy,≤100,6
291839444209363,Polski Klub Ekologiczny Koło Miejskie w Gliwicach,"Polski Klub Ekologiczny w Krakowie, Koło Miejskie w Gliwicach",≤100,3
100392322548102,Lekarze bez Granic,These ads ran without a disclaimer,≤100,2
1851986395025715,Michał Braun Radny Miasta Kielce,Michal Braun,≤100,3
276474826293767,Olivia Garden,These ads ran without a disclaimer,≤100,4
101291389402247,𝐒𝐜𝐚𝐫𝐚𝐛 𝐂𝐨𝐧𝐬𝐮𝐥𝐭𝐢𝐧𝐠,𝐒𝐜𝐚𝐫𝐚𝐛 𝐂𝐨𝐧𝐬𝐮𝐥𝐭𝐢𝐧𝐠,≤100,1
110623255132084,Wiceprezydent Wrocławia Jakub Mazur,Wiceprezydent Wrocławia Jakub Mazur,≤100,3
1846913012208618,Miłosz Tamulewicz,Miłosz Tamulewicz,≤100,1
158304090909945,Będzin,These ads ran without a disclaimer,≤100,1
370315906709445,Emilia Susniło-Gruszka - Radna Rady Miejskiej w Łodzi,Emilia Susniło-Gruszka - Radna Rady Miejskiej w Łodzi,≤100,3
295840213858571,Towarzystwo dla Natury i Człowieka,Towarzystwo dla Natury i Człowieka,≤100,4
103402975083897,Fundacja Sport&Reha Kids,These ads ran without a disclaimer,≤100,1
113326164968091,Koszalin Wybiera,Koszalin Wybiera,≤100,3
109296420615761,Synergy Consulting Group,Synergy Consulting Group,≤100,2
108329382617983,Medicover Sport,These ads ran without a disclaimer,≤100,3
725994874500554,Nasz Las Miejski Gajewo k.Giżycka,Nasz Las Miejski Gajewo k.Giżycka,≤100,10
101642942680755,Nie daj się kupić • STOP Handlowi Ludźmi,These ads ran without a disclaimer,≤100,1
124647113954715,Tomasz Luterek,These ads ran without a disclaimer,≤100,1
123558484365389,Marcin Horała,Marcin Horała,≤100,5
105812734822457,Grzegorz Szczepański,Grzegorz Szczepański,≤100,11
790410867684271,Ukraiński Dom / Український Дім,Ukraiński Dom w Warszawie,≤100,1
102384676207093,Direction Earth/Space,These ads ran without a disclaimer,≤100,3
113875154545176,Międzynarodowe Targi Książki w Warszawie,These ads ran without a disclaimer,≤100,1
149619461803801,Nowa Nadzieja - Szczecin,Nowa Nadzieja,≤100,3
101280095471021,Machina - Krajowe Centrum Operatorów,These ads ran without a disclaimer,≤100,1
290606948382,ERGO Hestia,These ads ran without a disclaimer,≤100,2
111745463875428,ZielonaStacja,Spółdzielnia Socjalna Zielona Stacja,≤100,4
101521195900264,Moscato,These ads ran without a disclaimer,≤100,1
223758174374154,Jarosław Obremski - Wojewoda Dolnośląski,Dolnośląski Urząd Wojewódzki we Wrocławiu,≤100,1
373958380052811,Łukasz Rydzik,Łukasz Rydzik,≤100,2
103268241129869,Fundacja Veritas,FUNDACJA VERITAS,≤100,1
2022175604753682,Pomorze Zachodnie News,These ads ran without a disclaimer,≤100,2
102172924503104,Wojciech Vincent Sawoniewicz,Wojciech Vincent Sawoniewicz,≤100,1
2225643357661556,Big Book Cafe,Big Book Cafe,≤100,2
109816370412760,Krzysztof Mulawa,Krzysztof Mulawa,≤100,2
1718877998426861,Marecki Ośrodek Kultury im. Tadeusza Lużyńskiego,These ads ran without a disclaimer,≤100,2
115263567843150,Ochota na Dolny Śląsk,MPG Media,≤100,1
134626909042,Stowarzyszenie Inwestorów Indywidualnych,These ads ran without a disclaimer,≤100,5
110533370636562,Jacek Osuch - Wiceminister Sportu i Turystyki,Jacek Osuch - Wiceminister Sportu i Turystyki,≤100,2
118437553322377,Wejherowo - Miasto do Życia,Wejherowo - Miasto do Życia,≤100,2
370497223497656,Medica Centrum,Medica Centrum,≤100,1
1418993884987404,BASF,BASF,≤100,2
107084778436539,Dobrynów,TDJ Estate,≤100,3
437602995351,OFOP,Ogólnopolska Federacja Organizacji Pozarządowych,≤100,1
109830831554634,DD Wołów TV,MorrisMarlowe,≤100,2
104595318610739,Fundacja In_Spire,Fundacja In_Spire,≤100,1
1500359650261089,Marcin Gołaszewski,These ads ran without a disclaimer,≤100,3
954692934606047,Krzysztof Śmiszek,Krzysztof Śmiszek,≤100,2
694498367334320,RNDV,These ads ran without a disclaimer,≤100,1
103232765906856,generalipolska_kariera,These ads ran without a disclaimer,≤100,1
162813450923415,Monitor Rynkowy,These ads ran without a disclaimer,≤100,2
105648875112994,English Communication Coach - Alicja Kozlowska,English Communication Coach - Alicja Kozlowska,≤100,5
148119012566775,Alegoria,Alegoria,≤100,3
183125116821,EURES,These ads ran without a disclaimer,≤100,2
112588961469054,Jacek Bartkowiak - Starosta Słupecki,Jacek Bartkowiak - Starosta Słupecki,≤100,2
396085477167186,Patryk Fajdek,Patryk Fajdek,≤100,3
164331793767355,Gmina Dobra,Gmina Dobra,≤100,2
103268504541612,Forum Demokratyczne - Klub Radnych Powiatu Gostyńskiego,Forum Demokratyczne - Klub Radnych Powiatu Gostyńskiego,≤100,2
103400032276622,Kurier Gdyński,Lazurowe Sp. z o.o.,≤100,3
23030207692,Garda Trentino,These ads ran without a disclaimer,≤100,1
157636021415116,Kosmos dla Dziewczynek,These ads ran without a disclaimer,≤100,6
102839676003235,Szamotulska Porodówka,Szpital Powiatowy w Szamotułach,≤100,1
101739918737442,Raport z Literatury,These ads ran without a disclaimer,≤100,1
530349100439032,KCH24.info,KCH24.info,≤100,2
113541318405165,Artysta Muzyk - Waldemar Ace Mleczko,These ads ran without a disclaimer,≤100,1
103822188721553,NowyŚwiat24.com.pl,FC NIKMARK Dorota Zielińska,≤100,3
108804784866647,Corotop,These ads ran without a disclaimer,≤100,7
104665394237521,Piotr Sebastian Kozdrowicki,Piotr Sebastian Kozdrowicki,≤100,2
694438127592755,Dariusz Standerski,Dariusz Standerski,≤100,3
110995622874813,Bogumiła Mucha,These ads ran without a disclaimer,≤100,2
274865305866485,Eko House Technologie Ekologiczne - przydomowe oczyszczalnie ścieków,Eko House Technologie Ekologiczne,≤100,2
335725769878114,Centrum Handlowe Korona,These ads ran without a disclaimer,≤100,1
375431119170590,GRAPE - Group for Research in APplied Economics,FAME|GRAPE,≤100,2
464082990753385,Paweł Wysocki - Radny Miasta Zielona Góra,Paweł Wysocki - Radny Miasta Zielona Góra,≤100,2
2154797738169705,Anita Sowińska,Anita Sowińska,≤100,2
101252919546353,Nowa Generacja Małopolskie,Nowa Generacja Młodych,≤100,2
559338764138137,Stowarzyszenie Świętego Filipa Nereusza,Stowarzyszenie Św. Filipa Nereusza,≤100,12
132197036871908,Muzeum II Wojny Światowej,These ads ran without a disclaimer,≤100,1
603295086483883,Łukasz Schreiber - Poseł na Sejm RP,Łukasz Schreiber - Poseł na Sejm RP,≤100,6
983461678461172,Michał Mackiewicz - Zarabianie na śniadanie,These ads ran without a disclaimer,≤100,5
114534773320755,Wydawnictwo Podatkowe GOFIN,These ads ran without a disclaimer,≤100,1
2012847928955516,Eva Deutsch Indywidualny trener języka niemieckiego,These ads ran without a disclaimer,≤100,2
200404253354944,Bartłomiej Wróblewski,Bartłomiej Wróblewski,≤100,1
208527153040505,Corab Partner,These ads ran without a disclaimer,≤100,1
100666510056063,Jarosław Duda,"Jarosław DUDA, Członek Grupy EPL w Parlamencie Europejskim",≤100,5
1846196185665307,Eurostat,These ads ran without a disclaimer,≤100,2
361240234045579,Wolters Kluwer Polska,These ads ran without a disclaimer,≤100,5
134360653268719,Miejska Biblioteka Publiczna w Kędzierzynie-Koźlu,Miejska Biblioteka Publiczna,≤100,7
198515480185574,Słowo Regionu Strzelińskiego,Słowo Regionu Strzelińskiego,≤100,3
56523719129,Muzeum Sztuki Nowoczesnej w Warszawie / Museum of Modern Art in Warsaw,These ads ran without a disclaimer,≤100,2
830051587362727,Praga Centrum,These ads ran without a disclaimer,≤100,1
1447165322256555,Nowa Akademia,These ads ran without a disclaimer,≤100,1
106139925779538,Wiadomości,These ads ran without a disclaimer,≤100,1
2022175604753682,Pomorze Zachodnie News,Pomorze Zachodnie News,≤100,4
467801889982981,Kancelaria Radcy Prawnego Marcin May,Kancelaria Radcy Prawnego Marcin May,≤100,2
1422828751268697,Jacek Kuźniewicz Samorządowiec,Jacek Kuźniewicz Samorządowiec,≤100,3
113365501679410,k.staniszewska_autorka,These ads ran without a disclaimer,≤100,1
103569695908869,Szybki Karp - krótki łańcuch dostaw,These ads ran without a disclaimer,≤100,2
354693211408472,AAA AUTO Polska,These ads ran without a disclaimer,≤100,1
101960782902527,Projekt Baltic Pipe,These ads ran without a disclaimer,≤100,1
111531804909677,Koło PZW nr 7 Drezdenko,Koło PZW nr 7 Drezdenko,≤100,2
2040372082719820,AVO Architekci,These ads ran without a disclaimer,≤100,1
740651082735379,Wschowa.news,Wschowa.news,≤100,1
1435413126705308,Wydawnictwo Uniwersytetu Łódzkiego,Wydawnictwo Uniwersytetu Łódzkiego,≤100,1
710469592378446,Rafał Rypina - Radny Rady Miejskiej w Kętrzynie,Rafał Rypina - Radny Rady Miejskiej w Kętrzynie,≤100,1
145454508858332,Krystian Kłos - Radny Miasta Gdańska,Krystian Kłos - Radny Miasta Gdańska,≤100,1
1482921615303889,Marian Szkudlarek - Burmistrz Miasta i Gminy Swarzędz,JeyBi design,≤100,1
102191794893729,Łukasz Kopeć,Łukasz Kopeć,≤100,1
337568886798301,Robert Skowronek,Robert Skowronek,≤100,1
131054417632990,Regionalny Ośrodek Debaty Międzynarodowej w Kielcach,Regionalny Ośrodek Debaty Międzynarodowej w Kielcach,≤100,1
419154378613917,Radny Wesołowski,Radny Wesołowski,≤100,1
285923548237051,KRKnews.pl,These ads ran without a disclaimer,≤100,1
100528444310,Uniwersytet Mikołaja Kopernika w Toruniu,Uniwersytet Mikołaja Kopernika w Toruniu,≤100,1
114376220428033,Nowa Nadzieja - Oddział Wołomiński,Nowa Nadzieja - Oddział Wołomiński,≤100,1
453065345039393,Katowice Dziś,Katowice Dziś,≤100,1
2187031718035138,Radosław PREIS - Radny Rady Miejskiej Brzegu,Radosław PREIS - Radny Rady Miejskiej Brzegu,≤100,2
344620515579640,Fundacja Równość.org.pl,Fundacja Równość.org.pl,≤100,1
288905567811551,Akademia Żeglarska Klub Mila,These ads ran without a disclaimer,≤100,1
104961178742498,Think Tank Silesia,Klaster Innowacji Społecznych,≤100,5
111569095563753,Dobry Trener szkolenia,OPTA A. Maziarz-Lipka i L. Wieliczko Spółka Jawna,≤100,1
90593452375,Wirtualna Polska,These ads ran without a disclaimer,≤100,1
790410867684271,Ukraiński Dom / Український Дім,These ads ran without a disclaimer,≤100,1
729661503776447,IGRiT.pl,IGRIT.PL sp. z o.o.,≤100,1
117626114951734,Fair Trade 100% - Polskie Stowarzyszenie Sprawiedliwego Handlu,Fair Trade 100% - Polskie Stowarzyszenie Sprawiedliwego Handlu,≤100,2
247651105896843,Edyta Skuła Radna Rady Miejskiej Wrocławia,Edyta Skuła Radna Rady Miejskiej Wrocławia,≤100,2
150873051654314,Mirosława Nykiel Posłanka na Sejm RP,Mirosława Nykiel Posłanka na Sejm RP - Platforma Obywatelska,≤100,1
105538881334951,Altera - Finansowe Centrum Dowodzenia,These ads ran without a disclaimer,≤100,2
110064447064857,Tomek Sopyłło - radny Rady Miejskiej w Lęborku,Tomek Sopyłło - radny Rady Miejskiej w Lęborku,≤100,3
105121381495525,Jamesvlogs,These ads ran without a disclaimer,≤100,2
796142327151388,Дистанційна школа «Центр освіти «Оптіма»,These ads ran without a disclaimer,≤100,3
1742407979335180,Kongres Zdrowia Psychicznego,These ads ran without a disclaimer,≤100,1
751363521645523,TubaChorzowa.pl,TubaChorzowa.pl,≤100,1
598920946839853,Poseł Jarosław Urbaniak,Poseł Jarosław Urbaniak,≤100,2
828108947234300,Trampolina Zduńska Wola,These ads ran without a disclaimer,≤100,2
108552851875272,Gdańsk Miasto Literatury,These ads ran without a disclaimer,≤100,1
563913273707037,Ambasada Państwa Palestyny w Warszawie,Embassy of State of Palestine,≤100,1
1759040441044970,SmogLab,SmogLab,≤100,2
728270473946652,Jarmark Tumski,These ads ran without a disclaimer,≤100,1
106960415216571,Kurier Powiatu Wejherowskiego,Lazurowe sp. z o.o.,≤100,2
461895657190529,NHK WORLD-JAPAN,These ads ran without a disclaimer,≤100,1
127647363913707,Łódź Design Festival,These ads ran without a disclaimer,≤100,1
101771449121630,Otwórz Serce Na Nerki,These ads ran without a disclaimer,≤100,1
102426519271664,Free Easy Search,These ads ran without a disclaimer,≤100,2
311783748993374,Chemirol,These ads ran without a disclaimer,≤100,1
143531497875065,O tym się nie mówi - film,O tym się nie mówi - film,≤100,2
1642741569370383,Avatara Germany,These ads ran without a disclaimer,≤100,1
696622867467853,Polska Morska,Polska Morska,≤100,2
109830831554634,DD Wołów TV,DD Wołów TV,≤100,2
216642946942,Gazeta Pomorska,Gazeta Pomorska,≤100,1
2067174986704874,Transformator,These ads ran without a disclaimer,≤100,1
1041606099360010,Rafał Karaś,Rafał Karaś,≤100,1
101393126268257,dragoscomedy,These ads ran without a disclaimer,≤100,1
118186862908191,myPolitics,LEADEAGLE Adrian Orłów,≤100,3
2018100888485478,Muzeum Getta Warszawskiego / Warsaw Ghetto Museum,These ads ran without a disclaimer,≤100,2
103360974355243,MotoHuzy,These ads ran without a disclaimer,≤100,1
108641235492925,Nowa Nadzieja - Koszalin,Nowa Nadzieja - Koszalin,≤100,1
104728208984068,Tomasz Wiśniewski - rzecznik prasowy wojewody kujawsko-pomorskiego,Tomasz Wiśniewski - rzecznik prasowy wojewody kujawsko-pomorskiego,≤100,1
891687177522044,Osp Słubice,Osp Słubice,≤100,1
1542839122649641,Paweł Napolski,Paweł Napolski,≤100,1
188328525138820,Klinika Arte Marta Liczmańska,These ads ran without a disclaimer,≤100,1
284588025728237,Patryk Piasecki,Patryk Piasecki,≤100,1
103908697767190,Komitet Terenowy Luzino,Komitet Terenowy Luzino,≤100,1
2133668426722843,Ośrodek Pomocy Osobom Pokrzywdzonym Przestępstwami,Klaster Innowacji Społecznych,≤100,2
1517531151827376,Henryk Dębowski - Radny Miasta Białystok,Henryk Dębowski - Radny Miasta Białystok,≤100,1
571645086194796,Klub Radnych PiS w Grudziądzu,Klub Radnych PiS w Grudziądzu,≤100,3
178518745540464,Paweł Szkatuła - Radny. Wiceprzewodniczący Rady Miasta Knurów,Paweł Szkatuła - Radny. Wiceprzewodniczący Rady Miasta Knurów,≤100,1
103005732799739,Kamila Maj,These ads ran without a disclaimer,≤100,5
111976168012777,Antoni Holik - Radny Rady Miejskiej w Skawinie,Antoni Holik - Radny Rady Miejskiej w Skawinie,≤100,2
139229279425115,Witold Szabłowski - Notatnik Reportera,Witold Szabłowski - Notatnik Reportera,≤100,1
343107813723545,Mirosław Kaznowski,Mirosław Kaznowski,≤100,2
100392322548102,Lekarze bez Granic,"Fundacja ""Lekarze bez Granic""",≤100,1
1384525368241476,BitHub.pl,These ads ran without a disclaimer,≤100,1
427874364080865,Higher,These ads ran without a disclaimer,≤100,1
102838159114607,TuPlaneta,Moja Turkusowa Planeta,≤100,2
361698913192,Millennium Docs Against Gravity,These ads ran without a disclaimer,≤100,2
1807025362862115,Co się dzieje w Turcji?,Co się dzieje w Turcji?,≤100,2
131992910699200,Royal Dental Katowice,Royal Dental Katowice Aleksander Tarnawski,≤100,3
310136796059731,Muzeum KL Plaszow,These ads ran without a disclaimer,≤100,2
111288743621515,Dobry Ruch,Partia Możemy!,≤100,1
184307304916357,Akademia Ekonomiczno-Humanistyczna w Warszawie,These ads ran without a disclaimer,≤100,1
102910282535485,Karol Tomas,These ads ran without a disclaimer,≤100,1
118063557896551,Piotr Gajowski,These ads ran without a disclaimer,≤100,1
809371925859194,"Nieodpłatna pomoc prawna, poradnictwo obywatelskie i mediacje",H4PEOPLE,≤100,2
514735281965536,Demagog,These ads ran without a disclaimer,≤100,1
880922645401876,RWE,These ads ran without a disclaimer,≤100,2
439191906217741,Camp X - Smart Warrior  Solutions,These ads ran without a disclaimer,≤100,1
349135515126075,Ośrodek Szkolenia Zawodowego Omega s.c.,These ads ran without a disclaimer,≤100,1
224436418138454,TransferGo Ukraine,These ads ran without a disclaimer,≤100,2
70837178426,Architektura-murator,Grupa ZPR Media,≤100,1
2450702021643342,Maciej Stanek - Radny Rady Miejskiej w Jaworznie,Maciej Stanek - Radny Rady Miejskiej w Jaworznie,≤100,4
101055309377153,EchoSwidnicy,EchoSwidnicy,≤100,1
1788611021259189,PiS Białogard,PiS Białogard,≤100,1
221563444883035,"Tropdogrzybka -  zawodowy treser psów, zoopsycholog, behawiorysta, hotel","Tropdogrzybka -  zawodowy treser psów, zoopsycholog, behawiorysta, hotel",≤100,1
136661699751668,Marzena Okła-Drewnowicz,Marzena Okła-Drewnowicz,≤100,1
1656590977890066,IDEO U,These ads ran without a disclaimer,≤100,2
624879054590925,Marcel Bielecki,Marcel Bielecki,≤100,1
102786375218232,Bartłomiej Plewczyński,Bartłomiej Plewczyński,≤100,4
157134747699149,OVER ZOO - Ekspert w pielęgnacji zwierząt.,These ads ran without a disclaimer,≤100,2
504001623702653,Анна Самойленко,These ads ran without a disclaimer,≤100,1
1416226895342081,BankoweBezprawie.pl,These ads ran without a disclaimer,≤100,1
109971174994500,Pani od Prawa Pracy,These ads ran without a disclaimer,≤100,1
103073055710947,Balance Fem Store,These ads ran without a disclaimer,≤100,1
2211502082434705,Marcin Wróblewski,Marcin Wróblewski,≤100,2
358724001220806,Lekko,These ads ran without a disclaimer,≤100,1
490425934435032,Polski Instytut Wyceny,These ads ran without a disclaimer,≤100,1
1727499434134570,Fundacja DZIEŃ DOBRY,H4PEOPLE,≤100,2
1531160263787101,Fundacja HerStory,These ads ran without a disclaimer,≤100,1
162360487108239,kosmopedia.org,These ads ran without a disclaimer,≤100,1
1437227889827328,Fundacja Dobrych Inicjatyw,These ads ran without a disclaimer,≤100,3
129290813927910,TEATR WARSawy,These ads ran without a disclaimer,≤100,1
102555236013283,Klub Przedsiębiorców w Ursusie,Klub Przedsiębiorców w Ursusie,≤100,1
405407826724467,Paweł Malicki,Paweł Malicki,≤100,2
103313002534653,Paweł Skalski,These ads ran without a disclaimer,≤100,4
104874447547631,Martyna Milczarek,Martyna Milczarek,≤100,1
1069582526398860,Adam Kurpas,Adam Kurpas,≤100,1
123297368378043,SKN Ekonomii Politycznej,SKN Ekonomii Politycznej,≤100,1
1521309281348664,Piotr Napłoszek Radny Miasta Milanówka,Piotr Napłoszek Radny Miasta Milanówka,≤100,1
157186140963158,Green Parrot,Evergreen_Group sp. z o.o. sp.k.,≤100,1
942132265820280,Krzysztof Tuduj - Poseł na Sejm RP,Biuro Poselskie Posła Krzysztofa Tuduja,≤100,1
721218181305461,Michał Hausman - Radny Dzielnicy Włochy m.st. Warszawy,Michał Hausman - Radny Dzielnicy Włochy m.st. Warszawy,≤100,1
819731168061005,Piotr Skubiszewski - radny dzielnicy Ursynów,Piotr Skubiszewski - radny dzielnicy Ursynów,≤100,1
2199237327027242,Grzegorz Majewski,Grzegorz Majewski,≤100,1
325900170849303,Głos 24 - Małopolski Portal Informacyjny,Głos 24 - Małopolski Portal Informacyjny,≤100,1
553741091348094,ELE24.net - lokalny portal informacyjny,ELE24.net - lokalny portal informacyjny,≤100,1
139654236100628,يونيسف – اليمن UNICEF Yemen,These ads ran without a disclaimer,≤100,2
102001084729435,Paweł Kwietniewski,These ads ran without a disclaimer,≤100,1
185757514821769,MCKiS Jaworzno,These ads ran without a disclaimer,≤100,1
105424691937092,Mikołaj Dorożała,Mikołaj Dorożała,≤100,2
2447749005462939,podatki-lokalne.pl,These ads ran without a disclaimer,≤100,1
111837217169091,Unia Metropolii Polskich,These ads ran without a disclaimer,≤100,1
322165397962616,Fundacja Damy Radę,Fundacja Damy Radę,≤100,2
543607569070780,Sebastian Czarnecki,These ads ran without a disclaimer,≤100,1
166393536745308,Masterschool szybki angielski,These ads ran without a disclaimer,≤100,3
1539542349398872,Życie bez kredytu,These ads ran without a disclaimer,≤100,1
376597367457,Citi Handlowy,These ads ran without a disclaimer,≤100,3
282663301856829,BHP Grupa ALFA Koszalin,These ads ran without a disclaimer,≤100,1
114929894531241,kamil.sylwestrzak,These ads ran without a disclaimer,≤100,1
104382365648491,Zjednoczenie,Stowarzyszenie Zjednoczenie,≤100,5
103400032276622,Kurier Gdyński,Kurier Gdyński,≤100,2
100546759413689,londoner_magdalena_pl,These ads ran without a disclaimer,≤100,1
109811818180000,Jaźwińska-Szkolenia,Jaźwińska-Szkolenia,≤100,1
100383291352507,Instytut Botaniki im. W. Szafera Polskiej Akademii Nauk w Krakowie,These ads ran without a disclaimer,≤100,1
173043619501435,"Pomorski Ośrodek Rehabilitacji Dzikich Zwierząt ""Ostoja""","Pomorski Ośrodek Rehabilitacji Dzikich Zwierząt ""Ostoja""",≤100,1
106801737902472,Czas na Wapno,These ads ran without a disclaimer,≤100,2
101474935312798,Dworzysko Park,These ads ran without a disclaimer,≤100,1
464301590411620,Avalon Extreme - Fundacja Avalon,These ads ran without a disclaimer,≤100,1
113326730858668,Sylwester Korycki,Sylwester Korycki,≤100,1
664175990587262,Hubert Charubin - Radny Powiatu Kolneńskiego,KMR Caterina Sp. z o.o.,≤100,1
1673813039520646,Łukasz Tulwiński,Łukasz Tulwiński,≤100,1
407715332768236,Adam Cyrański,Adam Cyrański,≤100,1
146910095369293,Białostocki Ośrodek Kultury,Białostocki Ośrodek Kultury,≤100,1
164742537388900,Fundacja Muszkieterów,These ads ran without a disclaimer,≤100,1
106960415216571,Kurier Powiatu Wejherowskiego,Kurier Powiatu Wejherowskiego,≤100,1
1439832566076397,Tęczowe Opole,These ads ran without a disclaimer,≤100,1
114719590228291,Historie o człowieku − Anna Mikulska i Bartek Rumieńczyk,These ads ran without a disclaimer,≤100,1
106035928645639,Kurier Powiatu Kartuskiego,Kurier Powiatu Kartuskiego,≤100,1
108811353007260,FestivALT,FestivALT,≤100,1
333353607299547,Cosmoderna,These ads ran without a disclaimer,≤100,1
106035928645639,Kurier Powiatu Kartuskiego,Lazurowe sp. z o.o.,≤100,1
101675159101680,Kurier Powiatu Kościerskiego,Kurier Powiatu Kościerskiego,≤100,1
714530202018700,Lerta Polska,These ads ran without a disclaimer,≤100,1
196883720645349,Strefa Psotnika,These ads ran without a disclaimer,≤100,1
108098172576987,Czas Kultury,These ads ran without a disclaimer,≤100,1
189503154452351,Fundacja Laboratorium Zmiany,Laboratorium Zmiany,≤100,1
191107165024014,TransferGo in Russian,These ads ran without a disclaimer,≤100,1
106572331590930,Fundacja Forteczne Dziedzictwo,These ads ran without a disclaimer,≤100,2
245094455536925,FOUR PAWS,These ads ran without a disclaimer,≤100,2
101637639155165,Szkolenia Strzeleckie,These ads ran without a disclaimer,≤100,3
102992492312736,Kurier Powiatu Chojnickiego,Kurier Powiatu Chojnickiego,≤100,1
324256757775035,OŚRODEK SZKOLENIA KIEROWCÓW CLASSIC,These ads ran without a disclaimer,≤100,1
178584195515762,Polish Soccer Skills,These ads ran without a disclaimer,≤100,1
101208681630178,Stowarzyszenie KAS   Kombinat Aktywności Społecznej,These ads ran without a disclaimer,≤100,1
102370742369604,Kurier Powiatu Człuchowskiego,Kurier Powiatu Człuchowskiego,≤100,1
