Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
1430055687258769,"Kristdemokraterna, Lycksele",Kristdemokraterna Lycksele,172,2
146469359944,Woody Bygghandel,These ads ran without a disclaimer,170,1
54601820767,Uppsala universitet,These ads ran without a disclaimer,169,1
1629630257282950,Noaks Ark Göteborg & Västra Götaland,These ads ran without a disclaimer,165,1
638005553032221,Hammarby Sjöstad 2.0,These ads ran without a disclaimer,163,1
108579507301489,Akavia,These ads ran without a disclaimer,163,3
107237888124833,Vy Oanh Authentic - Túi xách cao cấp uy tín,These ads ran without a disclaimer,161,5
188841442268,Woolpower,Woolpower AB,157,1
2250151641941358,Judiska Salongen,These ads ran without a disclaimer,154,1
346537358747631,Skogligajobb.se,These ads ran without a disclaimer,154,1
440459709390224,Hitachi Energy,These ads ran without a disclaimer,152,1
379717152211944,Säkra Kvinnor Styrelsebalans AB,These ads ran without a disclaimer,151,1
304506059702034,Tidningen Fönstret,Tidningen Fönstret,151,1
302156023140090,Städa Sverige - Idrottens miljöorganisation,These ads ran without a disclaimer,150,1
619799551429099,"Miljöpartiet de gröna, Hallstahammar",Eleonor Zeidlitz,150,1
727972967261223,Sorundanet Nynäshamns kommunparti,Sorundanet Nynäshamns kommunparti,150,2
442310166254107,Miljöpartiet i Grästorp,Miljöpartiet de Gröna Grästorp,150,1
263254143796137,Skogssällskapet,Skogssällskapet,150,1
141842659194906,Smalspårsjärnvägen Hultsfred-Västervik,These ads ran without a disclaimer,147,1
738825832917513,MälarChark AB,These ads ran without a disclaimer,145,1
1675537639171201,Texas Longhorn,These ads ran without a disclaimer,144,1
108348446928,Västerbottens-Kuriren,These ads ran without a disclaimer,144,1
113710601984970,Barnfonden,These ads ran without a disclaimer,144,2
148374291868417,Idrottens Affärer,These ads ran without a disclaimer,143,1
114360905256883,Ljungskile folkhögskola,These ads ran without a disclaimer,143,1
105901735400433,Centerpartiet Region Stockholm,Centerpartiet Region Stockholm,142,1
376895635835517,Vännäs kommun,These ads ran without a disclaimer,142,1
505768346535854,Tredje Rummet,These ads ran without a disclaimer,141,1
140417992681511,Clowner utan Gränser,Clowner utan Gränser,140,2
1522679411362377,Lighthouse - Swedish Maritime RD&I collaboration platform,These ads ran without a disclaimer,136,1
237584906717378,Europa i min region,These ads ran without a disclaimer,136,1
231584306927975,Sverigedemokraterna Norrtälje,Sverigedemokraterna Norrtelje,133,1
104492907835152,Academy of Therapy Wisdom,These ads ran without a disclaimer,130,4
155607071162224,Socialdemokraterna i Mariestad,Kaj Sebastian Ekeroth Clausson,130,1
2034901333190011,Ricky Karlsson KD,Karlsson Pierre Ricky Willhem,130,1
1849498958610105,Elisabeth Svantesson,These ads ran without a disclaimer,130,1
111539698323796,Vänsterpartiet Flens kommun,Vänsterpartiet i Flens kommun,130,1
210497735816344,Centerpartiet Kramfors kommun,Centerpartiet Kramfors,130,1
987676224611140,Demokrati utan gränser,Demokrati utan gränser,130,1
103304878446836,"Grön, liberal och hoppfull framtid - kampanjsida för David Hallgren",John David Hallgren,130,1
321670347944266,Kristdemokraterna i Dalarna,Kristdemokraterna i Dalarna,128,6
1563192660601703,Centerpartiet i Norrköpings kommun,Centerpartiet i Norrköpings kommun,128,2
102453659895245,Moderaterna i Lerum,Moderaterna i Lerum,127,1
100842759570966,Enny Sundell Design & Co,These ads ran without a disclaimer,126,1
1379292059067347,Länsstyrelsen Östergötland,These ads ran without a disclaimer,125,1
101804717983011,anshan_khosravi,These ads ran without a disclaimer,125,2
175266425941519,BizMaker,These ads ran without a disclaimer,122,1
493933394067238,Moelven,These ads ran without a disclaimer,121,1
305349186301095,Liberalerna Skellefteå,Liberalerna Skellefteå,120,1
152849631489919,Byrån mot diskriminering i Östergötland,Byrån mot diskriminering i Östergötland,120,1
1122530594432149,Swedish Wealth Institute,These ads ran without a disclaimer,120,1
108300335887848,Österlenmoderaterna - Simrishamns kommun,Österlenmoderaterna,119,1
700878769933437,Miljöpartiet de gröna i Kalmar,Miljöpartiet de gröna i Kalmar,117,1
110006322068949,Hjälp utan kostnad.,These ads ran without a disclaimer,113,2
112005501820266,Unga Medieproducenter,These ads ran without a disclaimer,112,1
1557508081238895,Dagens Samhälle Jobb & Karriär,These ads ran without a disclaimer,112,3
154681731304540,Sjöbovänstern,Lars Martin Lukas Lennartsson,109,2
833299220056753,Vänsterpartiet Mölndal,Ramberg Stefan Joakim,107,1
107366512646481,Piteå-Tidningen,Norr Media AB,107,1
149719265052460,BTH - Blekinge Tekniska Högskola,These ads ran without a disclaimer,107,1
293099781096968,MATtanken,Landsbygdsnätverkets kansli,106,1
120600757972275,Villeroy & Boch Gustavsberg SE,These ads ran without a disclaimer,105,1
101987352195270,AILÉ of Sweden,These ads ran without a disclaimer,104,1
100759046999,HSB,These ads ran without a disclaimer,104,2
537414056278216,Clockwork Bemanning & Rekrytering AB,These ads ran without a disclaimer,104,1
232479886816529,Cambridge Institute for Sustainability Leadership,These ads ran without a disclaimer,102,2
1420487581354870,Centerpartiet i Salem,Centerpartiet i Salem,102,1
108169588127484,Partille Tidning,Partille Tidning,102,1
1493680054251804,ATV-MASKIN.se,These ads ran without a disclaimer,101,1
245307472160078,Liberalerna i Svalövs kommun,Torbjörn Ekelund,101,1
1386443368256974,Sverigedemokraterna Härryda,SD Härryda,≤100,1
462686823752437,Gröna Studenter Östergötland,Gröna Studenter Östergötland,≤100,1
336774010268765,Dagens Arbetsmiljö,Isak Krantz,≤100,1
105249154833320,Chris Marlowe Politiker,Chris Marlowe Politiker,≤100,1
163317684305902,Vänsterpartiet Eksjö kommun,Vänsterpartiet i Eksjö kommun,≤100,1
1662268383894858,Liberalerna Norberg,Liberalerna Norberg,≤100,1
167613603872122,"Håkan Andersson, Centerpartiet",Håkan Andersson,≤100,1
776663125727235,Internationalen,Socialistisk Politik,≤100,1
388060467889201,Centerpartiet Södertälje,These ads ran without a disclaimer,≤100,1
132086976967371,Kristdemokraterna Södertälje,Kristdemokraterna Södertälje,≤100,1
213660152075200,Hela Sverige ska leva - Värmland,These ads ran without a disclaimer,≤100,1
276108117859,Svenska Afghanistankommittén,These ads ran without a disclaimer,≤100,1
152465271475533,Statens medieråd,These ads ran without a disclaimer,≤100,2
110207272067005,Hjälpet när det behövs,These ads ran without a disclaimer,≤100,1
101824571727877,SmartTape,These ads ran without a disclaimer,≤100,1
114814873726506,ihuvudetpaenentreprenor,These ads ran without a disclaimer,≤100,1
102820215982724,Märsta pastorat,These ads ran without a disclaimer,≤100,1
537872126249267,Червоний Хрест України,These ads ran without a disclaimer,≤100,12
105074575851109,Reformisterna i Östergötland,Reformisterna i Östergötland,≤100,1
109886133732943,RESCUE - Sverige,These ads ran without a disclaimer,≤100,1
452279731455423,Röda Nördar,These ads ran without a disclaimer,≤100,2
670929359763617,SeDans Skåne,These ads ran without a disclaimer,≤100,2
209827375704176,Socialdemokraterna i Kristianstad,Socialdemokraterna Kristianstad,≤100,1
300948063376744,Uppsala rödakorskrets,Röda Korset Uppsala,≤100,1
109397875805888,Kristdemokratiska Kvinnoförbundet,Kristdemokratiska kvinnoförbundet,≤100,2
104686965640777,NinjaOne Sverige,These ads ran without a disclaimer,≤100,1
183209681874080,Realistpartiet,Joakim Granberg,≤100,1
148886071824165,Ord&Bild Reklambyrå,These ads ran without a disclaimer,≤100,1
852370551453606,GARP,These ads ran without a disclaimer,≤100,1
835742509786026,Vänsterpartiet i Nynäshamn,Vänsterpartiet i Nynäshamn,≤100,1
442660275786485,Norrköpings kommun,These ads ran without a disclaimer,≤100,2
1389267004717048,Karlfeldtgymnasiet,These ads ran without a disclaimer,≤100,2
215472361114,Linnéuniversitetet,These ads ran without a disclaimer,≤100,1
200694986636908,"FQ, Forum - Kvinnor och Funktionshinder",Johansson Maria Birgitta,≤100,1
116567568403725,Dagens Arbete,Dagens Arbete,≤100,1
1405378783074418,Socialdemokraterna Smedjebackens kommun,Socialdemokraterna Smedjebacken,≤100,1
116164151735446,Jan Jörnmark,These ads ran without a disclaimer,≤100,1
1430453657214052,Sverigedemokraterna Svalöv,Sverigedemokraterna Svalöv,≤100,1
201175853230705,Göteborgs Konsthall,These ads ran without a disclaimer,≤100,1
130154301180873,Dotter & Döse,These ads ran without a disclaimer,≤100,1
106717542012417,Kristdemokraterna Avesta,Kristdemokraterna Avesta,≤100,1
549889341703529,"AB Eidar, Trollhättans Bostadsbolag",These ads ran without a disclaimer,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,2
132283643466629,Sappa,These ads ran without a disclaimer,≤100,1
182708684718,Sounds True,These ads ran without a disclaimer,≤100,12
211812945605382,Socialdemokraterna i Örnsköldsvik,These ads ran without a disclaimer,≤100,5
759874477519768,Säsongens Bästa,These ads ran without a disclaimer,≤100,1
113355905357887,Eskilstuna kommun,Eskilstuna kommun,≤100,1
341599100376,Brand,These ads ran without a disclaimer,≤100,1
1006411482778121,FedEx,These ads ran without a disclaimer,≤100,1
101435042163919,Dr. V. Muthuraja MLA,These ads ran without a disclaimer,≤100,2
101176682686881,Caldwell Hutchinson,These ads ran without a disclaimer,≤100,3
107152337337934,Hållbara Resval-BetterPoints Kalmar,These ads ran without a disclaimer,≤100,1
284080768283233,Vänstern i Region Uppsala,Vänsterpartiet Region Uppsala,≤100,1
441703342896364,The Upright Project,These ads ran without a disclaimer,≤100,2
1515014682130067,Folkuniversitetet Syd,Folkuniversitetet,≤100,1
181924628560212,Ekō,These ads ran without a disclaimer,≤100,1
366372087366,Hegas Förlag - Lättläst,Hegas Förlag - Lättläst,≤100,3
159558180811433,Bollnäs bibliotek,These ads ran without a disclaimer,≤100,2
104914988887075,denicecheyenne,These ads ran without a disclaimer,≤100,1
459164244098590,Mäklarhuset Sigtuna Märsta Rosersberg,These ads ran without a disclaimer,≤100,1
368208299887446,Naturum Tåkern,These ads ran without a disclaimer,≤100,2
123059254381918,Falun Borlänge-regionen AB,These ads ran without a disclaimer,≤100,1
132934600111301,Skogsstyrelsen,These ads ran without a disclaimer,≤100,1
217053181980829,KD Knivsta,Kristdemokraterna Knivsta,≤100,1
102654346518564,Centerpartiet i Östersund,Centerpartiet i Östersund,≤100,1
103344742624341,Skarb narodowy,These ads ran without a disclaimer,≤100,1
321193457994308,Moderaterna i Söderhamn,Moderaterna i Söderhamn,≤100,2
1468015706558049,Moodys Tax,These ads ran without a disclaimer,≤100,1
10150114824460440,Karlstads universitetsbibliotek,Karlstads universitetsbibliotek,≤100,1
1211839042222475,"DAKO - Fönster, Rulljalusier, Dörrar, Portar",These ads ran without a disclaimer,≤100,1
127053307468851,Foreningen Norden,These ads ran without a disclaimer,≤100,4
115306454863649,Provision Fund,These ads ran without a disclaimer,≤100,1
102414309949126,Socialdemokraterna i Skåne,Socialdemokraterna i Skåne,≤100,1
110318858712956,Новости Европы,These ads ran without a disclaimer,≤100,2
391144314309664,Moderaterna i Österåker,These ads ran without a disclaimer,≤100,2
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,6
103378582727409,vanguardwisdom,These ads ran without a disclaimer,≤100,1
120712531344296,Örebro Rättighetscenter,These ads ran without a disclaimer,≤100,1
165737720134388,Bergmark,Björn Stefan Bergmark,≤100,1
216133378510345,WAKF,These ads ran without a disclaimer,≤100,1
254286788265680,Arbetsliv,These ads ran without a disclaimer,≤100,1
108166048910328,Срочные Новости,These ads ran without a disclaimer,≤100,1
111049628558052,Lemkin Association,These ads ran without a disclaimer,≤100,1
388060467889201,Centerpartiet Södertälje,Margarith Aho,≤100,1
133867976608,Naturskyddsföreningen,These ads ran without a disclaimer,≤100,1
1495636290691848,Vänsterpartiet Stockholms stad,These ads ran without a disclaimer,≤100,1
119123787382,Mångkulturellt centrum - MKC,These ads ran without a disclaimer,≤100,1
602053453278014,NIBE,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
30316954018,Centerpartiet Gävle,Centerpartiet Gävle,≤100,1
548577435509026,d&b audiotechnik,These ads ran without a disclaimer,≤100,1
1397730823800267,Seko Green Cargo Hallsberg,Per-Anders Eriksson,≤100,1
342952129133948,Kultur i Malmö,These ads ran without a disclaimer,≤100,1
153690295383680,martinlossman.se,These ads ran without a disclaimer,≤100,1
105502179114154,Zeam,These ads ran without a disclaimer,≤100,1
109765142387174,Höganäs kommun,Höganäs kommun,≤100,1
248372805527,Blocket Jobb,These ads ran without a disclaimer,≤100,1
158161947576383,Skolverket,These ads ran without a disclaimer,≤100,1
429262407090014,SIFU AB,These ads ran without a disclaimer,≤100,1
116329081771508,Luleå tekniska universitet,These ads ran without a disclaimer,≤100,1
601205216637371,ROYAL Eskilstuna - Biograf & Kulturhus,These ads ran without a disclaimer,≤100,1
420742788095895,Smakfull trädgård - hållbar trädgårdsutveckling för mersmak och mångfald,These ads ran without a disclaimer,≤100,1
102903374984069,Remondis AB,These ads ran without a disclaimer,≤100,1
315730348803370,Din ELON Butik i Avesta,These ads ran without a disclaimer,≤100,2
1540635576171214,KIT,These ads ran without a disclaimer,≤100,1
125244484182857,BUFF,These ads ran without a disclaimer,≤100,5
104045168906093,dimaelhelweh,These ads ran without a disclaimer,≤100,1
105785675757412,Happy,These ads ran without a disclaimer,≤100,4
103692829306770,Artikel 19,These ads ran without a disclaimer,≤100,1
622390311179612,وقف الأمة Ümmet Vakfı,These ads ran without a disclaimer,≤100,1
111541298874565,TanumStrand,These ads ran without a disclaimer,≤100,1
559805297696819,Medborgarskolan Helsingborg,These ads ran without a disclaimer,≤100,1
278883132216877,Arvikabygdens Naturskyddsförening,These ads ran without a disclaimer,≤100,1
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,7
113522368326958,Lassgårds kaffe,These ads ran without a disclaimer,≤100,1
417315481625315,Centerpartiet Falun,Centerpartiet Falun,≤100,1
104593458269168,Your Daily Fun Break,These ads ran without a disclaimer,≤100,9
120519477967734,Inspired by Iceland,These ads ran without a disclaimer,≤100,1
460207781118340,Socialdemokraterna i Bollebygd,Bollebygds Arbetarekommun,≤100,1
583288325395067,Vässla Micromobility,These ads ran without a disclaimer,≤100,1
106576102741034,Icebug Official,These ads ran without a disclaimer,≤100,1
528718827152707,Färnebo folkhögskola,These ads ran without a disclaimer,≤100,1
104277195574890,Vindkraft - Nej tack,These ads ran without a disclaimer,≤100,2
115035761088211,Louise Söderholm,These ads ran without a disclaimer,≤100,1
100493669481596,Gränsland,These ads ran without a disclaimer,≤100,1
108262945107433,Motvind Sverige,These ads ran without a disclaimer,≤100,1
74188072997,Volvo Penta at Sea,These ads ran without a disclaimer,≤100,1
101892981907234,Socialdemokraterna Strängnäs,These ads ran without a disclaimer,≤100,1
78920049319,Svevia,These ads ran without a disclaimer,≤100,1
259234574258392,Miljöpartiet de Gröna i Nyköping,Miljöpartiet de gröna i Nyköping,≤100,1
394970577929590,Ekström & Garay,These ads ran without a disclaimer,≤100,1
307110859806272,Innehållet,These ads ran without a disclaimer,≤100,1
111995843958810,MYO Make Your Own,These ads ran without a disclaimer,≤100,1
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,35
156279764411149,Times Higher Education,These ads ran without a disclaimer,≤100,2
76847196995,Göteborgs stadsbibliotek,These ads ran without a disclaimer,≤100,2
124406344329453,Hyundai Sverige,These ads ran without a disclaimer,≤100,1
156669741031898,Jämställt,These ads ran without a disclaimer,≤100,1
101318225686932,Elise Backman Liberalerna,Elise Backman,≤100,1
276467022516602,Swedish South Asian Studies Network - Sasnet,These ads ran without a disclaimer,≤100,1
319919571358277,Föreningen Ordfront,These ads ran without a disclaimer,≤100,1
283042038493472,Tidaholms kommun,These ads ran without a disclaimer,≤100,1
130456876990360,European Youth,These ads ran without a disclaimer,≤100,1
103657754541247,Living Flowers,These ads ran without a disclaimer,≤100,4
110368202034813,the_ecoodyssey,These ads ran without a disclaimer,≤100,1
245144042217285,Visit Kotka-Hamina,These ads ran without a disclaimer,≤100,1
135821773148914,Nodra AB,These ads ran without a disclaimer,≤100,1
100177892854773,VisionPartiet Stockholm,These ads ran without a disclaimer,≤100,1
1700195966922384,Sverigedemokraterna Hylte,Stina Kerstin Marie Isaksson,≤100,1
100398852404706,Hans-Erik Beck - Moderat politiker,Hans-Erik Beck,≤100,1
953882651292972,Ett Norrköping för Alla,These ads ran without a disclaimer,≤100,1
528025073976026,Västerbottenssåpa,These ads ran without a disclaimer,≤100,1
257888154669865,Conscia Sverige,These ads ran without a disclaimer,≤100,2
116157921440909,European project,These ads ran without a disclaimer,≤100,1
100639662767694,Emanuel Mäkinen KD,Emanuel Mäkinen,≤100,1
147430847652,Västra Götalandsregionen,These ads ran without a disclaimer,≤100,2
101460842681784,TRT Afrika,These ads ran without a disclaimer,≤100,3
121191740953524,Новости Европы,These ads ran without a disclaimer,≤100,1
1288661951220034,Närhetsliv Boden,These ads ran without a disclaimer,≤100,1
102720889486290,Новости Европы,These ads ran without a disclaimer,≤100,1
2367047106864736,Nextory,These ads ran without a disclaimer,≤100,1
138743792864334,Glyptoteket,These ads ran without a disclaimer,≤100,1
100323819247251,Désirée Pethrus,These ads ran without a disclaimer,≤100,1
106109082101072,Jörgen Nilsson KD,Nilsson Jorgen Christian,≤100,1
104315195453398,Ida Drougge - Lidingös riksdagsledamot,Ida Drougge,≤100,1
494454367423599,Svensk Hemleverans Gotland,These ads ran without a disclaimer,≤100,1
2241988346071504,Nordic CEOs for a Sustainable Future,These ads ran without a disclaimer,≤100,2
125215847564510,Vänsterpartiet Boden,Vänsterpartiet Boden,≤100,1
102251318064432,Organon,These ads ran without a disclaimer,≤100,1
181890091876904,Medair,These ads ran without a disclaimer,≤100,1
108258998739587,I Did not know,These ads ran without a disclaimer,≤100,8
101158269006369,carolinewillfoxmoderat,These ads ran without a disclaimer,≤100,1
1655487818000820,Din Elon Butik i Fagersta,These ads ran without a disclaimer,≤100,1
1401451576658621,Basq company,These ads ran without a disclaimer,≤100,1
793167577681326,Polylino SE,These ads ran without a disclaimer,≤100,1
321685411262954,Local Alike,These ads ran without a disclaimer,≤100,1
1048898825130888,Kilden Gender Research News,These ads ran without a disclaimer,≤100,1
120633071295935,Fairtrade Sverige,These ads ran without a disclaimer,≤100,1
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100,3
570661679704832,Jaffar Eminki,These ads ran without a disclaimer,≤100,1
103022776117511,Сводка новостей,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,3
714894468544266,Sätt färg på,These ads ran without a disclaimer,≤100,2
101478712863847,European news,These ads ran without a disclaimer,≤100,1
104819209268652,Meta Universe,These ads ran without a disclaimer,≤100,1
1130776040380921,"Be Ready, Whenever You're Ready",These ads ran without a disclaimer,≤100,3
35779367485,Pure London,These ads ran without a disclaimer,≤100,1
156633681039872,Kulturföreningen Stationen,These ads ran without a disclaimer,≤100,1
111861158372689,Attityd 65 Plus,These ads ran without a disclaimer,≤100,1
339528276596,Kungälvs kommun,These ads ran without a disclaimer,≤100,1
121994325866184,Johan Duvdahl Centerpartiet,Johan Duvdal,≤100,1
104468109023992,The Digital Neighborhood,These ads ran without a disclaimer,≤100,2
977005762399696,Deepgrooves,These ads ran without a disclaimer,≤100,1
109211515409715,Cog-Pkg Media,These ads ran without a disclaimer,≤100,1
139809422787053,WIN WIN Gothenburg Sustainability Award,These ads ran without a disclaimer,≤100,1
288638278406125,Klimatstudenterna Sverige,These ads ran without a disclaimer,≤100,1
101332206110416,Ahmed Mahmoud,These ads ran without a disclaimer,≤100,1
102252525898596,Lương Y Phạm Văn Thanh,These ads ran without a disclaimer,≤100,1
153063591397681,Amazon Web Services,These ads ran without a disclaimer,≤100,2
287842647957979,EU International Partnerships,These ads ran without a disclaimer,≤100,2
143444113929,MAF Sweden,These ads ran without a disclaimer,≤100,1
102767259461496,EU News,These ads ran without a disclaimer,≤100,1
139235326093086,Herno,These ads ran without a disclaimer,≤100,1
175807639890984,"Dr. Hanuman - Yoga, Breath & Joy",These ads ran without a disclaimer,≤100,4
168957339785697,Fotbollsmagasinet Offside,These ads ran without a disclaimer,≤100,1
120081484685447,Omegapoint,These ads ran without a disclaimer,≤100,1
125473144144361,Rädda Barnens Ungdomsförbund,These ads ran without a disclaimer,≤100,1
125559767498927,Magasinet Filter,These ads ran without a disclaimer,≤100,1
206655259373987,ABF Västra Västmanland,These ads ran without a disclaimer,≤100,1
101701504889850,Finnvedsbostäder AB,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,2
185561295623272,Move To Help Foundation,These ads ran without a disclaimer,≤100,2
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,1
114681628165689,The War Fragments Museum,These ads ran without a disclaimer,≤100,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,5
102072599470181,Advanced Trading,These ads ran without a disclaimer,≤100,1
228097472888,International Open University - IOU,These ads ran without a disclaimer,≤100,5
100580799666914,Brown Humid,These ads ran without a disclaimer,≤100,3
117720231300445,Важно Знать,These ads ran without a disclaimer,≤100,1
155224584535254,Pressbyrån Umeå,These ads ran without a disclaimer,≤100,1
585870261425027,Victoriateatern Malmö,These ads ran without a disclaimer,≤100,1
841675695959993,Energiföretagen Sverige,These ads ran without a disclaimer,≤100,3
164851239572,Women for Women International - UK,These ads ran without a disclaimer,≤100,1
351365901647856,Reima,These ads ran without a disclaimer,≤100,1
336774010268765,Dagens Arbetsmiljö,These ads ran without a disclaimer,≤100,1
104018092306802,Businpeop23,These ads ran without a disclaimer,≤100,2
970821746431237,Alexandra Anstrell - M,Anstrell Anna Maria Alexandra,≤100,1
352607878166987,Coop Värmland,These ads ran without a disclaimer,≤100,1
539295632775518,Centerpartiet Hultsfred,Centerpartiet Hultsfred,≤100,1
101872318638513,Studac,These ads ran without a disclaimer,≤100,1
102727121816068,Святлана Ціханоўская,These ads ran without a disclaimer,≤100,2
101629894640758,Brainz Magazine,These ads ran without a disclaimer,≤100,1
130666626950917,Öresundskraft,These ads ran without a disclaimer,≤100,1
286987014656068,Socialdemokraterna Solna,These ads ran without a disclaimer,≤100,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,1
357101171777514,Kabul 24 News,These ads ran without a disclaimer,≤100,1
106372491680951,Beaseat-4,These ads ran without a disclaimer,≤100,2
338241056275694,Blädinge Hembygdsförening,These ads ran without a disclaimer,≤100,1
128342573493595,Good-News,These ads ran without a disclaimer,≤100,1
103075499294342,Coefficiey,These ads ran without a disclaimer,≤100,4
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100,1
110807438602372,Steno Research,These ads ran without a disclaimer,≤100,2
111969398555528,События Дня,These ads ran without a disclaimer,≤100,1
114973231566708,24EU FN,These ads ran without a disclaimer,≤100,1
107711604717052,Stockholm International Music Competition,These ads ran without a disclaimer,≤100,1
307882569403234,W. Ritzdorf,These ads ran without a disclaimer,≤100,1
100689636310150,Waokeem-EU,These ads ran without a disclaimer,≤100,5
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,≤100,3
535381619873344,Stockholms konstnärliga högskola,These ads ran without a disclaimer,≤100,1
306064959461205,UMAGE,These ads ran without a disclaimer,≤100,3
154313704727539,Rättighetscentrum Norrbotten - mot diskriminering,These ads ran without a disclaimer,≤100,1
48246273690,Studiefrämjandet Stockholm,These ads ran without a disclaimer,≤100,2
107881342266729,Главное,These ads ran without a disclaimer,≤100,1
122026544199679,ID1,These ads ran without a disclaimer,≤100,1
110492602019675,EU - News,These ads ran without a disclaimer,≤100,1
163521754971,NIKK,These ads ran without a disclaimer,≤100,1
101315848087098,Releaf PAPER & BAGS,These ads ran without a disclaimer,≤100,4
110947301729456,Wen Creel,These ads ran without a disclaimer,≤100,2
100490729492964,Sebastian Bello,These ads ran without a disclaimer,≤100,12
110543085303868,Åstorps S kvinnor,These ads ran without a disclaimer,≤100,2
1249630708423717,MUNER Motorvehicle University of Emilia-Romagna,These ads ran without a disclaimer,≤100,1
598865763613819,Institute for Zen Leadership,These ads ran without a disclaimer,≤100,2
171043963049603,GREAT SCOT,These ads ran without a disclaimer,≤100,1
182656348425832,Business Region Göteborg,These ads ran without a disclaimer,≤100,1
156466937746599,Munkagårdsgymnasiet,These ads ran without a disclaimer,≤100,1
139976399380125,Malmö mot Diskriminering,These ads ran without a disclaimer,≤100,1
104917545784922,Att mäta rasism,These ads ran without a disclaimer,≤100,1
2273404059547940,Akhpal torghar,These ads ran without a disclaimer,≤100,21
224339634384172,Socialdemokraterna i Ockelbo,These ads ran without a disclaimer,≤100,1
103015059417615,emp_one,These ads ran without a disclaimer,≤100,1
109305525113098,Pupil Loves,These ads ran without a disclaimer,≤100,5
205560389876284,Naturskyddsföreningen Vänersborg,These ads ran without a disclaimer,≤100,1
107616545277373,YYOfi3,These ads ran without a disclaimer,≤100,1
366107457198874,Rise of Kingdoms,These ads ran without a disclaimer,≤100,1
100817216174336,Magnus Hansson,These ads ran without a disclaimer,≤100,1
105650505852769,আনোয়ারুজ্জামান চৌধুরী সমর্থক গোষ্ঠী ইউরোপ।,These ads ran without a disclaimer,≤100,1
121715144568037,"SULF, Sveriges universitetslärare och forskare",These ads ran without a disclaimer,≤100,1
201898837323360,Lego-StoryTeller,These ads ran without a disclaimer,≤100,1
794854327276778,Rotary Białystok,These ads ran without a disclaimer,≤100,1
927057930973841,Dagmara Szymańska Autor Embrace Therapy,These ads ran without a disclaimer,≤100,1
111014438406253,Trendyspread shop1,These ads ran without a disclaimer,≤100,2
102644509280975,Ripe government,These ads ran without a disclaimer,≤100,1
15974534830,Magnum Photos,These ads ran without a disclaimer,≤100,9
412843900553,Linköping Science Park,These ads ran without a disclaimer,≤100,1
199936097010350,DinTalang,These ads ran without a disclaimer,≤100,1
219730401843361,KONE Sverige,These ads ran without a disclaimer,≤100,3
104444729065513,Victoria Segovia,These ads ran without a disclaimer,≤100,10
104486655940904,zerowastezen1,These ads ran without a disclaimer,≤100,2
105962449139113,ChatBox,These ads ran without a disclaimer,≤100,2
212743882240652,Vänsterpartiet Örnsköldsvik,These ads ran without a disclaimer,≤100,1
115643645121323,Deuter,These ads ran without a disclaimer,≤100,1
1798175947119500,Epishine,These ads ran without a disclaimer,≤100,5
100133042448587,Sneaker Toast Magazine,These ads ran without a disclaimer,≤100,1
105699708610413,The Kyiv Independent,These ads ran without a disclaimer,≤100,1
527351247377965,European Committee of the Regions,European Committee of the Regions,≤100,5
102500518635499,ENTR en,These ads ran without a disclaimer,≤100,2
102980832777264,vugarboniak,These ads ran without a disclaimer,≤100,1
102952309457793,History in Number,These ads ran without a disclaimer,≤100,2
1541838982729128,Anna Lindh Foundation Network in Sweden - Anna Lindh Stiftelsen i Sverige,These ads ran without a disclaimer,≤100,2
104760926229060,Uppsala kommun,These ads ran without a disclaimer,≤100,1
113067177682259,PMD - Dogs is my  world,These ads ran without a disclaimer,≤100,3
122597254465013,Studiefrämjandet Östergötland,These ads ran without a disclaimer,≤100,1
8539814909,International Animal Rescue,These ads ran without a disclaimer,≤100,6
208371683037269,NBCU Catalyst,These ads ran without a disclaimer,≤100,3
109044999140694,CAS,These ads ran without a disclaimer,≤100,4
331965446932156,HORIZON: the EU Research & Innovation magazine,These ads ran without a disclaimer,≤100,1
113388621278432,Amerikabrev,These ads ran without a disclaimer,≤100,1
1803279899993382,"Ni Una Palmadita, Fernanda Restrepo",These ads ran without a disclaimer,≤100,2
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100,4
106705804357319,Bluetti Global,These ads ran without a disclaimer,≤100,1
146481695371146,"มูลนิธิเพื่อสุนัขในซอย, ประเทศไทย (Soi Dog - in Thai)",These ads ran without a disclaimer,≤100,1
