Page ID,Page name,Disclaimer,Amount spent (NIO),Number of ads in Library
157367424853812,Producciones Vasquez,These ads ran without a disclaimer,≤100,1
72750481109,Structuralia,These ads ran without a disclaimer,≤100,8
393304404377707,中華人民共和國外交部駐香港特別行政區特派員公署,These ads ran without a disclaimer,≤100,4
1174091096006585,Fundació General de la Universitat de València,These ads ran without a disclaimer,≤100,1
109076095187370,Youcan Global,These ads ran without a disclaimer,≤100,8
560697324034897,Método Arcón,These ads ran without a disclaimer,≤100,1
0,Marketplace Seller 2256817927,These ads ran without a disclaimer,≤100,1
109003031780900,horacero_ca,These ads ran without a disclaimer,≤100,1
1582097658746272,safe2choose,These ads ran without a disclaimer,≤100,3
675887005894180,Red de Salud de las Mujeres Latinoamericanas y del Caribe,These ads ran without a disclaimer,≤100,1
2238793973101135,Leonardo Ferraz,These ads ran without a disclaimer,≤100,10
108584201404731,La Civiltà Cattolica - Edición en español,These ads ran without a disclaimer,≤100,2
109791794235420,Asocaji,These ads ran without a disclaimer,≤100,1
107040575646313,Renata Marina,These ads ran without a disclaimer,≤100,15
442714592765048,Mayra Berenice En Vivo,These ads ran without a disclaimer,≤100,2
108319645648582,MyQuiz,These ads ran without a disclaimer,≤100,4
138278482866502,The Wrestling Game,These ads ran without a disclaimer,≤100,1
100357715349653,Noticias del Oso,These ads ran without a disclaimer,≤100,4
103377668330393,Mirësi Për Botën,These ads ran without a disclaimer,≤100,4
110427264766974,TurisTi-Nic,These ads ran without a disclaimer,≤100,1
108210467509014,The HEY Campaign,These ads ran without a disclaimer,≤100,6
101359732304206,Share_M113_x2,These ads ran without a disclaimer,≤100,2
109583494796084,Veeleaf,These ads ran without a disclaimer,≤100,1
100912541413695,Más Impulso,These ads ran without a disclaimer,≤100,3
105265520843054,Great Movies,These ads ran without a disclaimer,≤100,1
663846023649419,Angy Joyas,These ads ran without a disclaimer,≤100,2
1057037797761604,Universidad José Martí de Latinoamérica Campus Mérida,These ads ran without a disclaimer,≤100,2
113003476380,IPYS,These ads ran without a disclaimer,≤100,2
112789051839751,Biny,These ads ran without a disclaimer,≤100,1
102241185523610,PolitiK,These ads ran without a disclaimer,≤100,1
101510665889084,Tapon-Estilo explosivo novela,These ads ran without a disclaimer,≤100,5
116704324641637,Fundacion De Búsqueda Y Rescate De Migrantes,These ads ran without a disclaimer,≤100,3
107174505331275,La Mansion de las Ideas,These ads ran without a disclaimer,≤100,1
1085228278277905,Apostle Joanne,These ads ran without a disclaimer,≤100,4
101567018665085,Kiupik Queer Media,These ads ran without a disclaimer,≤100,1
106394965482360,Pedro Cardoso,These ads ran without a disclaimer,≤100,1
2261413827506055,Diálogo Político,These ads ran without a disclaimer,≤100,2
118302564611246,Asamblea Nicaragüense por la Democracia,These ads ran without a disclaimer,≤100,1
1768832216739100,CEMarin,These ads ran without a disclaimer,≤100,2
137442569445398,TRUCK BR USA,These ads ran without a disclaimer,≤100,33
802090139805877,Tony Marioghae,These ads ran without a disclaimer,≤100,5
175097051698,Fidhelios,These ads ran without a disclaimer,≤100,1
1984620174988993,1945 Air Force,These ads ran without a disclaimer,≤100,1
107924793226971,Última trinchera,These ads ran without a disclaimer,≤100,1
109484729082711,Climate Tracker,These ads ran without a disclaimer,≤100,4
110251704784438,The Ashley Lashley Foundation,These ads ran without a disclaimer,≤100,2
111566261982249,The Next Wave - הגל הבא,These ads ran without a disclaimer,≤100,4
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,30
29283722950,Revista Medicina y Salud Pública,These ads ran without a disclaimer,≤100,2
104897268381196,LeNovel,These ads ran without a disclaimer,≤100,12
104015742220554,Mimic,These ads ran without a disclaimer,≤100,7
102113055573820,adrianadocarmofigueiredo,These ads ran without a disclaimer,≤100,3
102835892869313,M.E.T Global Store,These ads ran without a disclaimer,≤100,1
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,≤100,6
2137506479796752,Unidad Nacional Azul y Blanco,These ads ran without a disclaimer,≤100,1
190638967645704,Maersk,These ads ran without a disclaimer,≤100,3
121920741157559,Real Valladolid C.F. S.A.D,These ads ran without a disclaimer,≤100,3
1256690557709650,Wholesale A4 Copy Papers - Buy Cheap A4 Copy Papers,These ads ran without a disclaimer,≤100,1
147263715456655,Irrazonables,These ads ran without a disclaimer,≤100,1
463117277060098,Franja Visual,These ads ran without a disclaimer,≤100,1
100479411618465,Orato,These ads ran without a disclaimer,≤100,3
1594062377541802,UNFPA Nicaragua,These ads ran without a disclaimer,≤100,3
109754452061707,Ebenezer Afolabi,These ads ran without a disclaimer,≤100,1
109857814015546,SOStenibles,These ads ran without a disclaimer,≤100,2
106120175623925,A-thletes.media,These ads ran without a disclaimer,≤100,7
292351509697,Jerusalem Prayer Team,These ads ran without a disclaimer,≤100,1
111622410196045,State of Youth,These ads ran without a disclaimer,≤100,14
1892960024315209,Red Católicas por el Derecho a Decidir de América Latina y el Caribe,These ads ran without a disclaimer,≤100,2
105848558790469,"Word Office - Reader, Editor & Viewer",These ads ran without a disclaimer,≤100,1
727248267455920,Camila's fashion,These ads ran without a disclaimer,≤100,3
640089569347286,"New Zealand Embassy, Mexico City",These ads ran without a disclaimer,≤100,5
334422936429906,Voraciouuus Blog,These ads ran without a disclaimer,≤100,2
147524361967377,Cocinero del Año México,These ads ran without a disclaimer,≤100,1
122106502622004348,Importaciones Express,These ads ran without a disclaimer,≤100,1
102464982799831,Petroil,These ads ran without a disclaimer,≤100,3
108940641362278,"Praxis TV - Escuela de Filosofía, UNA",These ads ran without a disclaimer,≤100,1
102049429241930,Entretenimiento,These ads ran without a disclaimer,≤100,1
44389181906,BehindTheChair.com,These ads ran without a disclaimer,≤100,1
9179830029,Queen Mary University of London,These ads ran without a disclaimer,≤100,12
52156396459,Workhuman,These ads ran without a disclaimer,≤100,1
112147831902634,Ângela Martínez,These ads ran without a disclaimer,≤100,1
182593508465377,Centro de Investigación y Capacitación Marítimo Pesquero - CIMAP,These ads ran without a disclaimer,≤100,1
421602101555402,Solidarity Economy Association,These ads ran without a disclaimer,≤100,1
111257452230362,𝙔𝙪𝙨𝙪𝙛 𝘾𝙝𝙖𝙢𝙗𝙚𝙧𝙨,These ads ran without a disclaimer,≤100,9
101236935303293,Trivia.com - Trivia,These ads ran without a disclaimer,≤100,10
113308084686127,Santuario Mayor del Amarre,These ads ran without a disclaimer,≤100,1
100331956155237,Arka,These ads ran without a disclaimer,≤100,1
357764431229,Center for Justice and International Law-CEJIL,These ads ran without a disclaimer,≤100,1
318820991498689,G-22,These ads ran without a disclaimer,≤100,1
488782827814626,International Labour Organization,These ads ran without a disclaimer,≤100,2
40661806646,Electronic Groove,These ads ran without a disclaimer,≤100,3
1400039696922366,Priceless Moment Productions and Events,These ads ran without a disclaimer,≤100,1
670081116392846,𝙏𝒊𝙚𝒎𝙥𝒐 𝒅𝙚 𝙈𝒖𝙟𝒆𝙧 𝙄𝒏𝙘.,These ads ran without a disclaimer,≤100,1
136606419725742,El Faro,These ads ran without a disclaimer,≤100,1
146627512070062,International Air Transport Association (IATA),These ads ran without a disclaimer,≤100,3
482602631823380,Recursos Humanos TV,These ads ran without a disclaimer,≤100,2
109121485612765,VIGO HR & Recruitment,These ads ran without a disclaimer,≤100,2
1656590977890066,IDEO U,These ads ran without a disclaimer,≤100,3
317463093373,The Akshaya Patra Foundation,These ads ran without a disclaimer,≤100,1
268034023788373,Foro Liberal de America Latina,These ads ran without a disclaimer,≤100,1
100570355996366,raquelcalue,These ads ran without a disclaimer,≤100,1
102222822667285,Créditos y Finanzas,These ads ran without a disclaimer,≤100,2
315603771494,Milaap,These ads ran without a disclaimer,≤100,30
116155101806729,CATIE (Centro Agronómico Tropical de Investigación y Enseñanza),These ads ran without a disclaimer,≤100,1
933310850194959,Israel Alliance,These ads ran without a disclaimer,≤100,7
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
101602921506001,Julianna Dubon,These ads ran without a disclaimer,≤100,1
122107795658000754,FLORY Green Material,These ads ran without a disclaimer,≤100,2
165590010172381,UDEFEGUA,These ads ran without a disclaimer,≤100,1
100635869603140,Los Protagonista Con Mauricio Huete Gutiérrez,These ads ran without a disclaimer,≤100,1
101978933230493,DHL,These ads ran without a disclaimer,≤100,2
100126212204265,Homebond Properties,These ads ran without a disclaimer,≤100,1
187991754570725,LaLiga,These ads ran without a disclaimer,≤100,1
136275719722184,Diario El Litoral Santa Fe,These ads ran without a disclaimer,≤100,1
102943332181244,InmigrarBien,These ads ran without a disclaimer,≤100,1
299612893242495,Noticias Nicaragua,These ads ran without a disclaimer,≤100,2
1500980146807748,DTC Energy Solutions,These ads ran without a disclaimer,≤100,6
103822974904636,Guía de Sexo Seguro,These ads ran without a disclaimer,≤100,5
106824858744480,4life Online Store,These ads ran without a disclaimer,≤100,1
448386009049067,"Popoyuapa, Bar Los Almendros. Rivas, Nic.",These ads ran without a disclaimer,≤100,1
109062097945462,Radio aurora Boreal,These ads ran without a disclaimer,≤100,1
628123024482516,Albaugh Centro América,These ads ran without a disclaimer,≤100,3
101869252545585,House of Power: The Game,These ads ran without a disclaimer,≤100,17
241664783089008,Xin,These ads ran without a disclaimer,≤100,3
206871509410716,Clacso - Consejo Latinoamericano de Ciencias Sociales,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,9
715337551812957,One Ummah,These ads ran without a disclaimer,≤100,12
109835701146997,AviNews América Latina,These ads ran without a disclaimer,≤100,4
109753348739502,Ocho pe eme,These ads ran without a disclaimer,≤100,1
106409538244845,Français au Canada,These ads ran without a disclaimer,≤100,1
104442131947319,ParentzTalk - Teenagers,These ads ran without a disclaimer,≤100,1
114302685099444,Lereader-Excellent Novel,These ads ran without a disclaimer,≤100,3
110273638831026,Brain Boost,These ads ran without a disclaimer,≤100,1
40775064593,Microsoft AI Cloud Partner Program,These ads ran without a disclaimer,≤100,2
154364391650120,Dr. Richard Saenz Coen,These ads ran without a disclaimer,≤100,1
112221226917224,RPS,These ads ran without a disclaimer,≤100,1
7248739415,YOOX,These ads ran without a disclaimer,≤100,1
168355627035490,Jóvenes en Movimiento,These ads ran without a disclaimer,≤100,1
106883638833589,El Cambio Posible,These ads ran without a disclaimer,≤100,6
101163591558152,PTC Therapeutics SAM,These ads ran without a disclaimer,≤100,1
102819212436057,Ucrania Último Minuto,These ads ran without a disclaimer,≤100,1
861734543866515,Teresa Galeano Psicóloga,These ads ran without a disclaimer,≤100,2
0,Instagram User 6250222042,These ads ran without a disclaimer,≤100,1
29056789480,Project Syndicate,These ads ran without a disclaimer,≤100,4
584272308252076,"Chavez Law Group, LLP",These ads ran without a disclaimer,≤100,1
105312739195327,Louise Marques,These ads ran without a disclaimer,≤100,1
134762503224216,ABBRobotics,These ads ran without a disclaimer,≤100,1
108501864861415,Corazón Canino,These ads ran without a disclaimer,≤100,1
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,≤100,13
21506277966,Acronis,These ads ran without a disclaimer,≤100,3
1740336349557186,Colby Jeffers,These ads ran without a disclaimer,≤100,3
238721176172335,ESET,These ads ran without a disclaimer,≤100,1
101198866281088,Ana Mariaa,These ads ran without a disclaimer,≤100,2
623220047870462,Amonette,These ads ran without a disclaimer,≤100,1
171195311682401,ParentzTalk - Activities,These ads ran without a disclaimer,≤100,2
110830261589525,Movimiento Nativo Americano de Mexico,These ads ran without a disclaimer,≤100,2
10423517786,Harvard Business Review,These ads ran without a disclaimer,≤100,1
315952816907,La India,These ads ran without a disclaimer,≤100,1
292059547321530,Tierno Amor,These ads ran without a disclaimer,≤100,2
1854102114877469,Mommy Daily Honduras,These ads ran without a disclaimer,≤100,1
184661098229492,Global Development Network,These ads ran without a disclaimer,≤100,1
104606311810920,Viviendo sin tapujos,These ads ran without a disclaimer,≤100,1
106973842317140,Sophia Ribeiro,These ads ran without a disclaimer,≤100,9
110242431205971,Ají Caribe TV,These ads ran without a disclaimer,≤100,2
179258128788331,Instituto de Politicas para la Sostenibilidad (IPS),These ads ran without a disclaimer,≤100,1
