Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
218607421334697,Sami ER,Sami Er,128342,68
104926655516717,Bursa'nın Nabzı,Bursa'nın Nabzı,128223,205
1407721196131682,Turgut Babaoğlu,Turgut Babaoğlu,127839,39
144592672068401,Turgay Akar,Turgay Akar,127700,30
191438957396932,Adil Sebati Ceylan,Adil Sebati Ceylan,127225,69
168905529647418,Anket Kafası,Anket Kafası,126962,135
1493744950841097,Kınık Belediyesi,Kınık Belediyesi,126508,81
1930475813747433,Anket Araştırma Merkezi,Rukiye Şeyma Aydın,126321,138
787833781580301,Kim Kimdir?,Adem Demirkol,125648,70
256516940872233,Fuat Gözaçan,fuat,125300,36
1583914108524934,Niyazi Nefi KARA,Niyazi Nefi KARA,125236,212
280518375356248,Osman Zolan,Osman Zolan,125152,49
171876329350342,Esin Köymen,Esin Köymen,125012,206
1566547806822462,Sertif Gökçe,Sertif Gökçe,124973,89
105489697685023,Gülşah Durbay,Gülşah Durbay,124682,51
169185232955085,Yılmaz Eser,Yılmaz Eser,124479,89
2004076883254641,Kenan Deniz,Kenan Deniz,124419,85
167200629814973,Mehmet Kaygusuz,Mehmet Kaygusuz,124234,91
114425925087182,Halil Güler,Nil Peri'ye Umut Ol,123647,32
160978740442011,Göker Gözütok İYİ Parti Talas Belediye Başkan Adayı,Göker Gözütok,123552,39
115213624871864,Bahadır Bumin Özarslan,Halil Ibrahim Yilmaz,122972,125
460475137715622,Kazım Yücel,Kazım Yücel,122754,46
163216300217191,Ali Coşkun,Ali Coşkun,121892,29
378633122196492,Lutfullah Kayalar,Serhan Kayalar,121777,95
218534194679032,Ahmet.Taylan.Melikgazi,Ahmet Taylan,121704,27
146234755411446,Mirasımız Derneği,(MİRASIMIZ) Kudüs ve Civarındaki Osmanlı Mirasını Koruma ve Yaşatma Derneği,121639,66
908649702648456,Dr. Levent Çağlancı,Dr. Levent Çağlancı,121021,23
195999540274470,Hatice Gençay,Meta Bilgi Teknolojiler,120995,23
228781856991510,Ahmet Cengiz,Saadet Partisi,120790,64
284272214758728,Bodrum'da KİM Kazanir?,SİENSİ SİYASAL,119125,26
1517345955208492,Bekir Kıvrım,Bekir Kıvrım,118808,57
108107585034488,Bahadır Erdem,Bahadır Erdem,117346,35
221802251011639,Mustafa Aysel,Mustafa Aysel,117194,56
101949464550960,Serhat Türkel,Serhat Türkel,117163,327
370465530355174,Mustafa Demir,Mustafa Demir,117147,376
235921709608872,Dr. Ayşegül Ovalıoğlu,Ayşegül Ovalıoğlu,116437,199
535720086896194,Dr. Ömer Selim Alan,Dr. Ömer Selim Alan,116019,181
119812957723746,Op. Dr. Gürhan Özcan,Op. Dr. Gürhan Özcan,115733,51
102759276133977,Sema Silkin Ün,Sema Silkin Ün,115558,163
106257739113036,Yudum Kaşıkçı,Yudum Kaşıkçı,115525,62
166954443999732,Pelinsu Yıldırım Demir,Pelinsu Yıldırım Demir,114803,72
278685259485472,Gazetem Balıkesir,Gazetem Balıkesir,114443,34
349536485450638,Murat Gürbüz,Murat Gürbüz,114367,67
106069245666958,Köksal Ünal,Köksal Ünal,114087,36
100345912204104,Nuri Cengiz,Cumhuriyet Halk Partisi,113364,348
272201409300596,Kubradursunresmi,Kübra Dursun,112917,20
638467872921843,Genç Gazete,Genç Gazete,112825,191
105372312520215,Levent Yenilmez - Şanlıurfa Bağımsız Milletvekili Adayı,Levent Yenilmez,112648,64
551584788250601,Dursun MİRZA,Dursun MİRZA,112626,257
138803699579571,Alacaklıyız,Alacaklıyız,112517,8
1292958904162605,Raksha Santram Saroniya,These ads ran without a disclaimer,112424,2
101316846258251,İbrahim Şenel,Ibrahim Şenel,112395,93
193001410560356,Nilüfer Çınarlı Mutlu,Nilüfer Çınarlı Mutlu,112339,156
348055142053277,Kedai jam tangan - CASIO,Özgür Yılmaz,112318,36
629825407448189,Şerdil Dara Odabaşı,Şerdil Dara Odabaşı,111455,213
434397883381006,Abdulkadir Uraloğlu,Abdulkadir Uraloğlu,111423,9
1581936098727585,Bilal Uludağ,These ads ran without a disclaimer,111398,52
224924450711070,Ersan Bilgin,Ersan Bilgin,111290,136
178885208642448,Mustafa Yayla,Mustafa Yayla,111084,35
102763220115006,Özel Bornova Mektebim Koleji,İzmir Sevinç Koleji,111059,14
184216541645979,Gebze Belediyesi,Gebze Belediyesi,110889,184
1803683629674363,Seçim Analiz,Seçim Analiz,110492,256
1652655528320877,Emre Yılmaz,Emre Yılmaz,110011,65
138391922701056,İbrahim Şirin,İbrahim Şirin,109971,95
253826447802884,Aşkın Tangiz,Biba Bilgibahçesi,109666,17
178293429557896,Fatih Kocaispir,Zeynep Turksen Kucukoglu,109596,70
107754875610654,10Haber,10 Haber,109507,52
655349114629011,Av. Ece Güner,Av. Ece Güner,109500,7
241479085707939,Yücel Dara Gökel CHP,YÜCEL DARA GÖKEL,109494,74
102841632670929,Türkiye Gönüllüleri,Türkiye Gönüllüleri,109082,138
132723290207753,Mert Kılıç Fan CLub.,Mert Kılıç Fan CLub.,109005,4
350774215112844,GZT,GZT,108550,19
101231274940810,Mehmet Sadık Tunç,Mehmet Sadık Tunç,108283,44
292810174193993,Vergi Mükellefi Savunucuları Derneği,Vergi Mükellefi Savunucuları Derneği,108206,11
168987709636717,Ömer Eşki,Ömer Eşki,108138,125
106263905770778,Ecz. Okan Şahin,Ecz. Okan Şahin,108090,42
200205506504679,Ali Büyüközdemir,Ali Büyüközdemir,107473,40
105886292614812,Bayram Çelik Amasya Belediye Başkan Adayı,Amasya Belediyesi,107022,93
1807684336017268,Rıdvan Eşin,Gökhan Öztürk,107015,56
130731686799718,Ahmet ORHAN,Ahmet Orhan,106873,65
113823067080077,DEVA Partisi Sivas İl Teşkilatı,Taha Kutlu Çevik,106667,95
1054063961424486,Ahmet Tural,Ahmet Tural,106650,59
145886842925261,Anıl Acurman,Anıl Acurman,106592,47
144295649058307,Ekrem İmamoğlu,İstanbul Dijital Medya,106104,39
370802392936678,Antalya Muratpaşa Belediyesi,Antalya Muratpaşa Belediyesi,105798,282
108903313097205,Neşet Tarhan,Bilgibahçesi,105735,46
531659673570977,Özer Kayalı,Özer Kayalı,105238,52
192426280613040,Ulaş Aydın,Onur Keskin,105222,39
109587468638786,Musa Ertugan,Musa ERUĞAN,105049,106
118519987873082,Nebi Hatipoğlu,Orangefox Agency,104849,58
252127538580716,Av. Süleyman Karadağ,Av. Süleyman Karadağ,104764,68
2291169097838019,Pınarhisar Belediye Başkanı İhsan Talay,Pınarhisar Belediye Başkanı İhsan Talay,104530,55
167745449762134,Ali Kemal Kara,Ali Kemal Kara,103743,71
2121003141279359,Refik Yılmaz,Refik Yılmaz,103249,137
696508180410320,Eyüp YILMAZ,Eyüp YILMAZ,103144,95
154738105215573,Bekir Şimşek,Bekir Şimşek,102623,97
1424394931135090,AK Parti Samsun İl Başkanlığı,Betul Zer,102580,25
365330117576683,Filiz Ceritoglu Sengel,Filiz Ceritoglu Sengel,101617,142
289270345073936,İsmail Hakkı Bakır,İsmail Hakkı Bakır,100755,97
110471555281943,Poddy Türkiye,Poddy Türkiye,100116,51
264929090882611,Behçet ALP,Behçet ALP,100074,89
1759643127582858,"T.C. Çevre, Şehircilik ve İklim Değişikliği Bakanlığı","T.C. Çevre, Şehircilik ve İklim Değişikliği Bakanlığı",100000,1
123335290754743,Tek Devlet,Hikmet Arslan,100000,34
990242071098718,Dr. Buğra Gökce,Dr. Buğra Gökce,99968,32
102332971381015,Eyyüp Tekiner,Eyyüp Tekiner,99467,156
109514177857013,Yeniden Refah Partisi Simav,Yeniden Refah Partisi Simav İlçe Başkanlığı,98504,184
100675732413915,Anket Adam,Anketci.Net,97811,77
238363898094485,Balıkesirin Sesi,Balıkesirin Sesi,97625,92
343004685846363,Hamdi Sedefçi,Hamdi Sedefçi,97307,75
442259025905513,Olgun Atila,Olgun Atila,97238,32
842962915908391,Seçim Oyunu,These ads ran without a disclaimer,97158,84
271801872676844,Erdal Tüfekçi - DSP Üsküdar Belediye Başkan Adayı,PAF Media,96959,18
108002215147250,Balıkesirin Gerçekleri,Balıkesirin Gerçekleri,96932,63
183688368167703,Ferdi Zeyrek,MEK AJANS VE YAZILIM SAN LTD ŞTİ,96402,16
117759707990578,Travel Blog,These ads ran without a disclaimer,96380,134
426339260809702,Oğul Aktuna,Oğul Aktuna,96211,51
1787739418209100,Yusuf Ziya Günaydın,Yusuf Ziya Günaydın,96090,101
183704094836102,Mehmet Köseoğlu,Mehmet Köseoğlu,96021,43
167183990005813,Dr. Candan Yüceer,Dr. Candan Yüceer,96014,83
276601603241470,Dr Emre Çakır,Emre Çakır,95483,37
204414699979378,Davut Çetin,Davut Çetin,95481,33
101513841785199,Mustafa Gökçe,Mustafa Gökçe,95445,249
1481865401841739,Müge Yıldız Topak,Muge Yildiz Toprak,95075,83
1922449698068218,Haber Global,These ads ran without a disclaimer,94900,14
103499452465883,Özdemir Manavoğlu,Özdemir Manavoğlu,94885,16
100308889524493,Türkiye Yüzyılı,Arda Akın,94639,40
165406316984995,Ömer Açıkel,Ömer Açıkel,93817,67
203556996180034,Sudiye Gizem Aksoylu,Sudiye Gizem Aksoylu,93363,87
1776545895921237,Nedersiniz,Nedersiniz,93097,146
101676781827774,İsmail Aynacı  GÖlcük Belediye Başkan Adayı,İsmail Aynacı  GÖlcük Belediye Başkan Adayı,92910,85
183294108211947,En Genç Festival,Laf Dijital Tasarım Reklam Org. Dan. Tic. Ltd. Şti.,92892,9
459314071262613,Zeynettin Aydın,Zeynettin Aydın,92847,528
121255219270912,أفضل ألعاب الحرب العربية لعام 2022,These ads ran without a disclaimer,92746,7
1627339327381147,Ali Dinçer,Ali Dinçer,92717,42
241355602399508,YeniMikrofon,Yeni Mikrofon,92379,9
104606505943488,Bilal Bilici,Bilal Bilici,92291,61
960274037694505,Hüseyin Aydoğan,Hüseyin Aydoğan,92265,58
161169073754869,Özay Kartal,özay kartal,92197,48
1584738611803529,Volkan Yılmaz,Volkan Yılmaz,92011,103
244339792096054,Tonguç Çoban,Tonguç Çoban,92001,110
1375815562662803,Ergin Aydın,Ergin Aydın,91951,124
442270952898050,Ahmet Sel,Ahmet Sel,91861,43
156514087702491,Lancôme,These ads ran without a disclaimer,91670,3
596449673702582,Gaziantep Büyükşehir Belediyesi,Gaziantep Büyükşehir Belediyesi,91435,42
164573263410915,Sinan Akdeniz,Sinan Akdeniz,91030,19
141309809062603,Daha Büyük Daha Kulüp,Daha Büyük Daha Kulüp,90894,115
248986568895243,Speechify,These ads ran without a disclaimer,90821,22
434296883354034,Bekir Ödemiş,Bekir Ödemiş,90254,19
212352865292300,Rıfat UZUN,Rıfat UZUN,90177,73
145949775272589,Akıl Odası,Akıl Odası,90060,183
184552804915277,Dr. Hasan Akgün,Arslan Bilgi Teknolojileri Ltd. Şti.,89960,59
111091788630220,Aykut Kaya,Aykut Kaya,89915,85
582244345180456,Erdoğan Uyan,Erdoğan Uyan,89689,9
206541136053869,Behçet SAATCI,Behçet Saatcı,89472,25
107288815672219,Abdullah Öğe,Abdullah Öğe,89378,71
2244264135618666,Bünyamin Çiftçi,Bünyamin Çiftçi,89325,165
323258785068047,Yeniden Refah Partisi Konya İl Başkanlığı,Yeniden Refah Partisi Konya İl Başkanlığı,89099,31
109404688809999,Balıkesir Haber,Balıkesir Haber,88652,4009
243807888814470,Herkesin Başkanı,Herkesin Başkanı,88452,47
124509084079269,Av.Muhammet ERGİN,Av.Muhammet ERGİN,88431,100
224563670743607,Durali Kolpak,Durali Kolpak,88373,35
498108350567415,Nilüfer Deveci,Nilufer Deveci,88359,462
106556585368140,Ankara Kapısı,Ankara Kapısı,88337,17
105309119124010,Sezer Ateş,SEZER ATEŞ İNŞAAT SANAYİ TİCARET LİMİTED ŞİRKETİ,88056,139
385046671921670,Taylan Yıldız,Webolizma,87998,62
176999228840273,Dr. Bayram Baş,Dr. Bayram Baş,87559,108
125929523942653,Darla Flores,These ads ran without a disclaimer,87301,1
351281989311609,Mehmet Savran,Mehmet Savran,86774,113
178434335354722,İsmail SÜMER,İsmail Sümer,86731,14
100529622325719,İbrahim Yılmazer,İbrahim Yılmazer,86701,44
105973330756910,Tükenmez Haber,Tükenmez Haber,86584,288
319726958236378,Turan Yaldır,Turan Yaldır,86374,155
240068619192335,Adnan Öztekin,Adnan Öztekin,86367,59
1671296649790835,Rahman Şeker,Rahman Şeker,86304,60
186342974556039,Ömer İşçi,Ömer İşçi,86273,211
674523449330207,Yavuz Aydın,Yavuz Aydin,85759,106
213416288524406,Kırklareli IYI Parti Belediye Başkan Adayı Ali Dermenci,Kırklareli Belediye Başkan Adayı Ali Dermenci,85704,59
1657215431168321,Mustafa Gültak,Mustafa Gültak,85559,92
101524892241906,Ne10 Balıkesir,NE10 Balıkesir,85399,28
498579987170393,العدسة  The Lens,thelenspost,85275,339
200954603092856,Ramazan Uğural,Ramazan Uğural,85165,56
136130166537386,AK Parti Bursa İl Başkanlığı,AK Parti Bursa İl Başkanlığı,84999,4
212717791921757,Dr. Ali Öz,Dr. Ali Öz,84961,24
185217281351081,Dr.Recep Hacı,Dr.Recep HACI,84923,42
102869185961399,Özkan Özgüven,Özkan Özgüven,84890,53
1998130653848755,Ramazan Kaşlı,Ramazan Kaşlı  MHP Aksaray Milletvekili,84650,91
1609544319263797,Dr.Hakan Bahadır,Dr.Hakan Bahadır,84543,8
112589435185008,Alper ŞEN,Alper ŞEN,84416,205
209175722605698,Saffet Sancaklı,Saffet Sancaklı,84262,34
631621816870128,Jorge Minaya,These ads ran without a disclaimer,84154,93
107571122038632,Volkan DOĞER,Volkan DOĞER,83963,28
192597068039350,Ahmet Pekyatırmacı,Ahmet Pekyatırmacı,83894,73
238501969350466,Antalyada Gündem,Antalyaningundemi,83646,18
236129349575769,Mehmet Yüksel,Mehmet Yüksel,83593,63
528071707564813,Uğurhan Tiryaki,Uğurhan Tiryaki,83401,80
192043453988192,Mehmet Ertaş Edremit,Mehmet Ertaş,83383,123
179347871920343,Alaattin Köseler,Alaattin Köseler,83275,157
1549001288690227,Elegance Promosyon,Elegance Promosyon,83007,34
101094279289059,Melike Bilgin Bulut,Melike Bilgin Bulut,82847,82
1395732404017113,Kazım Kurt,Kazım Kurt,82725,29
183045144892810,Mehmet Öngen,Ramada Kazdağları,82617,24
249419712646803,Ertuğrul Karagöl,Ertuğrul Karagöl,82613,142
193617604020334,Aykut Erdoğdu,Aykut Erdoğdu,82278,145
552161721465960,Otuz Dokuz Kırklareli,Otuz Dokuz Kırklareli,82235,31
101315571670453,Webagron Tarımsal İçerik Platformu,Webagron Tarımsal İçerik Platformu,81860,1543
1598169540447694,Selçuk Kavuşan - Buca Belediye Başkan Adayı,Selçuk Kavuşan - Buca Belediye Başkan Adayı,81734,58
302818329858213,Orhan Ekici,Orhan Ekici,81723,10
100831549358373,Ahmet ERGİN.,Ahmet ERGİN.,81301,181
1638155743074134,Ertan Aksoy,Ertan Aksoy,81261,10
592931414810232,Çetin Çoklar,Çetin Çoklar,81059,97
109582040400900,Sadık Altunok,Sadık Altunok,80774,42
199244216594658,Resul Emrah Şahan,Emrah Şahan,80540,26
271683389351157,Ataner Orkunoğlu,Ataner Orkunoğlu,80534,25
230592333477305,Mesut Hekimoğlu,Olay Ajans,79749,57
203750799482895,Yavuz Kurt,Yavuz Kurt,79697,72
104555602151780,Ebrar Nura Umutol,Emrah Bilaloglu,79402,7
719183108201915,Abdullah AKIN,Abdullah AKIN,79306,36
516137045398261,Elif Doğan Türkmen,Elif Doğan Türkmen,79239,31
347272672039678,Nestlé Türkiye,Nestlé Türkiye,79222,6
202138632987890,İrfan Yılmaz,Osman Berkay Ekin,79074,30
452616804809428,Naşit Birgüvi,Naşit Birgüvi,79051,30
208721532331043,Orcun.sekercioglu,Orcun.sekercioglu,78792,82
562032273927974,Saadettin Aslan,Saadettin Aslan,78765,78
242411472279704,Zafer Mutlu,rn medya,78729,69
102074732873106,İbrahim Sezer,İbrahim Sezer,78712,33
195427533651754,İhsan Kurnaz,İhsan Kurnaz,78630,83
114357406669727,ABB TV,Antalya Büyükşehir Belediyesi,78529,618
332534100171742,Mehmet Öntürk,Mehmet Öntürk,78505,21
2331568353729375,Bowling Crew,These ads ran without a disclaimer,78484,7
490039544352013,HÜDA PAR  -  Hür Dava Partisi,HÜDA PAR  -  Hür Dava Partisi,78005,144
254010214466909,BTP Bursa,BTP Bursa,78001,15
2376301109069641,Bağımsız Türkiye Partisi Gaziantep İl Başkanlığı,Bağımsız Türkiye Partisi Gaziantep İl Başkanlığı,77920,25
185059721347048,Mehmet Çon,MEHMET ÇON,77876,7
406739569428534,Enver Yılmaz,Enver Yılmaz,77807,71
928921137187670,ALİ UÇAK,Volkan Erel,77411,24
106069795796596,Ali Acar,Ali Acar,77378,78
122991630907911,Prof. Dr. Hamdi Doğan,Prof. Dr. Hamdi Doğan,77100,81
103600599696758,Muğla Net Haber,Muğla Net Haber,76890,6
117837434596471,Mehmet Koçer,MEHMET KOÇER,76844,30
105930572489375,Mehmet Ali Karamemiş,Mehmet Ali Karamemiş,76678,67
2028274240749386,Celal Köse,Celal Köse,76648,201
101430358946575,Kim Kimdir,Kim Kimdir,76267,10
145385342000693,Murat Değirmenci,murat değirmenci,76213,126
1406917839372661,Ulaş Çetinkaya,Ulaş Çetinkaya,76178,41
274475286702,Muharrem İNCE,Muharrem İNCE,76046,22
183114698221622,Ömer Özalp,Ömer Özalp,76024,46
200954603092856,Ramazan Uğural,Pandastic Studio,75989,36
109091011430956,Ultra Fighter: Supernova,These ads ran without a disclaimer,75970,10
391180334304700,Saadet Pendik,SAADET PARTİSİ PENDİK İLÇE BAŞKANLIĞI,75816,42
228907670302264,Özgür Erman Çağlar,Özgür Erman Çağlar,75806,99
273615922492924,Yavuz Kurt,Yavuz Kurt,75757,47
611939128846430,haber55tv,Haber55tv,75211,49
102620539377556,Mustafa Karaman,Mustafa Karaman,74522,30
172826496755733,Atsız Afşın Yılmaz,Atsız Afşın Yılmaz,74248,68
114141677114019,Necdet Türk,Necdet Türk,73910,61
130943327556153,Forex Yatırım Danışmanı,These ads ran without a disclaimer,73711,1
627174524069383,Hüseyin Aksu,Hüseyin Aksu,73697,39
106326861387430,Çorum BTP,Çorum BTP,73399,27
126618660543968,İbrahim Sezer,İbrahim Sezer,73284,41
111514892225875,Eğriçayır,These ads ran without a disclaimer,73124,3
950489035141119,Veysel Alkan,Veysel Alkan,73120,15
227738437087915,Av. Abdulmuttalip Demirel,IŞIK,73068,68
197287493476117,Mehmet Habalı,Mehmet Habalı,73030,35
272378855950312,Av. Dr. Özgün Öztunç,Özgün Öztunç,73000,37
545629665828465,M. Mustafa Kocaman,M. Mustafa Kocaman,72822,63
189027680970405,Yeni1Mahalle,Acom Medya,72597,57
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,72476,63
183033055966914,Ergun Özgün,Ergun Özgün,72329,85
294307177954960,Mustafa Anayurtlu,Mustafa Anayurtlu,72328,34
237239806128695,İdris Turgut,Yeniden Refah Partisi,72297,152
636254673172634,Serkan Kalmaz,Serkan Kalmaz,71961,33
335392516664557,Mehmet Genç,Mehmet Genç,71575,100
146410015225775,Alaattin Köseler,Alaattin Köseler,71523,65
342363839525905,Teoman Mutlu,Yerli ve Milli Parti,71132,68
104384169250382,Ahmet Karadağ,Ahmet Karadağ,71023,58
190972494104694,Haber Cumhur,Haber Cumhur,70952,3
384253308772552,Süleyman Topcu,Süleyman Topcu,70932,39
262531720269694,Pınar Güngör Özinan,Pınar Güngör Özinan,70817,11
625043047587195,Abdullah Sönmez,Abdullah Sönmez,70713,25
171223536255246,WHO Regional Office for Europe,These ads ran without a disclaimer,70624,8
158077404753235,Çanakkale Zafer Gazetesi,Zafer Durmaz,70463,1254
805926876122264,Suat Özçağdaş,Suat Özçağdaş,70439,52
368870663488637,Mahmut Arıkan,Saadet Partisi,70414,140
209245712281216,Hasan Basri İNAN,Hasan Basri İnan,70300,61
226017210601419,Dr. Muzaffer Ertürk,Servet TÖRER,70137,59
450498895112271,Murat Köse,Murat Köse,70000,6
100988202794512,Eu News Life,These ads ran without a disclaimer,69936,37
139520652588621,Halit Germen,halit germen,69083,197
182798518724690,Ekspres Gazetesi,Ekspres Gazetesi,68701,17
261879927005443,Mehmet Kıvrak 09,Bilmar Bilişim Teknolojileri Ltd. Şti.,68354,50
206846302518967,Izzeddin Alkan,izzeddin alkan,68324,48
261509700374020,T.C. Orhan Çerkez,T.C. Orhan Çerkez,68012,77
821150371248664,Özgürlük Araştırmaları,Özgürlük Araştırmaları,67754,65
234629766401273,Ahmet Muhammet Pişirici,Ahmet Muhammet Pişirici,67608,58
266042103252190,Zekeriya Eroğlu,Zekeriya Eroğlu,67600,11
191564567365206,R.İrfan Özkutlu,Özkutlu Mobilya -Ramazan İrfan Özkutlu,67494,29
772187612859346,Erkan Haberal,Erkan Haberal,67438,29
235422086317236,M. Cemal Öztaylan,M. Cemal Öztaylan,67260,98
130021167171935,Hüseyin Keskin,Hüseyin Keskin,67196,63
100675732413915,Anket Adam,Anketci.net,67188,159
194641217076644,İsmail Öztürk Yeni,Goreel Works,67113,36
545629665828465,M. Mustafa Kocaman,Serhat Gunduzalp,66892,63
407523913355550,Bekir Eryılmaz,Bekir Eryılmaz,66768,34
103728271055286,Selçuk Kılıçaslan,Selcuk Kilicaslan,66557,81
143217525724589,Mynet,These ads ran without a disclaimer,66526,5
103583814427116,Tolga Arslan,Tolga Arslan,66486,167
125182337351567,Mehmet Sabri Yüce,Mehmet Sabri Yüce,66383,37
239162832615494,BEKİR Öztekin,bekir öztekin,65983,15
483282718428036,Meral Akşener,Meral Akşener,65782,2
101066202889135,Didem Güner,Didem Güner,65758,44
197750943681205,Antalya Büyükşehir Belediyesi,Antalya Büyükşehir Belediyesi,65535,441
113710648366786,Beytullah Karataş,Beytullah Karataş,65381,181
384310552340229,Erdinç Altıok,Erdinç Altıok,65353,101
304050090205252,Nuri TEKİN,Melih Süren,65178,33
1403910973179660,Samsun Büyükşehir Belediyesi,Samsun Büyükşehir Belediyesi,65119,146
868586233236465,Hasan Togar,Hasan Togar,65029,104
1039045596112374,Vatan Partisi İzmir İl Başkanlığı,Vatan Partisi İzmir İl Başkanlığı,64916,17
