Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
106744588230288,SINOTALKS.COM,These ads ran without a disclaimer,284,1
102497746096944,WiN FUND,These ads ran without a disclaimer,284,2
106607685607820,California003,These ads ran without a disclaimer,284,2
106113818909175,shahnaz_soil,These ads ran without a disclaimer,284,1
127203033982620,GATE - Global Action for Trans Equality,These ads ran without a disclaimer,284,1
102511496074524,Bonjour-32,These ads ran without a disclaimer,284,1
553737021364990,The Nation's Christ-based Leader/Healing & Wholeness,These ads ran without a disclaimer,284,7
101801896033176,Light1297_02,These ads ran without a disclaimer,284,8
152292984850728,International Monetary Fund,These ads ran without a disclaimer,284,1
111029168523495,Kznfviwbcmzd,These ads ran without a disclaimer,284,1
111251771182202,Number 1 Victim Of Crime,These ads ran without a disclaimer,284,2
118255397832845,Insaf Labour Wing AJK,These ads ran without a disclaimer,284,1
104707422460935,Pir Moammar Housni Rasool,These ads ran without a disclaimer,284,1
104980492469454,T1215-4,These ads ran without a disclaimer,284,1
117802044528070,Cinq-06,These ads ran without a disclaimer,284,1
349262239259962,Justice For KP Police,These ads ran without a disclaimer,284,1
109137762070347,Cinq-05,These ads ran without a disclaimer,284,1
116428714767794,Aliya mobiles,These ads ran without a disclaimer,284,1
2572166726130246,Miracles in America with David E. Taylor,These ads ran without a disclaimer,284,2
101317189923569,WANG,These ads ran without a disclaimer,284,1
100103929605231,Texas004,These ads ran without a disclaimer,284,1
104124119225130,Abid Sher,These ads ran without a disclaimer,284,1
109859498091797,Young Tajir Group Haripur ینگ تاجر گروپ ہری پور,These ads ran without a disclaimer,284,1
303624683019094,HACEY's Health Initiative,These ads ran without a disclaimer,284,4
107624024769383,jerrymcgrath,These ads ran without a disclaimer,284,2
141289332596921,PECB,These ads ran without a disclaimer,284,2
203054767064,World Institute on Disability,These ads ran without a disclaimer,284,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,284,11
137704262972584,MobiHealthNews,These ads ran without a disclaimer,284,1
1461019957283995,Jade-Abresham هفته نامۀ جاده ابریشم,These ads ran without a disclaimer,284,1
395997657147730,صحيفة الشعب اليومية أونلاين بالعربية,These ads ran without a disclaimer,284,2
116022858068961,Magic1435-03,These ads ran without a disclaimer,284,1
121027706313,GlobalSpec,These ads ran without a disclaimer,284,1
104404948072,Ema Arius,These ads ran without a disclaimer,284,4
110099321973042,Trois-02,These ads ran without a disclaimer,284,1
665247660178918,RapTrapperz,These ads ran without a disclaimer,284,4
109464205239040,perceptivefocus,These ads ran without a disclaimer,284,1
100444186236886,Clearlove004,These ads ran without a disclaimer,284,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,284,1
100539877985698,Spotlight Beijing,These ads ran without a disclaimer,284,1
112626246848170,Say Enough,These ads ran without a disclaimer,284,2
171188096278078,Exploring with UQ,These ads ran without a disclaimer,284,1
102089678252706,Rotary Club for Global Action,These ads ran without a disclaimer,284,1
354397697217,IEEE Xplore,These ads ran without a disclaimer,284,3
109664785376922,Magic1508-01,These ads ran without a disclaimer,284,1
179215176131324,HEC Scholarships Pakistan,These ads ran without a disclaimer,284,1
500998506604927,Čínský rozhlas pro zahraničí,These ads ran without a disclaimer,284,1
178398278963879,Syed Kausar Abbas,These ads ran without a disclaimer,284,1
105436942223080,"Yixing, China's Pottery City",These ads ran without a disclaimer,284,5
698054070568219,Muhammad Danish Jinia,These ads ran without a disclaimer,284,1
526327500799853,China.org.cn,These ads ran without a disclaimer,284,2
705174796545823,CSCEC EGYPT,These ads ran without a disclaimer,284,1
102896729338425,Baga1402_03,These ads ran without a disclaimer,284,6
101750192796200,Emd chat3,These ads ran without a disclaimer,284,2
115490988121968,Magic1423-02,These ads ran without a disclaimer,284,2
104450505300957,Rahnuma,These ads ran without a disclaimer,284,1
103279589378904,Awe11,These ads ran without a disclaimer,284,1
154680184946903,Superplastic,These ads ran without a disclaimer,284,1
1767096530199949,Zhejiang University,These ads ran without a disclaimer,284,4
109062828734912,Юридические услуги,These ads ran without a disclaimer,284,2
500243826689996,Wisdom of Solomon's Proverbs,These ads ran without a disclaimer,284,4
119989356055354,Pakistan Boat Rally,These ads ran without a disclaimer,284,1
104980095850481,Magic1508-03,These ads ran without a disclaimer,284,2
112063658502285,makubaaffects,These ads ran without a disclaimer,284,1
108409145142411,Maqbool Official,These ads ran without a disclaimer,284,2
435381440344317,Dylan Ogline,These ads ran without a disclaimer,284,8
103394252403841,"Khurram Ali Mirza,Senior Worker Pakistan People's Party  Hyderabad",These ads ran without a disclaimer,284,1
103755685914278,Rapid president,These ads ran without a disclaimer,284,1
220348505097466,CH Muhammad  Umar Ali UC 32 Islamabad.,These ads ran without a disclaimer,284,1
112780358374284,Mode Milane Miller Inc.,These ads ran without a disclaimer,284,1
101490372692274,Maque03,These ads ran without a disclaimer,284,3
81348477963,Archbishop Nicholas Duncan-Williams,These ads ran without a disclaimer,284,1
101880652834465,Magic1602-01,These ads ran without a disclaimer,284,1
114239498263321,Together We Rise,These ads ran without a disclaimer,284,1
2272485479733990,Consulate General of China in Erbil,These ads ran without a disclaimer,284,3
131052503759881,Câmara de Comércio de Moçambique,These ads ran without a disclaimer,284,1
102023009327901,Global Compassion Coalition,These ads ran without a disclaimer,284,4
100255182999789,Magic1508-06,These ads ran without a disclaimer,284,1
102830139403510,Magic1674-03,These ads ran without a disclaimer,284,6
70877580782,IFC - International Finance Corporation,These ads ran without a disclaimer,284,4
102677335751728,Jess The Best,These ads ran without a disclaimer,284,1
1466134826953472,Kenali Beijing,These ads ran without a disclaimer,284,1
19595510126,Annual Reviews,These ads ran without a disclaimer,284,3
13477887709,New Tactics in Human Rights,These ads ran without a disclaimer,284,1
124027207643310,Darin Epsilon,These ads ran without a disclaimer,284,1
101300369251213,EyeworldNews4u,These ads ran without a disclaimer,284,2
1442705942628918,Sahara Village Old Age Home.,These ads ran without a disclaimer,284,1
784689321575366,OV Holidays,These ads ran without a disclaimer,284,2
102624989336499,Jinnvseee,These ads ran without a disclaimer,284,5
111078398487961,London002,These ads ran without a disclaimer,284,1
897091320427120,LSE International Inequalities Institute,These ads ran without a disclaimer,284,1
110125708171279,Tactical Cowboy Training Solutions,These ads ran without a disclaimer,284,1
109417718569522,Plat Service,These ads ran without a disclaimer,284,1
276313976087624,IslamToday with Mufti Akhtar Orakzi,These ads ran without a disclaimer,284,1
1801328446843268,Steve Moretti,These ads ran without a disclaimer,284,1
108211672155757,datdesibaji,These ads ran without a disclaimer,284,1
499104767228521,Banigala News And Information,These ads ran without a disclaimer,284,1
108807418502504,White Windmills on the Aegean Coast,These ads ran without a disclaimer,284,1
531929043662333,Al Sharq Youth الشرق الشبابي,These ads ran without a disclaimer,284,2
106622552717124,VOA Dari,These ads ran without a disclaimer,284,1
101884932755691,California004,These ads ran without a disclaimer,284,1
1641750622705918,Obaid shah,These ads ran without a disclaimer,284,1
101747855203063,soul_connection4u,These ads ran without a disclaimer,284,1
107345492681211,SZABIST,These ads ran without a disclaimer,284,1
106347774982499,Giving Hope For Them,These ads ran without a disclaimer,284,1
104079065856982,desitalkiespodcast,These ads ran without a disclaimer,284,1
472729106452989,iTecknologi,These ads ran without a disclaimer,284,2
162682437783400,Haroon Chaudhry MD,These ads ran without a disclaimer,284,1
266790296879,Bloomberg,These ads ran without a disclaimer,284,5
108265084241265,Traded: Venture Capital,These ads ran without a disclaimer,284,1
105965968962098,Wali Kaseem,These ads ran without a disclaimer,284,1
110983733684983,"La Salle Australia, New Zealand, Pakistan, Papua New Guinea",These ads ran without a disclaimer,284,2
106006425725912,Pakistan 1,These ads ran without a disclaimer,283,1
120437430938970,Syed Mohammad Kirmani,These ads ran without a disclaimer,283,1
110378153903883,National Dialogue on Climate Change,These ads ran without a disclaimer,282,1
103413217739591,Voicepk.net,These ads ran without a disclaimer,282,1
105994978526970,Gujranwala Alerts,These ads ran without a disclaimer,282,1
106923372278911,Usman Mushtaq Chaudhary,These ads ran without a disclaimer,281,3
484816151665523,Asadullah khan wazir,These ads ran without a disclaimer,281,1
108401761986142,Authorised reseller Hrvatska,These ads ran without a disclaimer,281,1
113002131698465,Zahid Khan Official,These ads ran without a disclaimer,279,1
102301505565257,PPAT - PPHF,Haider Munir,278,1
315603771494,Milaap,These ads ran without a disclaimer,276,45
105728695286283,الشرق للأخبار - السودان,These ads ran without a disclaimer,275,2
106746058508913,Folkloristan,These ads ran without a disclaimer,275,1
104711245571101,Rumitek,These ads ran without a disclaimer,274,1
102785762342399,Crazy Products Pk,These ads ran without a disclaimer,274,1
115411716680715,Mian Aamir Shahbaz,These ads ran without a disclaimer,274,6
102830746104447,AIOM,These ads ran without a disclaimer,272,1
1289843507717324,Youth for Asia,These ads ran without a disclaimer,270,2
116669058003433,Magic1674-04,These ads ran without a disclaimer,269,2
105806708960852,Webfic - Read Romance Story,These ads ran without a disclaimer,269,4
100344992990530,Magic1418-02,These ads ran without a disclaimer,269,3
110906265860,The Andrew Schulz,These ads ran without a disclaimer,269,6
115393638502087,CPHI,These ads ran without a disclaimer,269,10
100851609659466,unrisd,These ads ran without a disclaimer,269,1
123714007722849,Studio Awais 319-Online Art Academy,These ads ran without a disclaimer,269,1
589165787911608,Omar Ayub Khan,These ads ran without a disclaimer,268,2
107929192120724,Seeking Everything,These ads ran without a disclaimer,268,1
116916221311072,Hafiz Shoukat Ali Seddiqui,These ads ran without a disclaimer,267,1
567784360408219,Tangi Media Network,These ads ran without a disclaimer,266,1
1994312484208491,Sajjad Siyal,These ads ran without a disclaimer,266,1
625283117549644,AZIZ ULLAH KHAN,These ads ran without a disclaimer,265,1
108459918464379,__thereforyou___,These ads ran without a disclaimer,264,1
844525778957371,ALI Hasnain Bhatti,These ads ran without a disclaimer,264,1
986753688012578,Imam Barga Sheikha Wa Masjid e Haideria Mujahidabad Mughalpura Lahore,These ads ran without a disclaimer,264,1
106386158767588,DOPE Quick Reads,These ads ran without a disclaimer,264,7
106881482297981,Six-04,These ads ran without a disclaimer,264,1
124252504303223,UNICEF (FR),These ads ran without a disclaimer,264,2
107418201393795,Sami khan yousuzai official,These ads ran without a disclaimer,264,1
105885535599394,Coach Cecil,These ads ran without a disclaimer,263,1
107976338649995,Victory Marketing & Builders,These ads ran without a disclaimer,262,1
100502052804913,Sukoon-e-Qalb Welfare Foundation,Sukoon-e-Qalb Welfare Foundation,262,1
289436937808389,"Amjad Hameed Chohan ""Official""",These ads ran without a disclaimer,262,3
324253041382779,Xavier Cormier,These ads ran without a disclaimer,261,3
114223108198950,Kata molecule scientific,These ads ran without a disclaimer,261,1
139577716095155,Newcastle University,These ads ran without a disclaimer,261,3
103029875188694,UNI Global Union - Asia Pacific,These ads ran without a disclaimer,261,1
1717795318253512,jqcap.co,These ads ran without a disclaimer,260,1
382613425233,Islamabad Diagnostic Centre,These ads ran without a disclaimer,260,1
101931652550974,Ironic Pakistan - A Country of ill informed Youth,These ads ran without a disclaimer,259,1
1737396969686492,University of Sialkot,These ads ran without a disclaimer,258,1
112867530885579,Sun Marketing,These ads ran without a disclaimer,257,1
200226622453,NOWNESS,These ads ran without a disclaimer,257,7
402374586906969,DKT WomanCare Global,These ads ran without a disclaimer,257,1
114686688227433,Loan Way On 04,These ads ran without a disclaimer,257,1
112463388381089,International travel Agency,These ads ran without a disclaimer,256,1
1329868263801944,SA Gardens,These ads ran without a disclaimer,256,1
111298315049708,BadPage07,These ads ran without a disclaimer,255,2
210125042378617,NA 88,These ads ran without a disclaimer,255,2
1877805832502809,SK Digital,These ads ran without a disclaimer,255,1
163376087082045,Sahih Iman,These ads ran without a disclaimer,255,2
1442428202499230,Dilawar Baig,These ads ran without a disclaimer,254,1
102714919108952,Book Bazar,These ads ran without a disclaimer,254,1
112192043523856,book_mart_,These ads ran without a disclaimer,252,1
101071586167898,Rizwan Traveling,These ads ran without a disclaimer,252,1
102718215543023,Pakistan Republic,These ads ran without a disclaimer,252,1
107434784975144,English Gate Academy,These ads ran without a disclaimer,252,1
109696374076569,Faisal Abdul Jabbar Khan,These ads ran without a disclaimer,252,1
100783459405207,Carlos Lima,These ads ran without a disclaimer,252,1
110212467887173,Farhad Afzal Afridi,Farhad Afzal Afridi,250,1
111615158013592,Dr Raheel Younus Kamboh Consultant Physician & Rheumatologist,These ads ran without a disclaimer,250,1
204740833658478,Exness Life,These ads ran without a disclaimer,250,3
144917422286846,Al Sharq Strategic Research,These ads ran without a disclaimer,250,1
112124621465600,asad21094,These ads ran without a disclaimer,250,1
101925135527123,Bahrain Documents Clearance & Visa Services,Bahrain Documents Clearance & Visa Services,249,1
101804855992037,Naseem Hayder Kahlon,These ads ran without a disclaimer,248,1
109167818459097,Salman Ali Bhaba - General Secretary PTI Vehari,These ads ran without a disclaimer,247,4
102288349352045,silver.rz,These ads ran without a disclaimer,247,1
109621208720517,Kissan Dost Ghar,These ads ran without a disclaimer,246,2
493521970720604,Civil Aviation Authority of Singapore,These ads ran without a disclaimer,245,2
1677192459204389,Ch Tariq Irshad Khan,These ads ran without a disclaimer,244,1
161303029020,IOM - UN Migration,These ads ran without a disclaimer,244,3
351821782146629,Meme Community,Meme Community,242,1
116311181765921,World Grain,These ads ran without a disclaimer,241,1
1239952466122244,Adtalem Global Education,These ads ran without a disclaimer,241,1
100666289516597,Sheikh Mazher Abbas,These ads ran without a disclaimer,241,2
174334992649479,Yasir Khan Suri - YKS,These ads ran without a disclaimer,241,1
104900684270244,𝗣𝗧𝗜 𝗟𝗢𝗩𝗘𝗥 𝗤ᵃᵗᵃʳ,These ads ran without a disclaimer,240,1
100467368650177,CH Abdul Rauf Tatlah,CH Abdul Rauf Tatlah,239,1
187807306823,US Consulate General Lahore,These ads ran without a disclaimer,238,1
110601208577334,Casa Senator Shop,These ads ran without a disclaimer,238,1
109197151930600,My Clean Energy,These ads ran without a disclaimer,238,1
110474435032875,Combat Archives,These ads ran without a disclaimer,238,1
111816014902432,Hazara 24 News,These ads ran without a disclaimer,237,1
168998779791313,Republic by Omar Farooq,These ads ran without a disclaimer,236,5
108818581882009,Zed Medium,These ads ran without a disclaimer,236,1
1438129136422812,Dr Waqar Akram,These ads ran without a disclaimer,236,2
1766396313424327,Hahnemann Charitable Mission Society,These ads ran without a disclaimer,236,1
138702552827157,Business Traveller UK,These ads ran without a disclaimer,235,6
186918948685759,Dr Shahnaz Khan,These ads ran without a disclaimer,235,1
105288147805708,Al Sharq Forum منتدى الشرق,These ads ran without a disclaimer,235,2
108372141086945,Sundar STEM School,These ads ran without a disclaimer,235,1
509675336212254,نگری لورہ نیوز,These ads ran without a disclaimer,235,1
110359435077914,being.divaa,These ads ran without a disclaimer,235,1
106761655550799,Maktabat ul waheedia,These ads ran without a disclaimer,234,1
103953321150530,mehru_jamshaid,These ads ran without a disclaimer,233,1
101699022568628,Corvit Systems Sahiwal,These ads ran without a disclaimer,233,2
103804234383979,IMatter,These ads ran without a disclaimer,233,2
111134411571411,ZARB E HAQ TV,These ads ran without a disclaimer,232,1
107467318608793,Rashid Iqbal awan,Rashid Iqbal awan,232,2
116821938021483,News world,These ads ran without a disclaimer,232,1
127844267330383,Gastech Exhibition & Conference,These ads ran without a disclaimer,232,4
146407426005850,Ijaz Khan Adv,These ads ran without a disclaimer,232,1
1646367375578336,Jamaat-e-Islami Karachi East,These ads ran without a disclaimer,231,3
112167534878348,In Zunyi,These ads ran without a disclaimer,231,2
107260319031301,Ehsaas Programme,These ads ran without a disclaimer,230,1
1637920356526778,All Pakistan China Friendship Association,These ads ran without a disclaimer,229,1
109150544704580,Lincoln Corners Pakistan,These ads ran without a disclaimer,229,1
103666752077845,MM Talks,These ads ran without a disclaimer,229,1
2212487818997338,Fakhar Azam Wazir,These ads ran without a disclaimer,227,1
100800439394003,callme.emaanx,These ads ran without a disclaimer,227,14
115125565192519,Indian Muslim Relief & Charities,These ads ran without a disclaimer,227,1
115695618078664,Chudhary Aurangzeb,These ads ran without a disclaimer,227,1
103458392637136,LM AO,These ads ran without a disclaimer,227,1
356583431422577,Crowther Lab,These ads ran without a disclaimer,227,2
100197752821008,13th International Conference on Hydrogen Production,These ads ran without a disclaimer,226,1
100161302385596,Ishaq_Writes,These ads ran without a disclaimer,226,1
110311445241777,Wahid International Group of Pakistan,These ads ran without a disclaimer,226,1
105564432435339,Waqar Ahmed Kiyani,These ads ran without a disclaimer,225,1
102503072658530,Sudia Majmoa Bin Ladan,These ads ran without a disclaimer,222,1
292292487619384,Iqrar Turi,These ads ran without a disclaimer,222,1
114857208161829,Imran Yousaf,These ads ran without a disclaimer,219,1
104741782316599,پنجاب گروپ آف کالجز مظفرگڑھ کیمپس,These ads ran without a disclaimer,219,1
100227919637344,Jox-4,These ads ran without a disclaimer,218,5
104921795455998,Smart TV Urdu,These ads ran without a disclaimer,218,1
1521141034825005,Changan Auto Stallion,These ads ran without a disclaimer,217,2
763980723680687,FXTRADING.com,These ads ran without a disclaimer,216,1
101656639377720,FIMS Marketing,These ads ran without a disclaimer,215,2
101329032862293,hafiz_naeem_ur_rehman,These ads ran without a disclaimer,215,1
2205037556421480,Saqib Azhar,These ads ran without a disclaimer,214,1
22760563564,FairPlanet,These ads ran without a disclaimer,213,1
100256545830619,Rayn,These ads ran without a disclaimer,213,1
102303134507801,Ocean Purpose Project,These ads ran without a disclaimer,213,1
101969449146680,nxt888,These ads ran without a disclaimer,213,2
100397565832441,Online sale,These ads ran without a disclaimer,212,1
124473380937123,勵馨基金會 The Garden of Hope Foundation,These ads ran without a disclaimer,212,1
104632269057262,Sufyan Abbasi Fan's,These ads ran without a disclaimer,212,2
106329820719362,Malik Muhammad Imran- Gharibwal,These ads ran without a disclaimer,211,1
100289468989774,British School of Oxford Pindigheb Campus,These ads ran without a disclaimer,210,1
101100719382401,Azam 9465,These ads ran without a disclaimer,210,1
113418535008445,ممبر ضلع کونسل مظفرآباد,These ads ran without a disclaimer,210,2
113042891713932,Info With Animation,These ads ran without a disclaimer,210,1
719359174798193,Szabist Zabtech - itve LRK,These ads ran without a disclaimer,210,2
101075219423287,One Unity Group GCCI,These ads ran without a disclaimer,210,3
212732770186,Tom MacDonald,These ads ran without a disclaimer,209,1
102216926034089,snowbed_1710,These ads ran without a disclaimer,209,1
120581781332646,Radio Pakistan Toronto,These ads ran without a disclaimer,209,3
118159481268193,neeraj_sharma01,These ads ran without a disclaimer,209,1
229584730414018,VenSai Enterprises Inc.,These ads ran without a disclaimer,209,2
152000511496023,UBC Sauder School of Business,These ads ran without a disclaimer,209,2
102361372775466,mo106.official,These ads ran without a disclaimer,209,1
108967137597729,Books mind,These ads ran without a disclaimer,209,1
103618812098041,Feelbait,These ads ran without a disclaimer,208,1
112599224847937,kabulrugz,These ads ran without a disclaimer,207,1
1409726509172388,Changan Pakistan,These ads ran without a disclaimer,207,1
50461955643,UNSW,These ads ran without a disclaimer,207,3
176031462779495,海峽導報,These ads ran without a disclaimer,205,1
114320417920482,Discover Jiaojiang,These ads ran without a disclaimer,204,1
1632006590421028,UC-2 Indus Mehran,These ads ran without a disclaimer,204,1
106823705573565,Park Jia,These ads ran without a disclaimer,204,7
112749617094620,NutriNews International,These ads ran without a disclaimer,204,4
105138695534260,Rana Ahsan Ishaq,These ads ran without a disclaimer,203,3
108147052027242,Xstylish larka,These ads ran without a disclaimer,203,1
109591183725521,Mahasiba News HD,These ads ran without a disclaimer,202,1
103094299023491,Bllack Walls productions,These ads ran without a disclaimer,202,1
453359414756588,CTBT,These ads ran without a disclaimer,201,3
106535551776718,Insaf Youth Wing - Lahore,These ads ran without a disclaimer,201,2
109246911259391,طاہر الدین شادان,These ads ran without a disclaimer,200,1
97429917898,ProPakistani,These ads ran without a disclaimer,199,1
114184975000819,Unexplained Beasts,These ads ran without a disclaimer,199,2
379356835887883,Just1 TV,These ads ran without a disclaimer,199,1
102068636147853,Magic1674-06,These ads ran without a disclaimer,199,1
108192918298788,Vernekar's in America,These ads ran without a disclaimer,199,2
391002511299673,Malik Naveed Iqbal Official,These ads ran without a disclaimer,198,1
105690462092880,MM News,These ads ran without a disclaimer,197,1
101144265054284,Residents Welfare Committee MPCHS Islamabad,These ads ran without a disclaimer,197,1
106941152240688,Texas001,These ads ran without a disclaimer,196,1
274797719559977,ICIEC,These ads ran without a disclaimer,196,3
114496691584484,Dre2644,These ads ran without a disclaimer,196,17
102248161626936,Waqas Akram Khan Kamyana Sial,These ads ran without a disclaimer,196,1
108425792039460,1001_sta,These ads ran without a disclaimer,196,1
111582531611243,Malik Ghulam Abbas Nissoana NA 93,These ads ran without a disclaimer,195,1
101018222716088,Bilal Khan Lodhi.,These ads ran without a disclaimer,195,2
101278368721042,Pakistan Professional union of journalist skp,These ads ran without a disclaimer,195,1
104242578927408,Captain-Retd-Salman Hafeez,These ads ran without a disclaimer,195,1
525832157907235,Saad Waraich,These ads ran without a disclaimer,194,1
101047179604838,Nadeem khan PTI,These ads ran without a disclaimer,193,1
1643642109268158,Inzaar,These ads ran without a disclaimer,193,2
102090229475619,English Article,These ads ran without a disclaimer,193,8
187461997935711,Unilever Careers,These ads ran without a disclaimer,192,1
111154343993098,Grand Youth Alliance konodas-GYAK,These ads ran without a disclaimer,191,2
109910778428991,TLP Markaz,These ads ran without a disclaimer,190,1
111031715123767,Maestrocity.NET,These ads ran without a disclaimer,190,2
107092008981322,Ehsas prograam,These ads ran without a disclaimer,188,1
110219008720929,Dr-Iqbal Khan,These ads ran without a disclaimer,188,1
100822361408570,Auzra Network,These ads ran without a disclaimer,188,1
114589821232581,Clean Energist,These ads ran without a disclaimer,187,2
108199644441309,FIKER TV,These ads ran without a disclaimer,186,1
104450055828721,Rasheed Barcha King,These ads ran without a disclaimer,186,1
108457230808693,Hitachi Cooling & Heating MEA,These ads ran without a disclaimer,186,2
110890508598084,Mohin Malik,These ads ran without a disclaimer,186,1
108453955272164,zarb_e_haq,These ads ran without a disclaimer,185,1
109971965116397,Sthefanny Aguiar,These ads ran without a disclaimer,185,1
500536106759476,Insane Typewriter.,These ads ran without a disclaimer,185,1
104488038945442,BoltaPakistan,These ads ran without a disclaimer,185,1
172840634850447,Hafiz khizar hayat official,These ads ran without a disclaimer,183,1
156466741102918,Monty Mobile,These ads ran without a disclaimer,182,2
113639821532210,Source of_3,These ads ran without a disclaimer,182,1
104082738489166,ذوالکفل العاصم_Alasim,These ads ran without a disclaimer,181,1
106157348116292,talha__basit,These ads ran without a disclaimer,180,1
100546951828275,Union Properties,These ads ran without a disclaimer,179,2
103013301743771,Global Environmental and Climate Conservation Initiative,These ads ran without a disclaimer,179,1
114059738239800,GT News,These ads ran without a disclaimer,179,1
108956882007611,Real Talk With Nadeem,These ads ran without a disclaimer,177,1
161666143844859,Sandvik,These ads ran without a disclaimer,177,6
105942300897303,Imran Ashraf Chaudhry,Abdul Majid,177,1
107689381929607,News Today Urdu,These ads ran without a disclaimer,177,1
108302565425120,Nasir Anwar,These ads ran without a disclaimer,177,1
113320604941547,Kalyan FIX OTC,These ads ran without a disclaimer,177,1
108214567320592,"Our ""Bahawalpur""",These ads ran without a disclaimer,176,1
420026288429590,Balochistan Today,Balochistan Today,176,1
629196867492267,Lala Abdul Raheem,These ads ran without a disclaimer,176,1
64982236830,Alumni Association of the University of Michigan,These ads ran without a disclaimer,176,1
375734042938639,Ch. Ali Afzal Sahi,These ads ran without a disclaimer,176,1
110969788607678,Dre8655-English,These ads ran without a disclaimer,176,18
1533399373591500,Zuhaib Aslam Bhatti,These ads ran without a disclaimer,176,1
106866055462522,maryam.beauty_consultant,These ads ran without a disclaimer,176,1
100121639488301,Hamza Maan,These ads ran without a disclaimer,174,1
629020084410314,Mian Rehman khalid,These ads ran without a disclaimer,174,2
262459940581773,Jaison James Oliyil,These ads ran without a disclaimer,173,3
150101038874566,Moazzam Kamal Wains force,These ads ran without a disclaimer,173,1
108832895294337,wyld__lyf,These ads ran without a disclaimer,172,1
112532254660786,Imran Khan lovers,These ads ran without a disclaimer,171,1
110657041281786,South Today,These ads ran without a disclaimer,170,1
100413328754140,We Will Rank You podcast,These ads ran without a disclaimer,170,1
122775067736304,POWER magazine,These ads ran without a disclaimer,170,3
111828538465240,Cinq-01,These ads ran without a disclaimer,170,1
117777647908592,Casa de Cultura Os Capoeira - SP,These ads ran without a disclaimer,170,1
124109327256894,Dra. Ângela Pistão,These ads ran without a disclaimer,170,1
110546558607949,Whole Sale Market,These ads ran without a disclaimer,170,1
535519410188667,Gilgit Media Network,These ads ran without a disclaimer,170,1
103196415575178,Asif Ali Shah NA-26,These ads ran without a disclaimer,170,1
606971719401606,Chaudhary Amjad Ali Jutt,These ads ran without a disclaimer,169,2
105112735654519,South-South Youth Platform,These ads ran without a disclaimer,169,1
104763178714577,Gels MDPI,These ads ran without a disclaimer,168,1
1981483918747385,Chaudhry Muhammad Asghar,These ads ran without a disclaimer,168,1
107104058569082,The Iris Project,These ads ran without a disclaimer,168,3
681825068577373,Equality Bahamas,These ads ran without a disclaimer,167,1
104954558438777,Asif Khan Mehsud,These ads ran without a disclaimer,167,1
196230137801050,Spectee,These ads ran without a disclaimer,167,1
461895657190529,NHK WORLD-JAPAN,These ads ran without a disclaimer,167,1
110525405057005,Canada Online Jobs,These ads ran without a disclaimer,167,1
109812220412504,Musa Habib Raja,These ads ran without a disclaimer,167,1
102653479295249,Cadet College Khushab,These ads ran without a disclaimer,166,2
195799657105195,SEGi University & Colleges,These ads ran without a disclaimer,165,7
106731938315867,Economyzoo,These ads ran without a disclaimer,165,2
107515005474602,Ch Muhammad Abdullah Tahir Official,These ads ran without a disclaimer,165,2
100127035280717,TchaiTime.com,These ads ran without a disclaimer,165,1
106717032159965,Maque05,These ads ran without a disclaimer,165,2
99971718192,NAM - the HIV/AIDS information charity,These ads ran without a disclaimer,164,2
114786521492093,Fatir Developers,These ads ran without a disclaimer,164,1
285350145235411,UPF Pakistan,These ads ran without a disclaimer,164,1
146164206093980,Robina Shaheen Khan,These ads ran without a disclaimer,163,1
111473241662467,Freedom Of Speech Pakistan,These ads ran without a disclaimer,162,1
104018755887082,Mazha05,These ads ran without a disclaimer,162,1
114372478210620,saadkhan.pti,These ads ran without a disclaimer,160,1
106009975485713,Eagle's Digital Marketing,These ads ran without a disclaimer,159,1
102397599190467,پی ٹی ائی بونیر,These ads ran without a disclaimer,159,1
668398343358699,Moonways,These ads ran without a disclaimer,159,1
110442325312318,amer_zaffar,These ads ran without a disclaimer,159,2
107265448289062,theyouthtrust,These ads ran without a disclaimer,159,1
102728972192175,Fsd news update,These ads ran without a disclaimer,158,2
104151925811127,Mario Cartaya,These ads ran without a disclaimer,157,2
119779116533414,Arslan Ishaque,These ads ran without a disclaimer,157,1
103286731467883,Psychedelic Spotlight,These ads ran without a disclaimer,156,6
104119542473088,Kylin Studio,These ads ran without a disclaimer,156,1
263406503777017,M.Junaid Akram,These ads ran without a disclaimer,156,2
101707458611946,Ace Luxury Immigration Solutions,These ads ran without a disclaimer,155,1
116775777981442,Shafi Ullah Khan,These ads ran without a disclaimer,155,1
117045871302362,Rai Haider Ali Khan NA96,These ads ran without a disclaimer,154,1
108386148737027,Faizan Khan,These ads ran without a disclaimer,154,1
104604175575406,Pakistan Leaders of National Assembly-PLNA,These ads ran without a disclaimer,152,1
106612245021448,𝑨𝒂𝒎 𝑨𝒅𝒎𝒊 𝒌𝒊 𝑨𝒘𝒂𝒛,Muhammad Furqan,151,1
106024941193455,Zayan perdasi,These ads ran without a disclaimer,151,1
102018049390246,چیرمین چوہدری عدنان ذوالفقار یونین کونسل ڈنگہ,These ads ran without a disclaimer,151,1
102872955829284,Muhammad Adil,These ads ran without a disclaimer,151,1
118945884467733,Dre4628-Me,These ads ran without a disclaimer,150,18
100994765608411,INN WORD Revival Now,These ads ran without a disclaimer,150,1
