Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
104376071821051,坪田 充史 英語学習電子書籍プレゼント,These ads ran without a disclaimer,221595,12
1093785303996768,茨城県選挙管理委員会,西岡真治,220000,2
102741899056184,BBPT,These ads ran without a disclaimer,218587,1
219629645154574,N-Brand Studio by Nikkei,These ads ran without a disclaimer,218221,4
238528682981444,弁護士法人・響,These ads ran without a disclaimer,217585,5
1023149674435712,ピッコマ,These ads ran without a disclaimer,215147,8
400734289942957,財務副大臣 参議院議員 中西けんじ（自由民主党：神奈川県選挙区）,参議院議員 中西けんじ（自由民主党：神奈川県選挙区）,212994,57
116337756895473,富山県選挙管理委員会,Haruo Koshimizu,209946,4
103011418487277,ヤーマン プロフェッショナル,These ads ran without a disclaimer,208193,2
151182984905268,Rocinantes / NPO法人ロシナンテス,These ads ran without a disclaimer,207542,4
106225202057872,聞く、げんた。（古謝玄太）,古謝げんた 後援会事務所,207201,1
102423331700350,Cure_udn sports,These ads ran without a disclaimer,207012,1
256504371891671,the-issues.jp,株式会社issues,205190,288
105592307591791,本気で英語をやるなら、プログリット,These ads ran without a disclaimer,204827,7
182932115081512,堤写真館,These ads ran without a disclaimer,204085,2
368763319958602,岸田文雄,岸田文雄事務所,202400,8
270016556361177,中谷一馬 - Kazuma Nakatani,中谷一馬 - Kazuma Nakatani,202181,7
112120331774117,備品管理クラウド,These ads ran without a disclaimer,202063,1
298060150283457,大分県日出町,大分県日出町,200462,10
102501884912047,立憲民主党神奈川県連合,立憲民主党神奈川県連合,200316,3
101128885421956,Diggy_boo,These ads ran without a disclaimer,200163,66
288301635169706,たかはま なおき　文京区議会議員,高浜 直樹,200081,8
106124318115807,みんなの銀行,These ads ran without a disclaimer,198657,8
472366002845607,オザキクリニック,These ads ran without a disclaimer,198332,39
2486537344906525,CALL4,Daisuke Igeta,198096,13
110434944196312,ウィスマイル矯正,These ads ran without a disclaimer,196978,1
106138727656499,イークラウド株式会社,These ads ran without a disclaimer,196283,8
902903220051317,和歌山県選挙管理委員会・明るい選挙推進協議会,和歌山県選挙管理委員会事務局,196000,10
111759777259677,ローカル・マニフェスト推進連盟,健輔 山内,195291,22
195539080543054,内閣府政府広報オンライン,These ads ran without a disclaimer,195124,1
44596321012,Gucci,These ads ran without a disclaimer,195085,1
107733271189712,UNCOMMON,These ads ran without a disclaimer,194795,4
786088755073067,会派新生,Yoko Tanaka,194411,69
428707860616752,文京区議会議員えびさわけいこ,えびさわけいこ事務所,193781,31
544991069308243,日本投資機構株式会社,These ads ran without a disclaimer,192236,39
313350258871221,スタンフォード 西鋭夫のPride and History,These ads ran without a disclaimer,191005,93
1385105158463903,SNOW,These ads ran without a disclaimer,190917,2
267123770118057,山田 美樹,山田美樹,190000,9
389714567493,Courrier Japon / クーリエ・ジャポン,講談社クーリエ・ジャポン編集部,189767,3
151836401543817,リディラバ,リディラバ,189580,8
316074275696887,"株式会社ハッチ・ワーク（hatchwork Co.,Ltd.）",These ads ran without a disclaimer,189128,8
543220995733684,長島昭久,長島昭久を育てる会,188867,23
101174165185465,立憲民主党 青年局 広報,立憲民主党 青年局 広報,188285,3
115864264779759,ヒーローズコンバット II,These ads ran without a disclaimer,187670,3
110448494924460,林千勝の月刊インサイダーヒストリー,株式会社経営科学出版,187641,26
354042771994112,ジュエリーかまた,These ads ran without a disclaimer,187222,3
100897551749185,Atlas Japan G.K.,These ads ran without a disclaimer,185717,10
289931618238873,法輪功は素晴らしいですが、なぜ迫害されたのか,Bang Tran,185219,45
1579784355642755,WWE SuperCard,These ads ran without a disclaimer,184848,1
196065117467227,伊万里自動車学校,These ads ran without a disclaimer,184778,14
122355814117318,ワクワク応援団,浦山やすこワクワク応援団,184234,6
382249355166494,講談社BOOK倶楽部,株式会社講談社,183369,3
1751619048402480,片山大介（参議院議員）,Daisuke Katayama,183179,39
102621342802413,野沢なな＠練馬区議会議員広報,秀輔 小泉,181325,4
107096878170755,コクヨの官公庁オフィス,株式会社コクヨ,179990,3
108143104149045,オリックス・クレジット株式会社,These ads ran without a disclaimer,179981,15
100391185233942,メンタルコーチ/ヤマギシタカヒト,山岸孝仁,176471,8
637766576833565,ながさきオンライン文化祭,Yuusuke Morita,174987,1
110842163814248,新潟医療福祉大学,These ads ran without a disclaimer,172957,15
1061080190583831,ビューティーストーリー,These ads ran without a disclaimer,172824,1
102452195938490,柴田英樹,柴田英樹,172328,7
269214699770535,みんな電力,These ads ran without a disclaimer,171071,18
101625794824211,FBS Trader,These ads ran without a disclaimer,171043,18
1691989031055359,株式会社クレアール,These ads ran without a disclaimer,170962,2
100536505002621,日本維新の会　長野県総支部,Daisuke Tezuka,170630,15
100275798426003,雀龍門M,These ads ran without a disclaimer,169888,4
103169922211922,おだかる,These ads ran without a disclaimer,169756,4
103608295921604,佐賀県知事選2022,野口大希,169400,2
114535743606497,Sansan Evolution Week,These ads ran without a disclaimer,168358,23
101047039224771,グランアッシュ八尾山本,These ads ran without a disclaimer,167918,6
277156692326822,認定NPO法人 フローレンス,These ads ran without a disclaimer,167915,2
1604393649814202,グローバル ラーニングセンター,These ads ran without a disclaimer,167480,3
107628637512695,戸建て情報マガジン 関西版,These ads ran without a disclaimer,166594,4
426444891545763,ビズリーチ（採用ご担当者様向け）,These ads ran without a disclaimer,166382,2
5777172751,Splunk,These ads ran without a disclaimer,166349,5
1503263536612359,クロスクリニック 銀座 （美容皮膚科/東京）,These ads ran without a disclaimer,165872,4
104369395089004,女子レジェンズ,These ads ran without a disclaimer,165780,1
1952833154843799,富山県選挙管理委員会,中敷 美月,165399,8
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,165044,19
106744704806475,旭川地域産業活性化協議会,トシカズ オクダ,165000,1
1616248058425680,福島県選挙管理委員会,福島県選挙管理委員会,162500,6
108957068759321,denaoshikangojuku,These ads ran without a disclaimer,162374,1
1777145299216667,"Democrats Abroad, Japan",Democrats Abroad,162170,12
104082615396341,自由民主党 千葉県船橋市 （千葉県第４選挙区支部）,自由民主党 千葉県第４選挙区,161844,2
104533215755145,ZOE_Japan,ZOE Japan,161441,33
2317579431859030,岐阜県議会議員 さとう武彦,岐阜県議会議員 さとう武彦,161264,2
1799840860105305,立憲民主党長崎県総支部連合会,立憲民主党長崎県総支部連合会,160912,3
101190947973642,ガンガンオンライン,These ads ran without a disclaimer,160376,7
100156099238500,大阪成蹊大学データサイエンス学部（仮称）,These ads ran without a disclaimer,160368,2
110495837528438,毎日大学,Ryosuke Ezaki,160019,12
100708801565304,株式会社チャートマスター,These ads ran without a disclaimer,160016,16
550656998344229,札幌学院大学,These ads ran without a disclaimer,159999,1
125647302339303,岡山県選挙管理委員会2021,Hidekazu Fujimoto,159995,2
100159676166796,丁寧な暮らし,These ads ran without a disclaimer,159861,1
203520166353423,non-no,株式会社集英社,159375,2
211502025532163,MEN'S NON-NO,株式会社集英社,159375,3
383332205077251,中京会計　伊藤圭太税理士事務所,These ads ran without a disclaimer,158917,2
100967429071447,アンドマークス株式会社,These ads ran without a disclaimer,158893,6
100180112008439,あきる野市議会議員 こごもり敏人,あきる野市議会議員 こごもり敏人,158753,161
103338555414429,香川県 薬務感染症対策課,香川県　薬務感染症対策課,158539,16
163339160373348,特定非営利活動法人　国際協力ＮＧＯセンター（JANIC）,These ads ran without a disclaimer,158282,1
344858169659481,衆議院議員 山崎誠（立憲民主党神奈川県第5区総支部長）,Makoto Yamazaki,157692,8
645355275615156,Expat Tax Online,These ads ran without a disclaimer,157310,47
110293788602871,天野英雄（岡山県笠岡市･自民党）,天野英雄（岡山県笠岡市･自民党）,156962,5
313961435892683,室達やすひろ,Yasuhiro Murotatsu,156742,27
456373077767145,大阪タカシマヤ,These ads ran without a disclaimer,156559,2
628886877212512,鈴木まさひろ,Masahiro Suzuki,155568,1
100431106022398,自宅でホワイトニング,These ads ran without a disclaimer,155141,4
100449002565967,青いボクら,These ads ran without a disclaimer,154836,1
548424035180811,Shiseido Group 資生堂,These ads ran without a disclaimer,154811,1
187899927908653,船井総合研究所（船井総研）,These ads ran without a disclaimer,154087,30
184159781620197,大阪維新の会,Rika Oyanagi,154056,8
416483965100051,京都党,京都党,153669,3
1169120746756321,小林製薬の通信販売,These ads ran without a disclaimer,153161,1
234682966613114,転職エージェント・ヒューレックス,These ads ran without a disclaimer,152642,11
100251962938282,スピリチュアル心理,These ads ran without a disclaimer,152487,1
112304791529903,富山県議会事務局,富山県議会事務局,152429,64
124038630987283,Wedge_Infinity,飯尾 佳央,152142,14
113041875048507,山形県選挙管理委員会事務局,山形県選挙管理委員会事務局,152000,2
100889722589612,syrene.jp,These ads ran without a disclaimer,151451,2
110806211710781,BeautyLabo,These ads ran without a disclaimer,151282,12
110374117895231,黒字経営力コンサルティング,These ads ran without a disclaimer,151085,2
112189310533677,Beplain_jp,These ads ran without a disclaimer,150622,1
535244323201540,亀田製菓,These ads ran without a disclaimer,150032,1
1781051328578777,佐世保ふるさと市場サセボーノ,These ads ran without a disclaimer,150000,5
515699352109174,東京弁護士会広報室,東京弁護士会,149999,1
547986165247623,NPO法人 多民族共生人権教育センター,NPO法人 多民族共生人権教育センター,149999,2
376538622440446,品川まさと連合後援会,品川まさと連合後援会,149958,13
1621936421357167,藤崎町観光情報サイト ふじさんぽ,株式会社コンシス,149864,2
115247946520017,電波オークションを実現する会,Mitsumasa Kato,149716,40
107434722289629,鈴木あきまさ（鈴木晶雅）大田区･東京都議会議員,鈴木あきまさ,148682,2
103421548175639,天チャレ,These ads ran without a disclaimer,148035,28
105195758948814,学校法人角川ドワンゴ学園 Ｎ中等部 PR,These ads ran without a disclaimer,147936,1
199542976742659,政治山,株式会社VOTE FOR,147813,6
104760644473506,月橋かずふみ後援会,Tsukihashi Kazufumi,147587,6
551303845317383,高橋元気（中央区議会議員）,Genki Takahashi,146737,27
103808502334353,トルンプ ソリューション ウェビナー,These ads ran without a disclaimer,145000,2
105677869057242,北九州市長選挙2023,北九州市長選挙2023,143195,1
