Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
650190421770978,Portafolio / Agencia de publicidad,These ads ran without a disclaimer,2568,4
107658657801543,Ariel Montoya,Ariel Montoya,2549,8
110693081275989,La Otra Cara de Latinoamérica,Felecity Celene Cooper Cooper,2542,3
409913119054230,Alcalde Gerardo Quijada,These ads ran without a disclaimer,2524,9
100818338693217,Denis Rivera,Rafa Martinez,2520,5
100864608419889,Realidad Política,These ads ran without a disclaimer,2482,10
116582965035592,CHILI'S HONDURAS,These ads ran without a disclaimer,2475,2
107785887384399,Puro Show,Russel Jensen Garay Bautista,2475,1
973656702704928,ParadigmaEncuestadora,Joan Marcelo Ordoñez Figueroa,2474,1
108611045139954,Mesa de Cambio Climático HN,Miguel Eduardo Barahona Castro,2474,5
104304692067590,Jorge Aldana Alcalde - Cárlenton Dávila Vice Alcalde,Jorge Geovanny Reyes Espinoza,2411,6
108998514609698,Transparencia Municipal 1503,These ads ran without a disclaimer,2402,19
187581588077191,Juan Barahona,These ads ran without a disclaimer,2384,16
123687644161291,Brayan Lagos Diputado,Brayan Lagos Diputado,2364,13
1545555582174942,TResearch,These ads ran without a disclaimer,2359,4
326595052087144,Observatorio Democrático Juventud Honduras,Gabriela Liliana Blen Hernandez,2353,27
165810163285877,El Médico Del Pueblo Dr.Edwin Flores,El Médico Del Pueblo Dr.Edwin Flores,2351,7
973656702704928,ParadigmaEncuestadora,Joan Marcelo,2346,5
786952171419518,UTH Florida University,These ads ran without a disclaimer,2302,1
284544973391295,Samuel Aguilera,Samuel Armando Aguilera Aguilar,2294,9
336126847060433,Paty Figueroa,Juan Enrique Navarro,2267,7
101135234873371,Tavito Gonzalez,These ads ran without a disclaimer,2203,18
179844448722977,Partido Libre Valle de Ángeles,Henry Daniel Ponce Rodriguez,2200,12
1735128200075724,Somos Muchas,Somos Muchas,2199,3
105510429526147,Fredy Funez,Fredy Alcides Funez Martinez,2172,16
107910240961800,Ingrid Rosales,Ingrid Mareily Rosales Cruz,2170,4
118524052884041,Sigua Pollo y Asados,These ads ran without a disclaimer,2168,2
111666414622385,Paula Brizuela Diputada,Paula Vanessa Brizuela Fernandez,2156,12
1716073355341256,La Visión,These ads ran without a disclaimer,2145,2
100872198324074,Carlos Rodríguez Alcalde SFY,Reyes Josue,2116,3
100186108572105,Felicita Álvarez Hn.,Felicia Matilde Alvarez Cloter,2110,13
100867995315360,Karla Valenzuela,Carlos Daniel Lopez Madrid,2108,4
102830408442626,Jacky Alcaldesa,Jackeline Trejo,2099,6
154163327962392,World Health Organization (WHO),These ads ran without a disclaimer,2093,13
108350037422144,Hora de Hablar,These ads ran without a disclaimer,2079,8
100223841893832,Estudios de Investigación,Estudios de Investigación,2069,12
200480966638039,Supremacy 1914,These ads ran without a disclaimer,2051,3
105378455277361,Honduras Libre,Klinton Obed Gomez Bardales,2036,7
1899243206850125,FitCoach by Welltech,These ads ran without a disclaimer,2026,8
268893579894449,Ghisell Padilla,Ghisell Padilla Pelayo,2021,19
130202453827085,Asociación Calidad de Vida,Asociacion Calidad de Vida,2014,1
21935701184,DIARIO EL HERALDO,These ads ran without a disclaimer,2003,12
125496632642116,Partido LIBRE Jutiapa,Agencia SIMS,2000,2
110111821331282,Angela Garcia Casilla 98,Angela Judith Garcia Nolasco,2000,1
100349209311995,Dubai Restaurant & Bar,These ads ran without a disclaimer,2000,1
552255974823311,PACER,PACER,2000,1
251911874895965,Western International School of Honduras,Carlos Fernando Aguilar,2000,2
106896455065828,Oscar Rolando Ruiz Alcalde,Business Production Media Marketing,2000,1
283473761746124,David Chávez,These ads ran without a disclaimer,1996,39
111576607979075,MedicasaC,Erika Rivera,1954,3
131602424169035,Oxfam en Español,These ads ran without a disclaimer,1942,46
128071033870721,Voz de América,These ads ran without a disclaimer,1908,13
108380508199345,Despertar de Honduras,Despertar de Honduras,1896,4
693421144181038,Honduras Hoy,Honduras Hoy,1875,4
156404668042497,Walter Chávez,These ads ran without a disclaimer,1832,7
164190280296191,Roatan Electric Company - RECO,These ads ran without a disclaimer,1832,3
104085057719757,Consejo Nacional Electoral de Honduras,These ads ran without a disclaimer,1810,4
226502932653481,El Cne es de todos,These ads ran without a disclaimer,1807,1
117792666808080,Francisco Bocanegra,These ads ran without a disclaimer,1800,3
103273105722376,El Informante,These ads ran without a disclaimer,1798,5
112039897818438,Ciruelax Centroamérica,These ads ran without a disclaimer,1792,2
101226852237939,Centroamérica Post,Talmage Melvin Cooper Diamond,1789,1
107691791360304,martellalcalde,These ads ran without a disclaimer,1782,9
106803798418248,England View,These ads ran without a disclaimer,1764,1
111711125555805,Carlos Ballesteros,These ads ran without a disclaimer,1753,8
104111364355253,Diario Paradigma,Fredy Ordoñez Flores,1746,4
108445938150228,Julio Montessi,Lier Arody Figueroa Henriquez,1743,13
138641796219203,Aves Honduras - ASHO,Aves Honduras - ASHO,1740,4
109234394743998,Sandra Vásquez Diputada #130Cortes,Sandra Vasquez,1738,13
231412616714808,Luis Elvir,Luis Elvir,1730,31
1771646693088563,Sua Martínez,Regnar Josue Bonilla Flores,1726,4
102809018720779,Leiby Torres l PLH,Leiby Torres,1723,5
1914785225460488,History All Day,These ads ran without a disclaimer,1721,1
100214121357084,Mesa de distrito san miguel,Wilmer Javier Cruz Antunez,1712,7
703368406666619,Vox Populi HN,These ads ran without a disclaimer,1711,3
101223495104358,Carmen Guevara HN,Carmen Mariel Guevara Cardona,1707,4
214044291946547,Nelyi Larice El Showman,These ads ran without a disclaimer,1697,12
1152610414791062,LIBRE Islas de la Bahía,Gerardo Jose Francisco Perez Montoya,1693,8
1723377771034610,Dr. Filiberto Guevara,These ads ran without a disclaimer,1688,3
112899537718685,Vilnis Pineda Diputado Casilla 115,Vilnis Zahi Pineda Lopez,1680,13
103224725147171,Abog. Rosalba Cerrato,Abog Rosalba Cerrato,1679,1
225049759452904,Lorena Villafranca Diputada,Lorena Edhit Villafranca Nuñez,1669,6
152914224736727,Banco Mundial,These ads ran without a disclaimer,1667,231
2351836681768215,Biblia Reina Valera,These ads ran without a disclaimer,1667,1
102575985257262,Thelma Mejía Diputada Atlántida 2022-2026,Thelma Maria Mejia Menendez,1665,9
104930718595058,Hilmer Hermida,Omar Antonio Enamorado Jerezano,1641,3
105779401383576,Luis Torres Cálix,Luis Torres,1640,3
300463181748168,Sergio Ottoniel Velez Rodriguez,Sergio Ottoniel Velez Rodriguez,1634,9
1205542916197901,Muñecas de Arcoiris,These ads ran without a disclaimer,1624,4
1896684277254815,Sebastian Beja,These ads ran without a disclaimer,1618,1
1660559677607483,Dra Johana Bermudez,These ads ran without a disclaimer,1603,3
279382699190130,Liberales de Honduras,Somos liberales,1601,3
109892927577600,Ferreteria Shalom,INTECSOFT,1598,12
192245854131518,Asociacion pasmo,These ads ran without a disclaimer,1580,2
114875747096808,Manfred Quijada Hernandez,These ads ran without a disclaimer,1575,22
111350767119093,Unión Estudiantil Aduanera,Allan Martinez,1565,11
1984620174988993,1945 Air Force,These ads ran without a disclaimer,1552,8
124658900966019,Instituto Tecnológico del Norte I.T.N,These ads ran without a disclaimer,1543,1
114639928624618,Villasturias  Academy,These ads ran without a disclaimer,1536,2
1466489633376036,Gilberto Yearwood,These ads ran without a disclaimer,1535,2
102295775045296,Gabriela Morales,These ads ran without a disclaimer,1535,13
157318817733333,Aracely Flores Hn,These ads ran without a disclaimer,1509,6
334363556652185,Profa. Bety Pineda - Alcaldesa Santa Cruz de Yojoa,Betty Oneyda Pineda Rivera,1501,3
513163625719649,Centro Educativo Bilingüe Arco Iris,Centro Educativo Bilingüe Arco Iris,1500,1
103086978205668,Diáspora Hondureña,These ads ran without a disclaimer,1468,1
110379251465244,Newsflixx2,These ads ran without a disclaimer,1460,2
565108056966122,Curiosity Stream,These ads ran without a disclaimer,1455,31
102134548157373,Internet Ilimitado TIGO,These ads ran without a disclaimer,1443,1
196180510995903,Benedith,Andres Rolando Benedith Alvarez,1441,5
101339799178279,Asociación de estudiantes de Banca y Finanzas UNAH,Miguel Angel Argueta Betancourth,1430,8
423354601739127,WOW MEDIA,Vivian Estefane Rodriguez Moncada,1428,2
0,Instagram User 6648669637,These ads ran without a disclaimer,1418,1
321366904707368,Yovanny Mejía Alcalde,Antony Trejo,1415,2
349524351841734,Cárlenton Dávila,Jorge Geovanny Reyes Espinoza,1414,2
101329258888565,Emin Paiz,Agencia SIMS,1414,6
106065484513801,Merge Friends,These ads ran without a disclaimer,1414,4
407589306515878,Libre Santos Guardiola,Gerardo Jose Francisco Perez Montoya,1411,6
104541801599702,Paty Herrera,Patricia Herrera,1405,5
101416001793244,Lizardo Pérez Alcalde,Lizardo Jaziel Perez Casco,1404,7
106723187945900,Celso Barac Chacón Rivera,Celso Barac Chacon Rivera,1400,4
537199366455795,Libre Teupasenti,Hector Armando Herrera Palma,1400,7
109459948457740,Gustavo Caceres Diputado,These ads ran without a disclaimer,1399,4
567630230341046,Arturo Alonzo,These ads ran without a disclaimer,1399,17
115244581896083,Reynaldo Ekónomo,These ads ran without a disclaimer,1386,3
157157674920592,Honduras libre,These ads ran without a disclaimer,1383,8
573262636121978,Onda Local,These ads ran without a disclaimer,1382,1
1035970576498945,Revista Chismes y Farandula,Jaime Alfredo Portillo Portillo,1368,2
699277870192696,Jorge Zelaya,Zenia Zelaya-Álvarez,1362,8
494590774617579,Alma Pinto,Daniel Alexander Canales Rosales,1361,9
101226852237939,Centroamérica Post,Jorge Alix Mendoza Carcamo,1358,2
222259464464471,Yani Rosenthal,These ads ran without a disclaimer,1353,8
102858642162533,Vota Valores HN,These ads ran without a disclaimer,1349,2
486382251906084,Honduras El País,These ads ran without a disclaimer,1328,16
941254495916513,Radio  Coca TV,These ads ran without a disclaimer,1313,3
106983891952270,Deep Wallpaper-wei316,These ads ran without a disclaimer,1312,2
101404725634132,Iroshka Elvir Diputada FM,Johana Elizabeth Colindres Castellanos,1303,4
111731575547398,Microsoft Educación,These ads ran without a disclaimer,1303,1
106431494788569,Vamos pueblo,These ads ran without a disclaimer,1301,14
197225923642924,RICARDO ALVAREZ,These ads ran without a disclaimer,1284,3
100542718978995,Oscar Diaz,David Diaz,1272,3
100123995312423,Nelson Ramos Borjas,These ads ran without a disclaimer,1270,11
104076319020731,Today News,These ads ran without a disclaimer,1262,1
104360811728475,Conozca a los Políticos de Honduras,These ads ran without a disclaimer,1250,1
107359028785497,Giancarlo Rodríguez,Giancarlo Rodríguez,1250,2
1380144982260050,Juan Carlos Sauceda,Juan Carlos Sauceda Sosa,1244,12
457140891500199,Julio E. Flores Osorio,Julio Enrique Flores Osorio,1240,6
100619722047262,Eduardo Elvir,Eduardo Jose Elvir Ferrufino,1238,2
111074588011314,Ramón  Gonzales Diputado,Ramon Andres Gonzales Vallecillo,1238,8
1387562471570242,Rafael Sarmiento,Juan Enrique Navarro,1237,3
1872427566322275,Amigos de Carranza,These ads ran without a disclaimer,1229,3
111263581377905,Urbana Radio Arizona,Oscar Armando Lagos Benitez,1221,6
1730630540553065,Curio,These ads ran without a disclaimer,1220,4
313821305928070,Javier Pepe Miralda Diputado,These ads ran without a disclaimer,1205,6
409951159058975,Morena - Libre,Morena - Libre,1200,2
216311481960,Bill Gates,These ads ran without a disclaimer,1192,18
107737674883284,Alianza por Catacamas,Juan Enrique Navarro,1189,2
227622537655549,CGTN en Español,These ads ran without a disclaimer,1175,21
491553204198958,Revistazo.com,These ads ran without a disclaimer,1164,4
114648971735775,Adynamic ileus,These ads ran without a disclaimer,1154,3
110438104719544,Ismar Espinal,Jorcky Madrid,1121,3
443999229363367,Tavo Irias,These ads ran without a disclaimer,1117,13
110332114744689,Oportunidades por el mundo,These ads ran without a disclaimer,1115,48
108264031027013,Tuplanta,These ads ran without a disclaimer,1109,7
108286904920713,Abg Roberto Hernández Diputado,Eduardo Hernandez,1103,5
107910240961800,Ingrid Rosales,These ads ran without a disclaimer,1100,6
749945128395059,AHIBA,These ads ran without a disclaimer,1083,1
766923980102416,Libertad Digital,Libertad Digital,1079,12
102610261451245,Raúl Ramírez - Consultor,These ads ran without a disclaimer,1071,3
100877461381851,ENIGH,These ads ran without a disclaimer,1052,1
100455469163976,Financiera Solidario,These ads ran without a disclaimer,1048,1
109573227954207,El Informante,Jorge Alix Mendoza Carcamo,1044,3
100699988762231,ramonfcarranzad,These ads ran without a disclaimer,1042,8
110091487976254,Noti Honduras,Noti Honduras,1039,1
103899548423462,"Partido Nacional de Honduras, Sector Medina Puerto Cortés",Rigoberto Osorio Guzman,1038,4
101130915260669,Mario Noé Villafranca,These ads ran without a disclaimer,1031,3
100852842563434,1ra Regiduría AMDC 2022-2026 Janina Aguilar,These ads ran without a disclaimer,1020,3
111288467035944,Amner Argeñal Alcalde LIBRE Jacaleapa,Carlos Hernandez Jr.,1015,4
100824552351018,Yolani Flores Diputada,Yolani Elizabeth Flores Gonzalez,1001,4
750157301827473,Elí Santos,These ads ran without a disclaimer,1000,1
108811077655004,Argentina Valle Alcaldesa,Julio Cesar Peña Montoya,1000,5
606325116045679,Cooperativa COACEHL,These ads ran without a disclaimer,1000,1
101226852237939,Centroamérica Post,Felecity Celene Cooper Cooper,1000,1
114154619999514,Partido Naranja de Honduras,Partido Naranja de Honduras,1000,4
101708699002965,Colegio de Médicos Veterinarios de Honduras,Colegio de Médicos Veterinarios de Honduras,1000,1
100111588412670,Abogado Ric Soto HN,Abogado Ric Soto HN,1000,1
113462616772104,Noticias en Linea,These ads ran without a disclaimer,1000,1
108977450586552,Javier Renan Oyuela,Osman Lara,1000,2
113794977473106,Dayeth Store Móvil Game,These ads ran without a disclaimer,1000,1
109347261391731,Todos por Tocoa,José Luis Mejía Avila,1000,4
104760628221184,Melvin Barahona,Adela Zelaya Zavala,1000,1
1637056406578928,Roman Villeda Diputado,These ads ran without a disclaimer,1000,2
107319808328782,Angel Leodan Candidato A Diputado Por Francisco Morazán casilla 93,Vilnis Zahi Pineda Lopez,1000,1
105565678018994,Academia Mia Janecita,These ads ran without a disclaimer,1000,2
1941481356066135,Agustín Casorzo,These ads ran without a disclaimer,999,1
113960477746401,Anderson Hernandez Diputado,Anderson Hernandez,997,2
902041709954551,Suyen Muñoz,These ads ran without a disclaimer,996,13
79355523842,University of the People,These ads ran without a disclaimer,993,5
1238173096287495,Azur Games,These ads ran without a disclaimer,993,13
114928477036743,Amigos de Roatán,These ads ran without a disclaimer,990,1
109201451445376,Linda Núñez,Ricardo Antonio Nuñez Araujo,990,6
1802248836771260,Weird Little Tales,These ads ran without a disclaimer,986,29
366906170115737,Coiproden,These ads ran without a disclaimer,975,1
108898534900298,scarleth pacas y más..,These ads ran without a disclaimer,970,2
105957281889007,alexlourie.photo,These ads ran without a disclaimer,965,1
111034657395960,Seminario Teológico de Honduras-SETEHO,These ads ran without a disclaimer,965,2
100186108572105,Felicita Álvarez Hn.,These ads ran without a disclaimer,963,11
106939275011916,Elena Funes,Karl Wane Martinez Rosales,961,7
1593131730802852,Juntos Lograremos El Cambio,Eduardo Fuentes Diputado,956,6
106196857639016,Gran Alianza Nacional Estudiantil GANE - FCEAC,Arlis Mendez,953,3
117219606851216,Josué Enamorado,Josué Enamorado,950,8
102503894494718,Juan Carlos Discua,These ads ran without a disclaimer,946,5
106153068535777,El cambio lo hago yo,These ads ran without a disclaimer,945,7
100819068532938,Vanessa Membreño Canales Diputada 2022-2026,VANESSA MEMBREÑO CANALES,942,6
1128198717288902,Victor Matamoros Diputado / Yoro,Victor Matamoros,935,2
1772067236402516,Política Viral,These ads ran without a disclaimer,928,14
201284266408948,Carlos Murillo,Secretaria de Agricultura y Ganadería - Subsecretaría de Caficultura,919,5
101648028432213,Epril Hernández Palmer,Epril Deycilia Hernández Palmer,908,10
107982408318843,Dra.LigiaRamos143,These ads ran without a disclaimer,906,5
105949358041045,Dorian Salinas,These ads ran without a disclaimer,903,7
1651245565156292,Grupo Carrasco,Mario Alexis Carrasco Asencio,900,3
100344528542810,Juventud Municipal LIBRE-Choluteca,Alejandro Espinal,900,9
422402521492812,Radio Popular del Aguan,Axel Nahun Chávez Zambrano,900,6
316667995124531,Banco Centroamericano de Integración Económica - BCIE,These ads ran without a disclaimer,888,8
120461674757079,Hilda Pacheco,These ads ran without a disclaimer,875,13
68793499001,UNICEF,These ads ran without a disclaimer,870,56
383515245763501,Carlos Bonilla,Carlos Enrique Bonilla Fernandez,869,2
105760141455246,Fundación Construyendo Talentos,Herlyn Nohel Barahona Mejía,860,4
645973109098701,Oscar Tejada,These ads ran without a disclaimer,842,4
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,837,51
122641761109869,UMH - Universidad Metropolitana de Honduras,These ads ran without a disclaimer,834,13
1659523454362402,Dr. Yavhe Sabillon,These ads ran without a disclaimer,831,2
121350964566751,DHL Motorsports,These ads ran without a disclaimer,830,29
141053389924963,"Zadra Law Firm, P.A.",These ads ran without a disclaimer,820,2
105692624836775,Inpexh,Agencia Like Digital Markenting,817,3
125452444159515,Emagister,These ads ran without a disclaimer,810,1
