Page ID,Page name,Disclaimer,Amount spent (GTQ),Number of ads in Library
391944980904709,"5to Poder, La Verdad sin Miedo",These ads ran without a disclaimer,≤100,2
115947938103372,Epicentro News,Natalia Pinzon Hernandez,≤100,1
165590010172381,UDEFEGUA,These ads ran without a disclaimer,≤100,1
1575300589428722,Tony Flores Oficial,These ads ran without a disclaimer,≤100,2
236687939800837,Oscar Rodolfo Castañeda,These ads ran without a disclaimer,≤100,1
287842647957979,EU International Partnerships,These ads ran without a disclaimer,≤100,7
115955698105625,Tolimán,Natalia Pinzon Hernandez,≤100,2
118969571141991,VOS Tacaná,VOS Tacaná,≤100,2
104444729065513,Victoria Segovia,These ads ran without a disclaimer,≤100,12
2291134174474524,"Tinamït, Comité Cívico",These ads ran without a disclaimer,≤100,1
113144616870745,objet.petit.yoga,These ads ran without a disclaimer,≤100,2
1520187611636377,Ministerio Cristiano La Última Llamada,These ads ran without a disclaimer,≤100,1
100908876167095,Valentin Chalino,These ads ran without a disclaimer,≤100,1
110329408440314,Awex Yamanik Concogua Malchic - Rak'uun Qatinimiit,These ads ran without a disclaimer,≤100,1
381024579067518,China Daily Sci-Tech,These ads ran without a disclaimer,≤100,1
331830461556993,Ramón Raymundo,These ads ran without a disclaimer,≤100,1
68793499001,UNICEF,These ads ran without a disclaimer,≤100,8
106160792367326,Partido Valor Mazatenango,These ads ran without a disclaimer,≤100,1
1678934402322447,Chapin TV,These ads ran without a disclaimer,≤100,1
114036114933185,Jahiro Otzoy,These ads ran without a disclaimer,≤100,1
100694966010922,USAenEspañol,These ads ran without a disclaimer,≤100,6
107606778526522,Valor  Momos,These ads ran without a disclaimer,≤100,1
556059364566840,Ante la Ley- Guatemala,These ads ran without a disclaimer,≤100,1
108514502146831,PIN Jutiapa -Partido de Integración Nacional-,Dohuglas Crispin,≤100,2
106944151506004,Variedades Dayana GT,These ads ran without a disclaimer,≤100,1
107094715390465,A Seat at the Table,These ads ran without a disclaimer,≤100,1
163612320390775,Pantaleon,These ads ran without a disclaimer,≤100,6
211449615709050,Abogado de Inmigración Petro,These ads ran without a disclaimer,≤100,1
1318693451562017,Aproglobo,These ads ran without a disclaimer,≤100,1
100964919400112,Biblias Tener a Dios es Tenerlo todo,These ads ran without a disclaimer,≤100,1
692778114417821,Ciclos CAP,These ads ran without a disclaimer,≤100,2
100784938459742,alessandro_guieiro,These ads ran without a disclaimer,≤100,2
111128637824426,MEGA  Ventas SHOP,These ads ran without a disclaimer,≤100,2
116218431429905,Octavio Artemio de León Delgado,Octavio Artemio de León Delgado,≤100,4
111501216920024,Ocean Mi Amor,These ads ran without a disclaimer,≤100,1
439669373244263,Yo APOYO A SUGER,Yo APOYO A SUGER,≤100,1
106103748402591,,Partido Victoria Totonicapán,≤100,3
100971735287605,"Huehuetenango, Carlos Manuel y su Antesala del Cielo: Los Cuchumatanes.",These ads ran without a disclaimer,≤100,4
100567842339226,Noticias URNG Maíz,Doriam Elizabeth Morales Guerra,≤100,1
1190933041016116,BLANKY PEREZ,These ads ran without a disclaimer,≤100,1
102465422578615,Fray nos UNE,Fray nos UNE,≤100,1
104621875868554,Entretenimiento,These ads ran without a disclaimer,≤100,1
101398379487085,Tamahu es territorio UNE.,Jacqueline Karina Quej Buenafé De Hernández,≤100,1
169925374631061,Wahl Guatemala,These ads ran without a disclaimer,≤100,1
110507008256412,Nelvi Quiñonez -El Profe-,These ads ran without a disclaimer,≤100,1
113269027035948,BIEN SAN PABLO,These ads ran without a disclaimer,≤100,1
106686455501826,Chica Mayorista,These ads ran without a disclaimer,≤100,1
493919797777986,Izabal de ahuevo,These ads ran without a disclaimer,≤100,1
2105594396221496,Las Verdades de Villa Nueva,These ads ran without a disclaimer,≤100,1
200544386681971,Fundación Carlos F. Novella,These ads ran without a disclaimer,≤100,2
114446168177543,Saber Votar Guatemala,These ads ran without a disclaimer,≤100,1
101594738965440,Medi Insumos Sololá,These ads ran without a disclaimer,≤100,1
117763161275571,"Yo soy, Jonathan",Jose Ligorria,≤100,4
127187187348820,Kaspersky,These ads ran without a disclaimer,≤100,3
105355401946440,Sandro Inversor,These ads ran without a disclaimer,≤100,3
101044589510804,Justicia y Derechos en Guatemala,These ads ran without a disclaimer,≤100,1
254973411835412,Ecoplastics GT,These ads ran without a disclaimer,≤100,1
1638184006492212,CC Parque Las Américas,These ads ran without a disclaimer,≤100,1
181121465276992,AMSCLAE,These ads ran without a disclaimer,≤100,1
260505207474088,Libélula Cambio Climático,These ads ran without a disclaimer,≤100,5
881090331961841,Nazil,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,2
102484609311364,Producciones Aj Tzólojyá,These ads ran without a disclaimer,≤100,2
105299091447237,Escuela de Gobierno Municipal,These ads ran without a disclaimer,≤100,2
154972054558010,Plaza Pública,These ads ran without a disclaimer,≤100,1
108125448333137,Kiut CAM,These ads ran without a disclaimer,≤100,2
102490342357338,Byron Geovanny Orellana Orellana,These ads ran without a disclaimer,≤100,1
101906816181127,Partido BIEN Aguacatán,Partido BIEN Aguacatán,≤100,1
106166095264415,M.A. Walter Mazariegos,These ads ran without a disclaimer,≤100,1
109047115425387,PYIP,These ads ran without a disclaimer,≤100,1
104998758698261,Chumpas Americanas  Marielos Importadora,These ads ran without a disclaimer,≤100,1
251500878301121,Universidad Da Vinci de Guatemala,These ads ran without a disclaimer,≤100,1
315332562570612,Hospital Privado Universitario de Peten,These ads ran without a disclaimer,≤100,1
305828002808516,INHOPE - International Association of Internet Hotlines,These ads ran without a disclaimer,≤100,1
108985917630622,Productos De Temporada,These ads ran without a disclaimer,≤100,1
102088336006862,Mouth-watering,These ads ran without a disclaimer,≤100,1
461723011031995,Academia de Reyes Rejobot,These ads ran without a disclaimer,≤100,1
737544276277763,AGER,These ads ran without a disclaimer,≤100,1
304499560287545,Mariano Portillo,These ads ran without a disclaimer,≤100,10
213980858750823,Auto Bazar,These ads ran without a disclaimer,≤100,1
102889555843667,BM Hermanos Ferretería y Distribuidora,These ads ran without a disclaimer,≤100,1
115689458089093,Iniciativa 6146 Multas GT,These ads ran without a disclaimer,≤100,2
610308529317461,Con Vos,Con Vos,≤100,12
101001338857545,CABAL Santa María Ixhuatán,These ads ran without a disclaimer,≤100,1
953657811446042,Conciencia Nacional por la Libertad Religiosa,These ads ran without a disclaimer,≤100,1
209596159055433,Clase Ejecutiva UC,These ads ran without a disclaimer,≤100,3
1823807254333065,Soy Más País,These ads ran without a disclaimer,≤100,6
107313468911646,Mi Familia La Esperanza,These ads ran without a disclaimer,≤100,1
111783969059,Tony Robbins,These ads ran without a disclaimer,≤100,2
107385222136590,"UNE Tactic, Alta Verapaz",Nelson Israel Rax Có,≤100,2
112040704731277,A l l n o v e l-RS,These ads ran without a disclaimer,≤100,5
313343692104320,Resistencia y Liberación,These ads ran without a disclaimer,≤100,9
107577142268376,BIEN Escuintla,These ads ran without a disclaimer,≤100,1
102535056013753,Financiera Popular,These ads ran without a disclaimer,≤100,1
207745179235873,Thomas Hübl,These ads ran without a disclaimer,≤100,4
1179956078725824,José Luis Chea Urruela,These ads ran without a disclaimer,≤100,1
1608206099427648,Pablo Pacheco,These ads ran without a disclaimer,≤100,1
110374894869102,Prosperidad Ciudadana,These ads ran without a disclaimer,≤100,2
102897375582862,Caminovela,These ads ran without a disclaimer,≤100,11
588158355209670,Noticias la Red Gt Chinautla,Jennifer Lopez,≤100,1
666054530693537,Noticias La Red Gt Chuarrancho,Jennifer Lopez,≤100,1
107863295209347,Chapines  en USA. GT,These ads ran without a disclaimer,≤100,1
19740928752,World Animal Protection,These ads ran without a disclaimer,≤100,3
105572025851775,Gilberto Jocop El Pescado,These ads ran without a disclaimer,≤100,1
630132150950285,Noticias la Red Gt Palencia,Jennifer Lopez,≤100,1
541367636802117,Cristianos de Guatemala,Paola Barillas,≤100,1
575450466481682,Noticias la Red Gt Fraijanes,Jennifer Lopez,≤100,1
102920459201600,Partido Azul Moyuta,Partido Azul Moyuta,≤100,1
111573380293547,Ruth De León García  Ejecutiva de Bienes Raíces,These ads ran without a disclaimer,≤100,1
218917584848162,TNC Latinoamérica,These ads ran without a disclaimer,≤100,1
100145099522054,"UNE Todos Santos Cuchumatán , Huehuetenango",These ads ran without a disclaimer,≤100,3
103260062271677,Festival Disidente,These ads ran without a disclaimer,≤100,1
651269412155421,Noticias la Red Gt San Pedro Ayampuc,Jennifer Lopez,≤100,1
121459656029157,Noticias la Red Gt Santa Catarina Pinula,Jennifer Lopez,≤100,1
848649028515460,Partido Azul,These ads ran without a disclaimer,≤100,1
641793966455459,Noticias La Red Guatemala,Jennifer Lopez,≤100,1
627328211242735,Noticias la Red Gt Villa Canales,Jennifer Lopez,≤100,1
105260558775032,Fuera de Línea,These ads ran without a disclaimer,≤100,1
101748309366304,Partido Azul Puerto San José,These ads ran without a disclaimer,≤100,1
114678598237740,Yo soy Antigua,These ads ran without a disclaimer,≤100,1
1768503466610700,Teancum book and screenplay project,These ads ran without a disclaimer,≤100,2
124903597538641,Asociación ixim,Asociación ixim,≤100,1
610172062974272,Noticias la Red  Gt San José Pinula,Jennifer Lopez,≤100,1
233924424332703,Noticias la Red Gt Mixco,Jennifer Lopez,≤100,1
330818987304083,ICAT Coatepeque,These ads ran without a disclaimer,≤100,1
103651181740193,Pueblos Unidos,These ads ran without a disclaimer,≤100,2
107174021421814,Noti Toto,These ads ran without a disclaimer,≤100,2
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100,84
227622537655549,CGTN en Español,These ads ran without a disclaimer,≤100,13
115348344832430,Color Happygt,These ads ran without a disclaimer,≤100,1
340992532647246,cosmeticosalpormayor.com,These ads ran without a disclaimer,≤100,1
109928222014554,Yo Voto,These ads ran without a disclaimer,≤100,2
109149841387092,maquillandopermanente,These ads ran without a disclaimer,≤100,5
107324342117850,UNE Totonicapan Departamental,Gaby Gómez,≤100,2
64588666340,Haaretz.com,These ads ran without a disclaimer,≤100,8
303455713105608,Prensa Comunitaria,These ads ran without a disclaimer,≤100,4
110112058511700,Nosotros Cantel,These ads ran without a disclaimer,≤100,2
117014294305615,besemobenson,These ads ran without a disclaimer,≤100,1
1463029897321510,Banco Azteca Guatemala,These ads ran without a disclaimer,≤100,1
219877565979325,Noticias la Red Gt Amatitlán,Jennifer Lopez,≤100,1
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100,23
108318715562829,Abi Espin,These ads ran without a disclaimer,≤100,16
101181166005978,SilitechS.A,These ads ran without a disclaimer,≤100,9
101662242826187,La Chinautla de Seño Liz,These ads ran without a disclaimer,≤100,2
108941249155931,Science and Nonduality Conference,These ads ran without a disclaimer,≤100,12
110979294923104,Secretos de la Música,These ads ran without a disclaimer,≤100,2
94199711897,Hábitat para la Humanidad,These ads ran without a disclaimer,≤100,10
113067177682259,PMD - Dogs is my  world,These ads ran without a disclaimer,≤100,3
675887005894180,Red de Salud de las Mujeres Latinoamericanas y del Caribe,These ads ran without a disclaimer,≤100,4
2747296718630466,Mileto App,These ads ran without a disclaimer,≤100,1
274120089379114,Edmond Mulet,These ads ran without a disclaimer,≤100,1
103451285140725,El Informante,These ads ran without a disclaimer,≤100,1
115393671416893,Elvis Patt,These ads ran without a disclaimer,≤100,1
397463190337246,Corazon Artesanal,These ads ran without a disclaimer,≤100,1
100344592619224,CICEC,These ads ran without a disclaimer,≤100,1
118036830067326,Edelmar López - Construyamos el Futuro,These ads ran without a disclaimer,≤100,1
102035035940569,Da Vida a la Vida,These ads ran without a disclaimer,≤100,4
285530825204,Klitschko,These ads ran without a disclaimer,≤100,69
100331022773225,reinerstrom,These ads ran without a disclaimer,≤100,1
107592792281275,Valor Nentón,Valor Nentón,≤100,5
102257292713372,Alejandra Morales,These ads ran without a disclaimer,≤100,30
643307955729923,Rabino Yosef Garmon - יוסף גרמון,These ads ran without a disclaimer,≤100,4
352831208080156,Ministerio de Salud Pública y Asistencia Social,These ads ran without a disclaimer,≤100,2
101246731455156,"Hugo Molina Botrán, Asesor Agrícola",These ads ran without a disclaimer,≤100,1
6651543066,CNN Business,These ads ran without a disclaimer,≤100,13
103609338319822,VIVA Mixco,These ads ran without a disclaimer,≤100,1
121255219270912,أفضل ألعاب الحرب العربية لعام 2022,These ads ran without a disclaimer,≤100,7
108402387551842,Plataforma LeyDem,These ads ran without a disclaimer,≤100,2
103195175606380,"Fegora, S.A",These ads ran without a disclaimer,≤100,1
164054510913858,Mazatenango Informátivo,These ads ran without a disclaimer,≤100,1
102663091998853,Vida Circular Mx,These ads ran without a disclaimer,≤100,2
628157001170109,Noticias la Red Gt San Miguel Petapa,Jennifer Lopez,≤100,1
111066288369236,Convergencia Gremial,These ads ran without a disclaimer,≤100,2
107447588914077,Nosotros Carcha,These ads ran without a disclaimer,≤100,1
358442097543367,Materia,These ads ran without a disclaimer,≤100,11
97320092545,PAHO-WHO,These ads ran without a disclaimer,≤100,1
142556265766634,Guatemala Visible,These ads ran without a disclaimer,≤100,1
389976681048925,ECMIA,These ads ran without a disclaimer,≤100,11
116372744710538,DSCSQ,These ads ran without a disclaimer,≤100,1
101362805052535,Hola,These ads ran without a disclaimer,≤100,1
105083701257796,Muebles Santa Maria,These ads ran without a disclaimer,≤100,1
805315316343488,Woodward Group,These ads ran without a disclaimer,≤100,2
435588896597713,Fondo Camy,These ads ran without a disclaimer,≤100,1
168784053795347,Fondo Monetario Internacional,These ads ran without a disclaimer,≤100,2
100213255775268,Katy Fashion Moda,These ads ran without a disclaimer,≤100,1
100585346122809,PSC,These ads ran without a disclaimer,≤100,1
271720906203720,OIM México,These ads ran without a disclaimer,≤100,3
101488039257205,Blog Doble Ciudadanía,Marco Tulio Cajas López,≤100,1
300517983887388,Revista The Review of Religions en español,These ads ran without a disclaimer,≤100,1
124903597538641,Asociación ixim,These ads ran without a disclaimer,≤100,1
1406697842932237,Muebles en Casa GT,These ads ran without a disclaimer,≤100,1
108957400693802,Carlos Aguilar,These ads ran without a disclaimer,≤100,1
112327368327461,Santos Tomas Martinez Lopez,These ads ran without a disclaimer,≤100,1
101858915914663,San Marcos News,These ads ran without a disclaimer,≤100,1
106667449020647,Guatemala HOY,La batalla que nos une,≤100,2
134278719946186,Bayer,These ads ran without a disclaimer,≤100,4
107174172303572,LGBT Guatemala,Natalia Pinzon Hernandez,≤100,1
2290031847990273,Punto y Like,These ads ran without a disclaimer,≤100,1
106514621982891,Rabinal Es Bendecido Por Dios,These ads ran without a disclaimer,≤100,1
476249212436438,Secretaría de Bienestar Social de la Presidencia,These ads ran without a disclaimer,≤100,3
105073207967492,CTG Perú,These ads ran without a disclaimer,≤100,4
2279264422124393,Vibra Latina Houston,These ads ran without a disclaimer,≤100,3
111363940595440,Noticias Ocós S.M.,Noticias Ocós S.M.,≤100,1
1552532851481889,Buckner Guatemala,These ads ran without a disclaimer,≤100,2
104401217909899,RoboForex,These ads ran without a disclaimer,≤100,10
109067201904212,Secretaría de Asuntos de la Mujer,These ads ran without a disclaimer,≤100,1
106313092408190,Michelle Jota VBE,These ads ran without a disclaimer,≤100,4
1803279899993382,"Ni Una Palmadita, Fernanda Restrepo",These ads ran without a disclaimer,≤100,4
