Page ID,Page name,Disclaimer,Amount spent (LSL),Number of ads in Library
457523737635438,International Hospital Federation,These ads ran without a disclaimer,≤100,1
107545511879275,Live Ukraine Animals,These ads ran without a disclaimer,≤100,1
363388004312003,STAEDTLERinst,These ads ran without a disclaimer,≤100,2
122164924461172,Volvo Buses,These ads ran without a disclaimer,≤100,1
105607552434777,Instalador Solar,These ads ran without a disclaimer,≤100,1
188890111132385,Oxford Academic (Oxford University Press),These ads ran without a disclaimer,≤100,2
506814036179170,Climate Investment Funds,These ads ran without a disclaimer,≤100,1
711009978986796,广交会,These ads ran without a disclaimer,≤100,4
556475357727793,World Organisation for Animal Health,These ads ran without a disclaimer,≤100,4
104852508869618,Our World,These ads ran without a disclaimer,≤100,1
7248739415,YOOX,These ads ran without a disclaimer,≤100,1
102655988684441,Your New Favorite Crowdfunding Projects,These ads ran without a disclaimer,≤100,3
106607685607820,California003,These ads ran without a disclaimer,≤100,1
103129779296031,Stanford001,These ads ran without a disclaimer,≤100,1
249961538398878,The European Society of Cataract and Refractive Surgeons (ESCRS),These ads ran without a disclaimer,≤100,1
316496640057,7iber,These ads ran without a disclaimer,≤100,42
117879722193956,The Man United Fans,These ads ran without a disclaimer,≤100,1
675637419289349,The Big Shift Global,These ads ran without a disclaimer,≤100,1
107169341928789,Gog Reading,These ads ran without a disclaimer,≤100,1
137722999750651,GE Power,These ads ran without a disclaimer,≤100,2
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,1
101082536046883,Vivenlife,These ads ran without a disclaimer,≤100,1
106227948722141,Bob Ledden Music Ministries,These ads ran without a disclaimer,≤100,2
101536679288117,Ringmyhome.com,These ads ran without a disclaimer,≤100,1
897091320427120,LSE International Inequalities Institute,These ads ran without a disclaimer,≤100,1
102915915537661,5irechain,These ads ran without a disclaimer,≤100,4
152000511496023,UBC Sauder School of Business,These ads ran without a disclaimer,≤100,2
109178858589489,Pro-Photo-Editor,These ads ran without a disclaimer,≤100,2
101252249288159,Alton Moore,These ads ran without a disclaimer,≤100,1
104571398575273,Kickstarter Projects You Need Now,These ads ran without a disclaimer,≤100,2
104897268381196,LeNovel,These ads ran without a disclaimer,≤100,1
286877638078444,Africa Centre for Energy Policy,These ads ran without a disclaimer,≤100,2
422898847759660,CGTN Africa,These ads ran without a disclaimer,≤100,3
414426511932868,"Trump International, Scotland",These ads ran without a disclaimer,≤100,1
102616269101504,Eco-energía para todos,These ads ran without a disclaimer,≤100,3
112668928379774,Bonjour-31,These ads ran without a disclaimer,≤100,1
100471966283125,Bonjour-12,These ads ran without a disclaimer,≤100,1
1084181151640163,Deli,These ads ran without a disclaimer,≤100,1
179985353632589,Hazem Palestine,These ads ran without a disclaimer,≤100,1
1489805271325213,Tsinghua University,These ads ran without a disclaimer,≤100,3
1996858746995628,Allentown NAACP,These ads ran without a disclaimer,≤100,2
110735445057512,TSM Quiz,These ads ran without a disclaimer,≤100,1
100722238587048,Love & Inspiration,These ads ran without a disclaimer,≤100,1
121001070939962,Ava-06,These ads ran without a disclaimer,≤100,1
1224222337726715,Ստեփան Սարգսյան / Stepan Sargsyan,These ads ran without a disclaimer,≤100,1
101654825098809,Ecologie et Bienveillance,These ads ran without a disclaimer,≤100,2
110712398612016,Mc01-22,These ads ran without a disclaimer,≤100,1
246168275477703,GamesIndustry.biz,These ads ran without a disclaimer,≤100,1
104177748302844,Unsolved Mysteries,These ads ran without a disclaimer,≤100,1
1210034445780962,Міжнародне радіо Китаю,These ads ran without a disclaimer,≤100,2
126147740570884,Swapa Mobility,These ads ran without a disclaimer,≤100,1
1726517690956007,CLAL.it Agrifood,These ads ran without a disclaimer,≤100,2
2084855378228902,Fresh Edits,These ads ran without a disclaimer,≤100,1
138457552871898,Live Aqua Beach Resort Cancun,These ads ran without a disclaimer,≤100,1
104114555312607,_apostlejp,These ads ran without a disclaimer,≤100,1
290323924814214,The Athletic,These ads ran without a disclaimer,≤100,1
103457138292691,Go Sanya,These ads ran without a disclaimer,≤100,1
6756153498,Mike Bloomberg,These ads ran without a disclaimer,≤100,2
158795537535748,World Bank Vietnam,These ads ran without a disclaimer,≤100,4
102723762108199,Tsikdem Communication,These ads ran without a disclaimer,≤100,3
106862188248613,World Laureates Forum,These ads ran without a disclaimer,≤100,1
101733281582598,Grupa93,These ads ran without a disclaimer,≤100,1
108221258498046,Deep Wallpaper-wei-3.21,These ads ran without a disclaimer,≤100,1
220247148525333,Rabindranath Tagore Literary Prize,These ads ran without a disclaimer,≤100,1
402052193189194,Siemens,These ads ran without a disclaimer,≤100,4
102690945081743,𝗞𝗔𝗬 ∙ 𝗟𝗔 𝗙𝗢𝗢𝗗 𝗕𝗟𝗢𝗚𝗚𝗘𝗥,These ads ran without a disclaimer,≤100,1
378796415568701,Skyeng: онлайн-школа английского языка,These ads ran without a disclaimer,≤100,1
341095516259725,"Qingdao City, China",These ads ran without a disclaimer,≤100,1
9181619833,CES,These ads ran without a disclaimer,≤100,2
117145531471206,BridesBlush,These ads ran without a disclaimer,≤100,1
117002277093851,Celeb Insider,These ads ran without a disclaimer,≤100,1
19595510126,Annual Reviews,These ads ran without a disclaimer,≤100,6
789394817776187,This is Hunan,These ads ran without a disclaimer,≤100,4
193465911492388,Joseph F. Doe- Digital Content Creator,These ads ran without a disclaimer,≤100,1
232306606626052,Black Elites Magazine,These ads ran without a disclaimer,≤100,2
146647705406390,Minority Rights Group,These ads ran without a disclaimer,≤100,9
138702552827157,Business Traveller UK,These ads ran without a disclaimer,≤100,5
353371268085999,Lorraine LionHeart,These ads ran without a disclaimer,≤100,1
105501525214110,NFL Africa,These ads ran without a disclaimer,≤100,2
1402886413315221,Dominion TV,These ads ran without a disclaimer,≤100,2
335172573560010,Taiwan in Boston,These ads ran without a disclaimer,≤100,1
1030241297109394,Ma Awhene3 Tv,These ads ran without a disclaimer,≤100,1
131443777573895,The Celebritist,These ads ran without a disclaimer,≤100,2
135088916352476,Izzasglobalfreedom,These ads ran without a disclaimer,≤100,1
106674045235238,La Rocka Beach Resort,These ads ran without a disclaimer,≤100,1
93215829929,International Surfing Association,These ads ran without a disclaimer,≤100,2
104192625773372,Remember When?,These ads ran without a disclaimer,≤100,1
107831435421935,Day Generation,These ads ran without a disclaimer,≤100,1
89151782746,Fauna & Flora,These ads ran without a disclaimer,≤100,1
106852952352880,Empresarial Iberoamericano,These ads ran without a disclaimer,≤100,1
106316574339514,Sometimesuneedclarity,These ads ran without a disclaimer,≤100,1
111242362248639,International Youth Conference - IYC,These ads ran without a disclaimer,≤100,1
733768556752249,Apostle Peter Dike Ministries,These ads ran without a disclaimer,≤100,1
289934516904,Millions Against Monsanto by OrganicConsumers.org,These ads ran without a disclaimer,≤100,1
114184975000819,Unexplained Beasts,These ads ran without a disclaimer,≤100,2
120471718016525,Arts – British Council,These ads ran without a disclaimer,≤100,2
102940261323794,Anna Zgambo,These ads ran without a disclaimer,≤100,1
111339584768179,FillLily,These ads ran without a disclaimer,≤100,4
102713519413562,Hmy-pineapple0208a,These ads ran without a disclaimer,≤100,1
228073447064109,Arts Of Palestine,These ads ran without a disclaimer,≤100,3
119105994546927,Adivasi neelambari herbal hair care,These ads ran without a disclaimer,≤100,1
112634255115232,Community Healthcare Services,These ads ran without a disclaimer,≤100,1
101554595804164,MI Store Sverige,These ads ran without a disclaimer,≤100,1
237292769749310,CRI Pashto,These ads ran without a disclaimer,≤100,1
725969387743640,Daily Music Roll,These ads ran without a disclaimer,≤100,1
315998375705886,FT Live,These ads ran without a disclaimer,≤100,1
289446947817747,Global Citizen,These ads ran without a disclaimer,≤100,2
116718148155726,Squizable,These ads ran without a disclaimer,≤100,2
100250128285411,Asia Financial,These ads ran without a disclaimer,≤100,1
1505544533088943,United States Church,These ads ran without a disclaimer,≤100,1
112371764682588,Invisible War Army,These ads ran without a disclaimer,≤100,1
523743974671830,Proutist Universal,These ads ran without a disclaimer,≤100,1
103935928108929,The-Running-Bug,These ads ran without a disclaimer,≤100,1
101536455882637,Black: The Unfiltered,These ads ran without a disclaimer,≤100,1
117008325013306,Translators without Borders,These ads ran without a disclaimer,≤100,1
130776843450297,WEVJ MDPI,These ads ran without a disclaimer,≤100,1
103175548153206,China Huaneng in Cambodia,These ads ran without a disclaimer,≤100,2
349837788460874,CRI Kiswahili,These ads ran without a disclaimer,≤100,4
393304404377707,中華人民共和國外交部駐香港特別行政區特派員公署,These ads ran without a disclaimer,≤100,1
108869007963624,Learnfly Skills,These ads ran without a disclaimer,≤100,1
119234291609808,Sanitation and Water for All - a UNICEF-hosted global partnership,These ads ran without a disclaimer,≤100,2
109942243719725,Group-IB: Intelligence-driven Cyber Security,These ads ran without a disclaimer,≤100,1
100542182579250,Mena Reading,These ads ran without a disclaimer,≤100,1
1216974131650148,Beijing Mutianyu Great Wall,These ads ran without a disclaimer,≤100,2
276379069892534,Spotlight Initiative,These ads ran without a disclaimer,≤100,1
104102576882,CanadaVisa.com - Cohen Immigration Law,These ads ran without a disclaimer,≤100,2
30954968553,Smithsonian’s National Museum of the American Indian,These ads ran without a disclaimer,≤100,1
116311181765921,World Grain,These ads ran without a disclaimer,≤100,1
102202384790269,DiFluid,These ads ran without a disclaimer,≤100,1
1567453056849352,Joshua Long,These ads ran without a disclaimer,≤100,1
134806336377561,JEPPY INC,These ads ran without a disclaimer,≤100,1
7297163299,Greenpeace International,These ads ran without a disclaimer,≤100,1
110322744888755,Trendyspread shop,These ads ran without a disclaimer,≤100,2
101849728551147,Fun Break Central,These ads ran without a disclaimer,≤100,1
106879367768789,Jessica Zang,These ads ran without a disclaimer,≤100,1
296438217073791,11th Hour Racing,These ads ran without a disclaimer,≤100,1
1407738412662344,SABAA.education,These ads ran without a disclaimer,≤100,1
101028016417965,Assist Guru: AI Mobile App,These ads ran without a disclaimer,≤100,1
107820668831122,Bugetare participativă în județul Vrancea,These ads ran without a disclaimer,≤100,1
158838894166016,科學人,These ads ran without a disclaimer,≤100,2
107872505295606,Eynulla Fatullayev,These ads ran without a disclaimer,≤100,1
2036198076593503,Glarie Elevator Escalator,These ads ran without a disclaimer,≤100,2
1025943887454259,A2E,These ads ran without a disclaimer,≤100,1
116706926839633,Braindom,These ads ran without a disclaimer,≤100,4
104884262506601,Steven Goldman Futures,These ads ran without a disclaimer,≤100,1
2420268291542853,China Resources Group,These ads ran without a disclaimer,≤100,2
106794077936083,Epic Feed,These ads ran without a disclaimer,≤100,1
1543000112660498,JAC Motors Global,These ads ran without a disclaimer,≤100,1
1939895749579622,Point de Vue,These ads ran without a disclaimer,≤100,4
116884167688505,Marcelo Ramos,These ads ran without a disclaimer,≤100,1
733290974106002,Smilewithyou,These ads ran without a disclaimer,≤100,1
109273558493321,Luiz Sanches,These ads ran without a disclaimer,≤100,1
102390486033995,Connect1281_13307,These ads ran without a disclaimer,≤100,1
102458909040981,CSCEC in Central and West Africa,These ads ran without a disclaimer,≤100,2
105130458903674,Energy China Philippines,These ads ran without a disclaimer,≤100,1
1471842979775867,Vincent Callebaut Architectures,These ads ran without a disclaimer,≤100,1
109150544704580,Lincoln Corners Pakistan,These ads ran without a disclaimer,≤100,2
244863282203833,Luke Storey,These ads ran without a disclaimer,≤100,2
108226812107555,Yang from CGN,These ads ran without a disclaimer,≤100,1
224745590876946,Youth Alliance for Leadership and Development in Africa (YALDA),These ads ran without a disclaimer,≤100,1
124252504303223,UNICEF (FR),UNICEF,≤100,16
290980968206977,GameDay News,These ads ran without a disclaimer,≤100,6
124252504303223,UNICEF (FR),These ads ran without a disclaimer,≤100,3
101769325674257,naseartsconsortium,These ads ran without a disclaimer,≤100,1
118824761250188,Dfjyukh-1420,These ads ran without a disclaimer,≤100,1
103697888309290,福建有藝,These ads ran without a disclaimer,≤100,1
189892208431158,That's Entertainment,These ads ran without a disclaimer,≤100,1
110860517186353,voestalpine Tubulars,These ads ran without a disclaimer,≤100,7
102226632290925,Crestron Europe,These ads ran without a disclaimer,≤100,1
113013077228994,CZ,These ads ran without a disclaimer,≤100,3
1673669186277733,Freeda,These ads ran without a disclaimer,≤100,1
106210845028613,Menthol Protocol,These ads ran without a disclaimer,≤100,1
101853479470366,Weregreenly,These ads ran without a disclaimer,≤100,1
92288319748,Global Peace Index,These ads ran without a disclaimer,≤100,4
194243164260,Adventist Education Dialogue,These ads ran without a disclaimer,≤100,3
222801630909735,Echoes Of Palestine,These ads ran without a disclaimer,≤100,6
133269869866883,"Dr. Hawk, PhD - STEM Initiatives",These ads ran without a disclaimer,≤100,1
800194943688625,Mindful Gazette,These ads ran without a disclaimer,≤100,1
105416375854252,Yu-236,These ads ran without a disclaimer,≤100,1
83800097281,The Commonwealth,These ads ran without a disclaimer,≤100,2
109035425225894,Malawi Irish Consortium on Gender Based Violence,These ads ran without a disclaimer,≤100,1
132737856598686,Free Palestine Together,These ads ran without a disclaimer,≤100,2
111237125287210,We Ballin',These ads ran without a disclaimer,≤100,1
107469088665612,ROCK TV Africa,These ads ran without a disclaimer,≤100,1
1575300589358145,China Culture,These ads ran without a disclaimer,≤100,1
102040279188611,Support Ukrainians WW,These ads ran without a disclaimer,≤100,3
540586872792397,The Jerusalem Post - Christian World,These ads ran without a disclaimer,≤100,2
2195283823824936,Sage & Sandstone,These ads ran without a disclaimer,≤100,1
112854258459158,መድህን ለኢትዮጵያ,These ads ran without a disclaimer,≤100,1
107103774867672,Glamorous Lingnan,These ads ran without a disclaimer,≤100,1
106386888743470,Ordinarilyla.com,These ads ran without a disclaimer,≤100,2
287350275114316,Car Tribe,These ads ran without a disclaimer,≤100,1
194515444584914,Global EverGreening Alliance,These ads ran without a disclaimer,≤100,2
110367131856162,海南自由貿易港,These ads ran without a disclaimer,≤100,1
101082842736363,The world of reader,These ads ran without a disclaimer,≤100,4
114838322545043,Resurrection Life Christian Center Church,These ads ran without a disclaimer,≤100,1
103583955836259,Tout sur l'Afrique,These ads ran without a disclaimer,≤100,1
56777943052,One Young World,These ads ran without a disclaimer,≤100,13
109463561728764,Ada Reading,These ads ran without a disclaimer,≤100,1
1041071219298715,The Real Chelsea Fans,These ads ran without a disclaimer,≤100,1
101493902773017,SPIC-Turkey,These ads ran without a disclaimer,≤100,3
101701752379868,Bunny Reading,These ads ran without a disclaimer,≤100,1
1352874084790500,Fresenius Kabi,These ads ran without a disclaimer,≤100,3
107303188853837,IKUn03,These ads ran without a disclaimer,≤100,1
33949959457,Passport Magazine,These ads ran without a disclaimer,≤100,1
437153699802747,Brendan Kane,These ads ran without a disclaimer,≤100,5
105682309044648,Livemarkets,These ads ran without a disclaimer,≤100,1
106057958885632,docbotic,These ads ran without a disclaimer,≤100,2
398610380712044,River Cleanup,These ads ran without a disclaimer,≤100,7
107446465747851,Minister Micah,These ads ran without a disclaimer,≤100,1
100142840161003,Billy Gene Is A.I. & XR Marketing,These ads ran without a disclaimer,≤100,1
1684724295099974,Trending Taiwan潮台灣,These ads ran without a disclaimer,≤100,3
113546554489501,Foody Reading,These ads ran without a disclaimer,≤100,1
116506943143054,Studio Tiramisù,These ads ran without a disclaimer,≤100,1
111537068063563,Jane S. Hoffman,These ads ran without a disclaimer,≤100,1
1602210006739135,今日海峽,These ads ran without a disclaimer,≤100,1
111827148225737,Mauricio Leite,These ads ran without a disclaimer,≤100,1
10423517786,Harvard Business Review,These ads ran without a disclaimer,≤100,1
110684038511765,IKUn01,These ads ran without a disclaimer,≤100,1
157586528019668,Nigel Ng,These ads ran without a disclaimer,≤100,1
1177000815657627,Sci Ani,These ads ran without a disclaimer,≤100,1
258170564925111,Alfaparf Milano Professional,These ads ran without a disclaimer,≤100,1
2371071496554597,La Vérité,These ads ran without a disclaimer,≤100,1
108003688977456,Wabi Sabi,These ads ran without a disclaimer,≤100,1
116269994392460,John Catt school guides - featured schools,These ads ran without a disclaimer,≤100,1
227181467391877,International Budget Partnership,These ads ran without a disclaimer,≤100,1
106748801228154,Get Up Girl,These ads ran without a disclaimer,≤100,6
109323854829811,Minute VPN Android,These ads ran without a disclaimer,≤100,1
107774402707635,Wuhan University,These ads ran without a disclaimer,≤100,2
106717032159965,Maque05,These ads ran without a disclaimer,≤100,1
176875022370569,ELi Publishing,These ads ran without a disclaimer,≤100,1
988383667884304,Co z tą Sztuką?,These ads ran without a disclaimer,≤100,1
100866902468805,PraiseGod Okere The Real Estate Agent,These ads ran without a disclaimer,≤100,2
131303296897437,Grunt Style,These ads ran without a disclaimer,≤100,6
510483066014480,FES Economic Policy Competence Centre Sub Saharan Africa- EPCC,These ads ran without a disclaimer,≤100,1
222821697571902,HealthStrong Global,These ads ran without a disclaimer,≤100,1
287842647957979,EU International Partnerships,These ads ran without a disclaimer,≤100,3
231994373490800,Student Energy,These ads ran without a disclaimer,≤100,1
152438894618577,ประธานเหมียว,These ads ran without a disclaimer,≤100,2
123492901131057,TechCabal,These ads ran without a disclaimer,≤100,1
150889264772220,Bing Pong,These ads ran without a disclaimer,≤100,1
758349691019660,"Zhangjiagang, Suzhou",These ads ran without a disclaimer,≤100,2
109350541206682,Myanmar Witness,These ads ran without a disclaimer,≤100,1
207514629334623,قراءات إفريقية,These ads ran without a disclaimer,≤100,1
207268042645317,Macquarie Group,These ads ran without a disclaimer,≤100,6
110492914152511,Витоша Студио,These ads ran without a disclaimer,≤100,3
103472175860685,Normal VPN - Stable&Safe Proxy,These ads ran without a disclaimer,≤100,1
105659649297042,Daily Discoveries,These ads ran without a disclaimer,≤100,1
351526138314390,Scaling Up Nutrition Civil Society Network,These ads ran without a disclaimer,≤100,2
112147831902634,Ângela Martínez,These ads ran without a disclaimer,≤100,1
111916678305116,Warninski,These ads ran without a disclaimer,≤100,1
1422513341405155,T.A.Y,These ads ran without a disclaimer,≤100,1
110427138781843,31n1-0711,These ads ran without a disclaimer,≤100,1
100284593133600,Epx-HY4,These ads ran without a disclaimer,≤100,1
119941374434847,Bilembo,These ads ran without a disclaimer,≤100,1
110780698430373,Photo Maker,These ads ran without a disclaimer,≤100,1
1484566378531473,Yadea,These ads ran without a disclaimer,≤100,5
904099079645217,Lisa Cox,These ads ran without a disclaimer,≤100,2
200226622453,NOWNESS,These ads ran without a disclaimer,≤100,2
107330044933868,UNDP Africa,These ads ran without a disclaimer,≤100,1
107545965556357,Jo-12,These ads ran without a disclaimer,≤100,1
427884427330834,Cafe 125 & Cook's Country Grocery Store-Topplez Corporation,These ads ran without a disclaimer,≤100,1
101801896033176,Light1297_02,These ads ran without a disclaimer,≤100,2
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100,2
107314348582264,Lucent Immigration Services Inc.,These ads ran without a disclaimer,≤100,1
116114768127226,Idle Survivor Fortress Tycoon,These ads ran without a disclaimer,≤100,1
111658128847068,Amnesty International,These ads ran without a disclaimer,≤100,1
353841741323576,قناة طيبة الفضائية,These ads ran without a disclaimer,≤100,1
1129445490476594,La Tribune Afrique,These ads ran without a disclaimer,≤100,1
2272485479733990,Consulate General of China in Erbil,These ads ran without a disclaimer,≤100,4
260107092232,Independent,These ads ran without a disclaimer,≤100,2
342440449490697,Ceres Policy Research,These ads ran without a disclaimer,≤100,1
1877607872540428,Mr. Srotsecna Crabs in a Barrel Quagmire,These ads ran without a disclaimer,≤100,1
1570967143115767,Faith In His Blood . Org,These ads ran without a disclaimer,≤100,1
1155881051227404,AVIC INTL,These ads ran without a disclaimer,≤100,2
100320382774153,Y-RealPolitik,These ads ran without a disclaimer,≤100,1
104343225451560,Du hành tuổi thơ,These ads ran without a disclaimer,≤100,1
1878226819079566,Elixir Studios,These ads ran without a disclaimer,≤100,1
108645754989425,MATW Project UK,These ads ran without a disclaimer,≤100,1
180520171996876,IslamInSpanish,These ads ran without a disclaimer,≤100,2
104738335990390,Fnuhj-1234,These ads ran without a disclaimer,≤100,4
243231375800004,simpleclub,These ads ran without a disclaimer,≤100,1
111081767752895,The House  Mode,These ads ran without a disclaimer,≤100,1
349725662081185,CrossCulture Church Kingsport,These ads ran without a disclaimer,≤100,1
115375921611566,墨西哥华文时报,These ads ran without a disclaimer,≤100,1
55757954259,artnet,These ads ran without a disclaimer,≤100,1
104929039128172,Hoshi Kem Trẻ Hóa Làn Da - Xóa Nám Tàn Nhang,These ads ran without a disclaimer,≤100,3
1606155556168996,Si Amo Afrin,These ads ran without a disclaimer,≤100,1
102240609500589,Green Living Hub,These ads ran without a disclaimer,≤100,1
1458095067822845,China Matters,These ads ran without a disclaimer,≤100,1
1383371788574963,Disruption Network Lab,These ads ran without a disclaimer,≤100,2
116126484753041,Dre7566-English,These ads ran without a disclaimer,≤100,2
104292838522496,Pet Lover Hacks,These ads ran without a disclaimer,≤100,1
488782827814626,International Labour Organization,These ads ran without a disclaimer,≤100,3
105357582347726,葡萄小說,These ads ran without a disclaimer,≤100,1
101138932638074,AVIC INTL,These ads ran without a disclaimer,≤100,1
107201505980039,The Phillystreetpoet,These ads ran without a disclaimer,≤100,1
100255182999789,Magic1508-06,These ads ran without a disclaimer,≤100,1
141289332596921,PECB,These ads ran without a disclaimer,≤100,1
338205530623,قناة الحوار - Alhiwar TV,These ads ran without a disclaimer,≤100,2
111163620702699,Mehdi Mourabit,These ads ran without a disclaimer,≤100,1
102623776002357,Funnies Now - Magazine Page 2,These ads ran without a disclaimer,≤100,1
104368422598347,Translate Space,These ads ran without a disclaimer,≤100,1
100925918500367,SariahArt,These ads ran without a disclaimer,≤100,1
2177632682563843,Òmnium Civil Rights Europe,These ads ran without a disclaimer,≤100,1
112670778326817,Private1290_11102,These ads ran without a disclaimer,≤100,1
17164098244,JM International,These ads ran without a disclaimer,≤100,1
110901495091012,Crtve Development,These ads ran without a disclaimer,≤100,1
194240503772357,Modern Microphone,These ads ran without a disclaimer,≤100,1
111368485253350,Mundo Verde,These ads ran without a disclaimer,≤100,1
1571432816412854,Ministerstvo pro místní rozvoj,These ads ran without a disclaimer,≤100,1
116934494636757,Nifty News,These ads ran without a disclaimer,≤100,1
114552811727410,Ppo-007,These ads ran without a disclaimer,≤100,1
107425681998430,طه الداوودي - Taha Aldawoodi,These ads ran without a disclaimer,≤100,3
115393638502087,CPHI,These ads ran without a disclaimer,≤100,1
321220851314542,London School of Childcare Studies,These ads ran without a disclaimer,≤100,1
101188918909285,ECO GREEN Energy MENA Region,These ads ran without a disclaimer,≤100,1
105731052360491,Global OTEC,These ads ran without a disclaimer,≤100,1
114610335011026,The MagHub,These ads ran without a disclaimer,≤100,1
300529890081710,BABA G  -Bab Masano,These ads ran without a disclaimer,≤100,1
152125264826246,Wilo Group,These ads ran without a disclaimer,≤100,2
106552625049806,PikPak,These ads ran without a disclaimer,≤100,1
118160497969776,GrantLab,These ads ran without a disclaimer,≤100,1
1876712492558260,A Girl Who Prays/Women on Watch-WOW-,These ads ran without a disclaimer,≤100,1
108645111787252,Discover Guilin,These ads ran without a disclaimer,≤100,3
110702765272482,Magic1423-03,These ads ran without a disclaimer,≤100,1
105554772054684,Thunderbros,These ads ran without a disclaimer,≤100,2
1534094793482007,University of Global Health Equity,These ads ran without a disclaimer,≤100,1
495206757286894,Laudato Si Movement,These ads ran without a disclaimer,≤100,1
102462685866079,Bladymaniac,These ads ran without a disclaimer,≤100,6
112218967118952,This is Zhongshan,These ads ran without a disclaimer,≤100,1
113919231614263,Magic1419-01,These ads ran without a disclaimer,≤100,2
222308671116355,International Higher Education Teaching and Learning Association,These ads ran without a disclaimer,≤100,3
108202585222420,Foodie Hunks,These ads ran without a disclaimer,≤100,1
443464592695498,Owl Pro Drones,These ads ran without a disclaimer,≤100,1
525989294233634,Discover Ningxia,These ads ran without a disclaimer,≤100,1
249425191947,GIGABYTE,These ads ran without a disclaimer,≤100,1
119257941437791,Allianz Care,These ads ran without a disclaimer,≤100,1
109058985571302,Fang Xinyan,These ads ran without a disclaimer,≤100,1
103997142547258,和合文化全球论坛 Hehe Culture Global Forum,These ads ran without a disclaimer,≤100,1
105848558790469,"Word Office - Reader, Editor & Viewer",These ads ran without a disclaimer,≤100,1
103190279412794,Geeky Cap,These ads ran without a disclaimer,≤100,1
2572166726130246,Miracles in America with David E. Taylor,These ads ran without a disclaimer,≤100,2
239595892754349,London Real,These ads ran without a disclaimer,≤100,2
381133715680368,Diario di Feifei - un viaggio nella cultura cinese,These ads ran without a disclaimer,≤100,1
771123929739633,Sportinal,These ads ran without a disclaimer,≤100,1
2070004889883176,我們愛追劇,These ads ran without a disclaimer,≤100,1
488095851258979,Blessing Chiza,These ads ran without a disclaimer,≤100,2
227061690777961,Televicentro HN,These ads ran without a disclaimer,≤100,1
111080237841874,Being Armored,These ads ran without a disclaimer,≤100,1
166238250106755,FDI World Dental Federation,These ads ran without a disclaimer,≤100,2
1067027910007714,Sauths,These ads ran without a disclaimer,≤100,1
159655254060987,zChocolat.com,These ads ran without a disclaimer,≤100,1
404637380346545,Freeda En,These ads ran without a disclaimer,≤100,1
8769188951,Turisas,These ads ran without a disclaimer,≤100,1
109267975517064,Panel y Capacitación de Ingenierías,These ads ran without a disclaimer,≤100,1
380130412330537,Artist Saldivar del Pino,These ads ran without a disclaimer,≤100,2
333426070147135,Benny Kuriakose Associates,These ads ran without a disclaimer,≤100,2
110898415003714,Programme Solaire Français,These ads ran without a disclaimer,≤100,1
140081909339594,Topcon Positioning Systems,These ads ran without a disclaimer,≤100,1
101057519499786,Liaocheng of China,These ads ran without a disclaimer,≤100,1
826813347379455,Guizhou,These ads ran without a disclaimer,≤100,1
113414578320023,People For Wildlife,These ads ran without a disclaimer,≤100,1
113055794976407,𝗘𝗹𝗹𝗲𝗺è𝗻𝗲,These ads ran without a disclaimer,≤100,1
218628402205,Prayer and Action for Children,These ads ran without a disclaimer,≤100,1
106864785568035,Akx-114-20,These ads ran without a disclaimer,≤100,1
427747764026807,ShanghaiEye,These ads ran without a disclaimer,≤100,5
110367464529584,Hippo Report,These ads ran without a disclaimer,≤100,3
161312190403495,Brendon Roberts,These ads ran without a disclaimer,≤100,2
220133371175556,Related trade inform,These ads ran without a disclaimer,≤100,1
100710368803816,Modern Express 现代快报,These ads ran without a disclaimer,≤100,4
297170180294593,TBD Media Group,These ads ran without a disclaimer,≤100,2
102298395626705,"Pukane High School, TY",These ads ran without a disclaimer,≤100,1
112675286764083,Aggregates Business,These ads ran without a disclaimer,≤100,2
192122590856392,Singapore Aviation Academy,These ads ran without a disclaimer,≤100,1
113269038081122,Daniel Perez,These ads ran without a disclaimer,≤100,1
145752338944033,Air China,These ads ran without a disclaimer,≤100,2
1580082582270698,General Auditing Commission,These ads ran without a disclaimer,≤100,2
191367330892004,UBC Engineering,These ads ran without a disclaimer,≤100,1
2061561920624160,Tienda Peluches - Peluchea,These ads ran without a disclaimer,≤100,1
110924622512,Amnesty International Bénin,These ads ran without a disclaimer,≤100,2
335404883981886,Fit For Faith 〣 Your Christian Ministry.,These ads ran without a disclaimer,≤100,1
600406573327244,中国新闻社,These ads ran without a disclaimer,≤100,1
115876737768237,Cas Stories,These ads ran without a disclaimer,≤100,1
101510665889084,Tapon-Estilo explosivo novela,These ads ran without a disclaimer,≤100,1
107642404937381,ANNA Maneno,These ads ran without a disclaimer,≤100,1
385373441546595,Patrick Blessinger,These ads ran without a disclaimer,≤100,3
102838882271105,NovelReader,These ads ran without a disclaimer,≤100,1
984203991753488,Research Outreach,These ads ran without a disclaimer,≤100,4
860384980759817,MrWish6000,These ads ran without a disclaimer,≤100,4
100305426229796,Up For Truth - Creation Ministry,These ads ran without a disclaimer,≤100,1
50461955643,UNSW,These ads ran without a disclaimer,≤100,4
1744911689126391,12up,These ads ran without a disclaimer,≤100,11
111588341842178,Phd. Joe Spencer,These ads ran without a disclaimer,≤100,1
103598375739717,Qiantang Vision,These ads ran without a disclaimer,≤100,2
101113365989511,Do and Don't,These ads ran without a disclaimer,≤100,1
