Page ID,Page name,Disclaimer,Amount spent (AOA),Number of ads in Library
104531931614245,Solluar Centro Médico,These ads ran without a disclaimer,774,1
104142782419349,Manifeste Abundância,These ads ran without a disclaimer,765,8
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,764,28
106479017486767,Mercy to Humanity - جَمْعِيَة رَحْمَةً لِلْعَالَمِين,These ads ran without a disclaimer,764,8
108770528858363,Kiangani Yetu,These ads ran without a disclaimer,757,1
104490179140028,Sérgio Piçarra,These ads ran without a disclaimer,748,2
103950755701702,MP. Photograph,These ads ran without a disclaimer,748,1
89529786318,Elizabeth Glaser Pediatric AIDS Foundation,These ads ran without a disclaimer,739,3
108974874154249,Universal Peace Federation - Africa Region,These ads ran without a disclaimer,730,2
377379379070237,Gaspar Fernandes,These ads ran without a disclaimer,730,1
102988331717955,Partido Humanista de Angola,These ads ran without a disclaimer,722,1
550280998481446,Rasha Kelej,These ads ran without a disclaimer,718,9
106799635773329,NAHA Real Estate,These ads ran without a disclaimer,710,1
835080653179071,Fique Sabendo,These ads ran without a disclaimer,704,1
102878304613665,Global Heroes,These ads ran without a disclaimer,701,5
105117485043838,VisualFoot,These ads ran without a disclaimer,696,1
581009929249479,Main Hoon Anjali,These ads ran without a disclaimer,695,1
101119246141392,Festival International Soninké FISO Mauritanie 2023,These ads ran without a disclaimer,687,1
189940674191996,Jae,These ads ran without a disclaimer,679,1
1590877284560136,Patti Harris,These ads ran without a disclaimer,678,6
111877268413245,Nelson C. Pires,These ads ran without a disclaimer,678,1
845620825830146,Deel,These ads ran without a disclaimer,670,4
983135718420987,Visit Jiangsu,These ads ran without a disclaimer,668,1
1065631633538453,Medics Across Continents,These ads ran without a disclaimer,666,15
103004792660944,Longleaf Valley,These ads ran without a disclaimer,655,1
118765233205477,Diombe Textil,These ads ran without a disclaimer,652,1
116698847975048,Isabella Duminga,These ads ran without a disclaimer,651,2
1456172994602986,Beacon of Hope,These ads ran without a disclaimer,643,1
100552196461389,Informa News Angola,These ads ran without a disclaimer,643,1
104929198579247,O escobar Pro,These ads ran without a disclaimer,643,4
109515884975694,Deslow Forwarder,These ads ran without a disclaimer,643,2
268944007308959,Global Conference Alliance Inc.,These ads ran without a disclaimer,635,4
100334712138778,Maria Jose Bicuma,These ads ran without a disclaimer,635,1
6756153498,Mike Bloomberg,These ads ran without a disclaimer,635,2
1108711572555122,GE Africa,These ads ran without a disclaimer,626,2
108579388032680,Jomarket Angola,These ads ran without a disclaimer,626,1
354672097720559,submundoserjao,These ads ran without a disclaimer,626,1
101710006228003,Protegendo Meus Filhos,These ads ran without a disclaimer,626,1
106827194681183,Africa Equity Media,These ads ran without a disclaimer,625,17
1608523469383732,The Other Foundation,These ads ran without a disclaimer,625,1
154999351203898,Ahmad Tea,These ads ran without a disclaimer,611,2
34440108608,Net Impact,These ads ran without a disclaimer,609,17
113743274958995,Kwanza Economics,These ads ran without a disclaimer,609,2
140691279324273,Imagens de Marca,These ads ran without a disclaimer,605,2
103497027790225,Fonos,These ads ran without a disclaimer,593,9
684480475094920,Discover Inner Mongolia,These ads ran without a disclaimer,591,3
178674135334159,Parrot: AI Voice Generator,These ads ran without a disclaimer,591,1
106705948811934,Angola Está a Mudar,These ads ran without a disclaimer,583,1
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,580,2
287695354586062,CIBAC Party-List,These ads ran without a disclaimer,580,3
123279176118,DHgate,These ads ran without a disclaimer,574,1
178699812177670,CGTN Malay,These ads ran without a disclaimer,574,1
104062341404997,Xé xe Angola Se Organiza,These ads ran without a disclaimer,568,1
100535079490687,Fundo habitacional Fomento,These ads ran without a disclaimer,565,1
146627512070062,International Air Transport Association (IATA),These ads ran without a disclaimer,557,3
103766278329346,fatinharamos,These ads ran without a disclaimer,549,4
270977012774465,Fundo Soberano de Angola - FSDEA,These ads ran without a disclaimer,548,1
1669288836550501,Christian Kumakinga,These ads ran without a disclaimer,548,2
147677462020122,Ratos de Cinema,These ads ran without a disclaimer,543,1
101054365776547,Charming Changzhou,These ads ran without a disclaimer,539,6
105363750882345,Young Activists Summit,These ads ran without a disclaimer,531,14
102462685866079,Bladymaniac,These ads ran without a disclaimer,530,7
113502287096979,I Luv Australia,These ads ran without a disclaimer,528,2
103203742445632,Amos Healthcare,These ads ran without a disclaimer,522,3
102273645308882,Danny Trader,These ads ran without a disclaimer,518,6
153632746935,FRANCE 24,These ads ran without a disclaimer,511,2
131052503759881,Câmara de Comércio de Moçambique,These ads ran without a disclaimer,504,4
103897355412563,Dareyou.pt,These ads ran without a disclaimer,504,1
834391656593215,King Adam of Light,These ads ran without a disclaimer,503,1
284490534744878,Neemias Zage,These ads ran without a disclaimer,496,1
107877548707060,Rev. Gideão A. Panzo,These ads ran without a disclaimer,496,1
245175122728730,Leão Miranda,These ads ran without a disclaimer,494,2
101544009436166,Global Investors Groups,These ads ran without a disclaimer,490,3
204054676287947,Institute for Security Studies (ISS),These ads ran without a disclaimer,489,1
204740833658478,Exness Life,These ads ran without a disclaimer,487,6
104473492295612,afrolaiye,These ads ran without a disclaimer,485,1
279345532129864,ההסתדרות הציונית העולמית,These ads ran without a disclaimer,479,1
427787940590188,Радио Китай,These ads ran without a disclaimer,472,17
1675360659149686,University of Aberdeen School of Geosciences,These ads ran without a disclaimer,469,3
105340567622251,joseanasousa,These ads ran without a disclaimer,469,1
102709632252592,missesatwork,These ads ran without a disclaimer,463,2
342505102498595,"Public Service And Administration, RSA",These ads ran without a disclaimer,462,1
158908640923566,FREEMIND FREEWORLD.ORG,These ads ran without a disclaimer,461,3
176451929056436,Redress Design Award,These ads ran without a disclaimer,458,3
191453580768,Yeni Şafak,These ads ran without a disclaimer,454,1
180296351980786,Climate Vulnerable Forum,These ads ran without a disclaimer,452,23
119405895873,Huawei,These ads ran without a disclaimer,452,5
102280879560675,Angola em Crescimento,These ads ran without a disclaimer,452,1
255665505446,Doctors Without Borders (MSF),These ads ran without a disclaimer,450,1
109844910514118,China Hongqiao,These ads ran without a disclaimer,448,3
105712015594786,Diego Andrade,These ads ran without a disclaimer,447,2
103512969698091,Le Tour de France,These ads ran without a disclaimer,447,1
1826241344357594,MultiChoice Group,These ads ran without a disclaimer,444,3
363388004312003,STAEDTLERinst,These ads ran without a disclaimer,438,1
100874694997568,Stop The B,These ads ran without a disclaimer,437,1
488629597893093,Goodwall,These ads ran without a disclaimer,435,1
100172476278127,Easy Study,These ads ran without a disclaimer,432,1
181206425370207,Vivien Patrice Lloyd Amos Makaga Péa,These ads ran without a disclaimer,419,3
506814036179170,Climate Investment Funds,These ads ran without a disclaimer,417,1
317463093373,The Akshaya Patra Foundation,These ads ran without a disclaimer,414,1
1096538887134446,Reuters Plus,These ads ran without a disclaimer,412,19
211454462257570,International Hockey Federation (FIH),These ads ran without a disclaimer,408,5
194953000528458,Global Campus of Human Rights,These ads ran without a disclaimer,400,2
1129445490476594,La Tribune Afrique,These ads ran without a disclaimer,400,1
648497211999341,OEC,These ads ran without a disclaimer,400,1
595505717457540,La - MAMA,These ads ran without a disclaimer,400,1
112855575162016,Amanda A.,These ads ran without a disclaimer,397,2
192393390618198,Cristiane Oliveira,These ads ran without a disclaimer,396,12
103344161586968,SciDev.Net Édition Francophone,These ads ran without a disclaimer,391,1
111512855164069,Easy Scanner 1/11-3,These ads ran without a disclaimer,391,1
100842679505355,Ebenezer JC Neto,These ads ran without a disclaimer,391,2
20446254070,Business Insider,These ads ran without a disclaimer,391,7
101190992007863,BizInsight with Guan Xin,These ads ran without a disclaimer,391,4
29056789480,Project Syndicate,These ads ran without a disclaimer,383,4
683691358311390,CRI Persian- چین امروز,These ads ran without a disclaimer,382,2
347265340270,Architecture Competitions,These ads ran without a disclaimer,382,3
715493145148880,O Viajante das Estrelas,These ads ran without a disclaimer,380,1
101438941333465,Liberte-se do Passado,These ads ran without a disclaimer,378,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,374,54
105962808801596,IZZY - Stream Israel,These ads ran without a disclaimer,374,13
105374557808288,Le chinois avec Xu Li,These ads ran without a disclaimer,374,2
170662564730899,Catequese de Adultos,These ads ran without a disclaimer,374,1
300572739817159,WhatsApp Business 5239148617,These ads ran without a disclaimer,374,1
150398642646,INFORSE,These ads ran without a disclaimer,373,2
184708892346727,Kamba Rico,These ads ran without a disclaimer,365,1
117951766266783,Deluxe Motors,These ads ran without a disclaimer,365,2
323433334880998,Motivação para Inclusão com Miguel Matos,These ads ran without a disclaimer,357,1
101368689303795,New China Research,These ads ran without a disclaimer,356,5
158714780827513,UNFPA,These ads ran without a disclaimer,356,9
102458909040981,CSCEC in Central and West Africa,These ads ran without a disclaimer,348,2
153759051378784,Itä-Suomen yliopisto - University of Eastern Finland (UEF),These ads ran without a disclaimer,345,3
105962834688766,Lea Kotche femme Leader.,These ads ran without a disclaimer,344,6
157887764064191,financeiramente_consciente,These ads ran without a disclaimer,344,1
178581175345112,Elzira Buarque,These ads ran without a disclaimer,342,32
1589154051350606,FOZ - Friends of Zion Museum,These ads ran without a disclaimer,339,1
671879332994596,O Tanda,These ads ran without a disclaimer,339,1
328356290360371,Herly Haase,These ads ran without a disclaimer,335,3
100722408729129,Gabriella  Kikwaki Author,These ads ran without a disclaimer,331,1
451256781884275,Klondike Adventures,These ads ran without a disclaimer,330,1
208685479508187,U-Report,These ads ran without a disclaimer,330,3
293937480708088,Clement Hii,These ads ran without a disclaimer,329,4
170277713599382,Jornal Kratós,These ads ran without a disclaimer,327,1
350783005063231,D+C Development and Cooperation,These ads ran without a disclaimer,326,11
7783116506,Animals Asia,These ads ran without a disclaimer,322,21
105728695286283,الشرق للأخبار - السودان,These ads ran without a disclaimer,322,8
315603771494,Milaap,These ads ran without a disclaimer,322,57
110348467451430,URDU Sisters,These ads ran without a disclaimer,322,1
110264731419966,mukuaskincare,These ads ran without a disclaimer,317,1
481459892226365,Império Da Luz,These ads ran without a disclaimer,313,1
153063591397681,Amazon Web Services,These ads ran without a disclaimer,313,3
0,Instagram User 5806969887,These ads ran without a disclaimer,313,1
1653908444832853,Marcia Percival,These ads ran without a disclaimer,313,2
103735508455167,professorkrauss,These ads ran without a disclaimer,313,1
109583141914545,Treinamento Rainha do Vale,These ads ran without a disclaimer,313,2
109107691999308,Vopifa,These ads ran without a disclaimer,313,3
173771992497262,RenuTek,These ads ran without a disclaimer,311,1
127179277146602,A verdade da minha jornada,These ads ran without a disclaimer,304,2
169799706487474,CGTN Français,These ads ran without a disclaimer,304,2
103096928451939,Lucia studio,These ads ran without a disclaimer,296,6
108655461411377,Valter Studio,These ads ran without a disclaimer,295,3
104384327999356,Lazie Indie,These ads ran without a disclaimer,294,1
1931310293779356,Guardian Glass Middle East & Africa,These ads ran without a disclaimer,289,2
1580082582270698,General Auditing Commission,These ads ran without a disclaimer,287,2
109707204136954,Santosh Karande,These ads ran without a disclaimer,287,1
2230361783890360,Centro De Formação Profissional Se Deus Quiser,These ads ran without a disclaimer,287,1
1493551577321676,Chery International,These ads ran without a disclaimer,287,6
106394965482360,Pedro Cardoso,These ads ran without a disclaimer,286,1
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,283,66
111124575115246,Rafaela Santos,These ads ran without a disclaimer,281,26
148423685184180,"איל""ן - איגוד ישראלי לילדים נפגעים",These ads ran without a disclaimer,278,1
0,Instagram User 182224073,These ads ran without a disclaimer,270,1
216650141692498,DEIDO BOY MAGAZINE,These ads ran without a disclaimer,270,11
188872144758,CCTV,These ads ran without a disclaimer,270,11
100815998693095,Oku Saka,These ads ran without a disclaimer,270,1
110400118792071,Okupanga Channel,These ads ran without a disclaimer,270,2
412409048849179,Behold Israel,These ads ran without a disclaimer,270,5
167878593236712,UNICEF en español,These ads ran without a disclaimer,270,5
101997456201398,𝐋𝐚 𝐊𝐞𝐭𝐚𝐦𝐢𝐧𝐞 𝐁𝐮𝐬𝐢𝐧𝐞𝐬𝐬,These ads ran without a disclaimer,266,1
107382055102452,Provedor de Justiça de Angola,These ads ran without a disclaimer,264,2
200870323112319,Esther Fontes,These ads ran without a disclaimer,264,5
