Page ID,Page name,Disclaimer,Amount spent (NZD),Number of ads in Library
190752861048499,Cheeky Scientist,These ads ran without a disclaimer,≤100,1
180038858798145,Studentsherald,These ads ran without a disclaimer,≤100,1
107711127729470,Lion Games,These ads ran without a disclaimer,≤100,1
337787190991170,Nelson Pride Inc.,These ads ran without a disclaimer,≤100,1
25194676794,The PumpHouse Theatre,These ads ran without a disclaimer,≤100,1
227914967279486,Cherng,These ads ran without a disclaimer,≤100,2
346186225761296,Erica Stanford MP,These ads ran without a disclaimer,≤100,1
105822834528275,Dolled Up Beauty NZ,These ads ran without a disclaimer,≤100,1
107387845467700,Bright hr6,These ads ran without a disclaimer,≤100,1
207745179235873,Thomas Hübl,These ads ran without a disclaimer,≤100,5
102884331795361,Dank Leftism,These ads ran without a disclaimer,≤100,6
108708741817315,Openyourheart.online,These ads ran without a disclaimer,≤100,11
109395867916592,Intuitive Therapeutics,These ads ran without a disclaimer,≤100,1
103594561991057,Arjnaturephotography,These ads ran without a disclaimer,≤100,3
147638235251862,The Sacred Science,These ads ran without a disclaimer,≤100,8
411973422963732,Twenty Daily,These ads ran without a disclaimer,≤100,4
858160790968579,Loot Anime by Loot Crate,These ads ran without a disclaimer,≤100,2
516427495407676,NZ Bullying Prevention Conference,These ads ran without a disclaimer,≤100,1
102421361459040,Modern Trends,These ads ran without a disclaimer,≤100,10
101276372476776,Dr. Mark,These ads ran without a disclaimer,≤100,1
109562557345276,The Barking Dog,These ads ran without a disclaimer,≤100,2
103240768087981,The Stereo Socks,These ads ran without a disclaimer,≤100,6
1765704776860233,Stop the War on Tenancies,These ads ran without a disclaimer,≤100,1
116142010293699,Kiwi OE,These ads ran without a disclaimer,≤100,1
101409081805118,Onsite Insight,These ads ran without a disclaimer,≤100,1
103838894293535,hxthepoet,These ads ran without a disclaimer,≤100,1
147963312682561,United Hands Relief,These ads ran without a disclaimer,≤100,1
104351194526729,Trivia Star,These ads ran without a disclaimer,≤100,15
100330835213300,New Faith Network,These ads ran without a disclaimer,≤100,1
98291209032,Grasshopper Rock,These ads ran without a disclaimer,≤100,1
1753961734919405,DiDi,These ads ran without a disclaimer,≤100,1
101101385387143,Couch Cowards,These ads ran without a disclaimer,≤100,1
105113402273252,Bill Acklin,These ads ran without a disclaimer,≤100,1
100791335708634,Review into the Future for Local Government,These ads ran without a disclaimer,≤100,1
148049779395307,Ukrainian Institute - Український інститут,These ads ran without a disclaimer,≤100,2
100318731865940,Motor Searches,These ads ran without a disclaimer,≤100,8
1392803491001650,Repromed New Zealand,These ads ran without a disclaimer,≤100,1
718433621542721,Nicole Leigh West,These ads ran without a disclaimer,≤100,3
103795424492616,FlyRead- English,These ads ran without a disclaimer,≤100,5
107422190875331,Rufo Pupualii,These ads ran without a disclaimer,≤100,1
1008121135924660,Tauranga Carbon Reduction Group,Frank Charles Gray Southon,≤100,1
444738365896962,The MAD Club,These ads ran without a disclaimer,≤100,1
1948235348730689,Equity Mates Media,These ads ran without a disclaimer,≤100,1
159364314097226,Sans Pareil,These ads ran without a disclaimer,≤100,4
102485578483030,J-Cliff,These ads ran without a disclaimer,≤100,1
108716414117333,Whānau Resilience Ōtautahi,These ads ran without a disclaimer,≤100,1
100145205051946,Lectura Me,These ads ran without a disclaimer,≤100,3
105553250993308,GROW Yourself,These ads ran without a disclaimer,≤100,1
100198092434745,Wombo Combo,These ads ran without a disclaimer,≤100,8
284139149015757,vague_olive,These ads ran without a disclaimer,≤100,1
589265834489054,E Tū Whānau,These ads ran without a disclaimer,≤100,1
348413242554025,Tino Rangatiratanga Maori Flag,These ads ran without a disclaimer,≤100,3
103246589121241,sarah_aram_official,These ads ran without a disclaimer,≤100,1
240840943082962,Movimiento Laudato Si,These ads ran without a disclaimer,≤100,3
133910879985990,AverageKiwi.com,These ads ran without a disclaimer,≤100,1
100940398060681,REALTAKAI,These ads ran without a disclaimer,≤100,5
110544031660373,Enjoy Love Story,These ads ran without a disclaimer,≤100,3
376032512474936,CMA Australia & NZ,These ads ran without a disclaimer,≤100,1
129644723895844,Alexandria Crow,These ads ran without a disclaimer,≤100,3
983730641738897,Thai Chef's Restaurant Christchurch,These ads ran without a disclaimer,≤100,6
630406247597638,ImpactWayv,These ads ran without a disclaimer,≤100,1
65444098113,Give Kids Hope.,These ads ran without a disclaimer,≤100,1
328143910570660,Keith Porter aka Fathertime,These ads ran without a disclaimer,≤100,1
214922876568523,Glowing Beauty,These ads ran without a disclaimer,≤100,1
402195953313099,Brett Copeland,These ads ran without a disclaimer,≤100,1
118299268232863,Iris Global,These ads ran without a disclaimer,≤100,1
106788068839299,Charitable foundation Help UA,These ads ran without a disclaimer,≤100,1
206104336662749,ThreeKingdomsOverlord,These ads ran without a disclaimer,≤100,2
105090077506821,Brighton Beach House,These ads ran without a disclaimer,≤100,1
101673025241284,wanderi_n,These ads ran without a disclaimer,≤100,1
120189635022,Bitdefender,These ads ran without a disclaimer,≤100,1
305115773870,Adobe,These ads ran without a disclaimer,≤100,5
144984178871504,Valarie Kaur,These ads ran without a disclaimer,≤100,5
111521215540469,Official S.T.A.L.K.E.R.,These ads ran without a disclaimer,≤100,1
213755342685261,CLED,These ads ran without a disclaimer,≤100,1
58984910223,Arts Access Aotearoa,These ads ran without a disclaimer,≤100,1
13341879933,Organic Consumers Association,These ads ran without a disclaimer,≤100,1
1872925312949381,Catori Collection,These ads ran without a disclaimer,≤100,1
47700513659,The TARA Approach,These ads ran without a disclaimer,≤100,2
101255022534037,Help Ukraine now,These ads ran without a disclaimer,≤100,1
1056162421085650,Research Features,These ads ran without a disclaimer,≤100,14
15713980389,MTV UK,These ads ran without a disclaimer,≤100,4
105059658368915,Life With Dignity Campaign,These ads ran without a disclaimer,≤100,2
954162551399498,Vitaly Malkin,These ads ran without a disclaimer,≤100,3
854776304669167,Te Hononga Akoranga COMET,These ads ran without a disclaimer,≤100,3
862208783921605,West Newbury,These ads ran without a disclaimer,≤100,1
113618485992774,IWCWatches_AUS_NZ,These ads ran without a disclaimer,≤100,1
111733653606400,Get-Card,These ads ran without a disclaimer,≤100,1
223062307723615,Wairarapa Greens,These ads ran without a disclaimer,≤100,3
103607708155982,kezia_field_artist,These ads ran without a disclaimer,≤100,1
651551134982348,Shakti NZ,These ads ran without a disclaimer,≤100,1
109067901857561,nehemiah_sustainability,These ads ran without a disclaimer,≤100,8
234342667114517,Again Again,These ads ran without a disclaimer,≤100,4
465622660121061,Earthquake Services,These ads ran without a disclaimer,≤100,1
121350964566751,DHL Motorsports,These ads ran without a disclaimer,≤100,31
104067427948261,Saving Springfield,These ads ran without a disclaimer,≤100,1
397476030365796,mahabis,These ads ran without a disclaimer,≤100,3
267531623325362,New Zealand Customs,These ads ran without a disclaimer,≤100,1
149396045121093,APEC - Asia-Pacific Economic Cooperation,These ads ran without a disclaimer,≤100,4
909128082598369,Blvck Paris,These ads ran without a disclaimer,≤100,6
108338745334784,Full Disclosure,These ads ran without a disclaimer,≤100,2
100989082701654,Xan-for-HBRC,These ads ran without a disclaimer,≤100,1
109194574206154,Thriving Southland,These ads ran without a disclaimer,≤100,1
823788047675556,Call of War,These ads ran without a disclaimer,≤100,2
103005428963993,Third Age Health NZ,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,13
56501027948,Fortune,These ads ran without a disclaimer,≤100,9
1003478229848805,Heart of The Shore,These ads ran without a disclaimer,≤100,2
551124204980864,TTM Lifestyle,These ads ran without a disclaimer,≤100,1
159157028222485,Cat Melodeon News,These ads ran without a disclaimer,≤100,1
108240971635234,Bettermanly - Magazine,These ads ran without a disclaimer,≤100,2
276992429054599,Chantal Organics,These ads ran without a disclaimer,≤100,3
274138756817,Architonic,These ads ran without a disclaimer,≤100,2
111115517276161,The World's Update,These ads ran without a disclaimer,≤100,1
1546816328893334,Street Candee,These ads ran without a disclaimer,≤100,1
422418864582965,Town Hall Cinemas,These ads ran without a disclaimer,≤100,1
149967275070170,Pacific Islands International,These ads ran without a disclaimer,≤100,1
127817391646,Emerald Guitars,These ads ran without a disclaimer,≤100,1
106888324471321,Lachlan Pearce for Community Vice President AUTSA 2021,These ads ran without a disclaimer,≤100,1
64579042740,Barron's,These ads ran without a disclaimer,≤100,6
105882288399760,Rangatahi Voices - Waikato,These ads ran without a disclaimer,≤100,1
116694853076466,Doggovinci,These ads ran without a disclaimer,≤100,3
103781058916729,Frontier - Understand the Russian-Ukrainian War,These ads ran without a disclaimer,≤100,7
113608008709874,Hotel Villa Real,These ads ran without a disclaimer,≤100,6
999188666785524,阿里巴巴集團,These ads ran without a disclaimer,≤100,7
465246374253322,Glamnetic,These ads ran without a disclaimer,≤100,1
103020055891673,Caret.media,These ads ran without a disclaimer,≤100,1
102200374595733,The Latte,These ads ran without a disclaimer,≤100,4
105681068874945,Ag Matters,These ads ran without a disclaimer,≤100,2
121912334555419,VicLabour,These ads ran without a disclaimer,≤100,1
105271264883843,nzila_national,These ads ran without a disclaimer,≤100,1
279060432694042,VerifyMe,These ads ran without a disclaimer,≤100,1
762321937198797,Medworld,These ads ran without a disclaimer,≤100,5
1802248836771260,Weird Little Tales,These ads ran without a disclaimer,≤100,20
108567214057782,A Little Can-Do,These ads ran without a disclaimer,≤100,7
186864231931941,Rob Gore,These ads ran without a disclaimer,≤100,1
107327778881162,7-Blog,These ads ran without a disclaimer,≤100,1
107013867692106,Bronnie Lyell New Conservative Selwyn,These ads ran without a disclaimer,≤100,3
115431318809543,Hernan Vazquez,These ads ran without a disclaimer,≤100,1
116592661339926,Tоp win,These ads ran without a disclaimer,≤100,1
137540437632,Forest & Bird,These ads ran without a disclaimer,≤100,1
1886723298211805,MotivationalSpeakers,These ads ran without a disclaimer,≤100,2
101433108955115,VividLucky-EU,These ads ran without a disclaimer,≤100,4
104593458269168,Your Daily Fun Break,These ads ran without a disclaimer,≤100,12
104929039128172,Hoshi Kem Trẻ Hóa Làn Da - Xóa Nám Tàn Nhang,These ads ran without a disclaimer,≤100,28
1845310215504328,QHSE Limited,These ads ran without a disclaimer,≤100,1
105433378494886,Riki Manarangi,These ads ran without a disclaimer,≤100,1
1058579807610754,UoA Data Science Club,These ads ran without a disclaimer,≤100,1
101335138517398,SpringSale,These ads ran without a disclaimer,≤100,3
106272928304529,coolpoints.club,These ads ran without a disclaimer,≤100,1
622784464584608,Target Solar,These ads ran without a disclaimer,≤100,2
623609397660759,Ngatoki O Ngapuhi,These ads ran without a disclaimer,≤100,4
1593605024275869,realestate.com.au Promoted Properties,These ads ran without a disclaimer,≤100,1
138288682908752,World Literacy Foundation,These ads ran without a disclaimer,≤100,2
100144702485528,Yeetcat,These ads ran without a disclaimer,≤100,3
104407135067025,David V Goliath,These ads ran without a disclaimer,≤100,2
941850655830162,Studywel Immigration,These ads ran without a disclaimer,≤100,1
100452782860503,keepthechange_nz,These ads ran without a disclaimer,≤100,1
106435658214083,Sức khỏe Việt - Nâng Niu Sức Khỏe Người Việt,These ads ran without a disclaimer,≤100,1
111703090690283,The Udder Way,These ads ran without a disclaimer,≤100,1
103598548496645,Trendy World,These ads ran without a disclaimer,≤100,7
237697300232030,Michael Unbroken,These ads ran without a disclaimer,≤100,1
990459181035743,Hoed Research NZ Ltd,These ads ran without a disclaimer,≤100,1
1100586849966001,Dock & Bay,These ads ran without a disclaimer,≤100,1
101428132813598,17-Blog,These ads ran without a disclaimer,≤100,1
107861267710352,Shark Lover,These ads ran without a disclaimer,≤100,6
126787783665909,Paid placements in health & social care training Aotearoa NZ,These ads ran without a disclaimer,≤100,1
223904006169,Mint Design,These ads ran without a disclaimer,≤100,1
102465664855221,OneDay Health Uganda,These ads ran without a disclaimer,≤100,1
125232070872011,Alpine Energy,These ads ran without a disclaimer,≤100,1
105735837870020,E Tū: Stand Up for Our Future,These ads ran without a disclaimer,≤100,1
487153651660477,Learning People Australia,These ads ran without a disclaimer,≤100,4
677955182617895,Tiara Rezkia N,These ads ran without a disclaimer,≤100,3
108368323843369,Kōura,These ads ran without a disclaimer,≤100,3
1435033849942037,Simran Madan - Miss Earth New Zealand 2022,These ads ran without a disclaimer,≤100,1
113921171613404,Republic Aotearoa,These ads ran without a disclaimer,≤100,2
106172851069442,Royal Federation Police New Zealand,These ads ran without a disclaimer,≤100,1
127216251227127,Intercultural Roots,These ads ran without a disclaimer,≤100,1
154375854745305,Steve Lee - Miracle Street,These ads ran without a disclaimer,≤100,5
8860325749,Financial Times,These ads ran without a disclaimer,≤100,2
105787734267653,Paws and Whiskers,These ads ran without a disclaimer,≤100,1
114890771946393,British Asian Christian Association,These ads ran without a disclaimer,≤100,6
104516124478036,Highbrook Business Park,These ads ran without a disclaimer,≤100,1
121821484496763,sKids NZ,These ads ran without a disclaimer,≤100,1
109785634777749,VividLucky-DE,These ads ran without a disclaimer,≤100,8
621316498001114,Jessie Harrold,These ads ran without a disclaimer,≤100,2
194860643906913,Marlborough District Council,These ads ran without a disclaimer,≤100,1
640146713297632,troy.stuart,These ads ran without a disclaimer,≤100,1
112174483897590,Life on the Bench,These ads ran without a disclaimer,≤100,1
384422538296426,United Palestinian Appeal - UPA,These ads ran without a disclaimer,≤100,2
44820289057,Young Country,These ads ran without a disclaimer,≤100,2
547197732320148,KidSet,These ads ran without a disclaimer,≤100,1
218999628306045,Matthew Tukaki,These ads ran without a disclaimer,≤100,1
1855579981334237,RISE: Respect Inspire Support Empower,These ads ran without a disclaimer,≤100,1
1497098043648397,Share with Us,These ads ran without a disclaimer,≤100,1
82973758730,Catholic Distance University,These ads ran without a disclaimer,≤100,4
288943651496984,Arcadis,These ads ran without a disclaimer,≤100,4
107574900904639,ravigill000,These ads ran without a disclaimer,≤100,1
1850896458569110,Alvin Pankhurst Galleries,These ads ran without a disclaimer,≤100,1
102857754432157,Asia Pacific Network of Environment Defenders - APNED,These ads ran without a disclaimer,≤100,2
110923140687385,Aroha for Aotearoa,These ads ran without a disclaimer,≤100,1
244347532249880,ONE FOR ISRAEL Ministry,These ads ran without a disclaimer,≤100,3
107632607675771,Straightedge Accounting,Straightedge Accounting,≤100,1
2079497235397580,עופר גולדשטיין רואי חשבון - מיסוי בינלאומי,These ads ran without a disclaimer,≤100,45
108995253766852,Action Nan,These ads ran without a disclaimer,≤100,2
102174858125949,Dreame-FM,These ads ran without a disclaimer,≤100,1
147109888636038,Netafim,These ads ran without a disclaimer,≤100,2
105122524262431,Kiwis,These ads ran without a disclaimer,≤100,1
103922068463231,Te Reo o Te Uru,These ads ran without a disclaimer,≤100,2
1429643843936697,Be U Mind Body Spirit,These ads ran without a disclaimer,≤100,2
280397639091580,"Love, Maker's Studio",These ads ran without a disclaimer,≤100,1
2059488137417773,Tāmaki Regeneration,These ads ran without a disclaimer,≤100,2
113482833893673,NZ Care Disability,These ads ran without a disclaimer,≤100,1
108258998739587,I Did not know,These ads ran without a disclaimer,≤100,1
101724781237976,Planet B,These ads ran without a disclaimer,≤100,1
134896919888508,Gleniti Playcentre,These ads ran without a disclaimer,≤100,1
1556481434584901,Paul Xavier,These ads ran without a disclaimer,≤100,1
102696949200686,Polina Zotova,These ads ran without a disclaimer,≤100,1
2249075215313255,Ethically So.,These ads ran without a disclaimer,≤100,1
101344644915744,Libby Small - One Agency,These ads ran without a disclaimer,≤100,2
103129614853062,Sport Foy,These ads ran without a disclaimer,≤100,11
116252670210672,Soy Boy Candles New Zealand,These ads ran without a disclaimer,≤100,1
439579736185244,Minbie,These ads ran without a disclaimer,≤100,2
106087831857662,Vacation101 Content,These ads ran without a disclaimer,≤100,13
114266473297794,Smyle,These ads ran without a disclaimer,≤100,1
629233264227256,Scenturie Natural Skincare,These ads ran without a disclaimer,≤100,2
104743072209548,Andrew Hollis: New Nation Party: Tauranga,These ads ran without a disclaimer,≤100,1
104221968452653,New Page,These ads ran without a disclaimer,≤100,9
103186324831228,responsiblefashionagency,These ads ran without a disclaimer,≤100,1
103378728988090,DemocracyNZ,These ads ran without a disclaimer,≤100,1
439385942834643,"Shrimad Rajchandra Mission Dharampur, Australia",These ads ran without a disclaimer,≤100,2
250819876844896,Turtle Harbor,These ads ran without a disclaimer,≤100,15
103493448598527,Careers In Deepsea Fishing,These ads ran without a disclaimer,≤100,2
1434102973559368,Greenhaven Homes,These ads ran without a disclaimer,≤100,1
1802243200055921,LAWA,These ads ran without a disclaimer,≤100,3
101252718239079,thesocialactband,These ads ran without a disclaimer,≤100,1
102254798247900,_nzpc,These ads ran without a disclaimer,≤100,1
639313906239533,International Organization for the Family,These ads ran without a disclaimer,≤100,1
1874035062897015,Affluent Architect,These ads ran without a disclaimer,≤100,1
413736982164787,Awesome Inc,These ads ran without a disclaimer,≤100,2
113760223679900,Reuben Davidson - Labour Candidate for Selwyn,These ads ran without a disclaimer,≤100,1
694900678040861,Handicure,These ads ran without a disclaimer,≤100,32
1976495235947078,Jessie Asya Kanzer,These ads ran without a disclaimer,≤100,1
883165171742476,Philip Morris International,These ads ran without a disclaimer,≤100,2
655019211858530,Collectively Rooted,These ads ran without a disclaimer,≤100,1
101640802458516,hellomanoa,These ads ran without a disclaimer,≤100,1
105504378488027,The Seven Stars,These ads ran without a disclaimer,≤100,1
163164633891004,osteocom,These ads ran without a disclaimer,≤100,1
133648296762769,The Shine Collective,These ads ran without a disclaimer,≤100,1
100105655493556,Cornelius,These ads ran without a disclaimer,≤100,5
104037675248780,Franco's Pizza place,These ads ran without a disclaimer,≤100,1
107132468900388,9-Blog,These ads ran without a disclaimer,≤100,1
105561178268003,Clearik,These ads ran without a disclaimer,≤100,1
2045616792420696,New Zealand Holidays Act Remediation Engine,These ads ran without a disclaimer,≤100,1
166863170088045,Astrology University,These ads ran without a disclaimer,≤100,4
102597275178955,National Park Rescue Campaigns,These ads ran without a disclaimer,≤100,3
106502614407331,Amplivo ECOVO,These ads ran without a disclaimer,≤100,1
164024617493129,Health In Kind,These ads ran without a disclaimer,≤100,1
184264974919303,Mike Hughes Horsemanship,These ads ran without a disclaimer,≤100,1
103925538691221,Handcrafted Best,These ads ran without a disclaimer,≤100,10
101124468455738,Wavel,These ads ran without a disclaimer,≤100,3
640059309499853,Country-Wide,These ads ran without a disclaimer,≤100,1
1086603351447197,Acram Digital,These ads ran without a disclaimer,≤100,2
224272831430679,Voice for Life Dunedin,These ads ran without a disclaimer,≤100,2
100882522221607,Vabble,These ads ran without a disclaimer,≤100,2
108594941060355,Callum Hobbs Marine Biologist,These ads ran without a disclaimer,≤100,2
452170498175737,Know Your Risk for Cervical Cancer,These ads ran without a disclaimer,≤100,2
1646622312255453,The Westwoods,These ads ran without a disclaimer,≤100,1
107325771686979,Etlay.com,These ads ran without a disclaimer,≤100,7
315065462529768,New Workplace Institute/Minding the Workplace,These ads ran without a disclaimer,≤100,2
206909196388329,Dementia New Zealand,These ads ran without a disclaimer,≤100,1
101966012356261,CatcatNovel,These ads ran without a disclaimer,≤100,5
116047174732323,Dolor Lux,These ads ran without a disclaimer,≤100,3
164916136887439,Boiler Room,These ads ran without a disclaimer,≤100,1
104542915517297,YourHelp,These ads ran without a disclaimer,≤100,10
205332123261241,Знакомства RusDate,These ads ran without a disclaimer,≤100,1
1349653641813542,Business Link Pacific,These ads ran without a disclaimer,≤100,3
107125407324496,Wild Life Environmental,These ads ran without a disclaimer,≤100,2
1262158247129279,Effective Altruism University of Auckland,These ads ran without a disclaimer,≤100,1
110005963954464,Direct Democracy New Zealand,These ads ran without a disclaimer,≤100,4
102342747923923,Researchpod,These ads ran without a disclaimer,≤100,8
630924141178792,Sneaker Toast,These ads ran without a disclaimer,≤100,10
100821878428723,Ben and Rohan for ASA Exec 2021,These ads ran without a disclaimer,≤100,1
241237725391,NxtStep,These ads ran without a disclaimer,≤100,1
338615802942375,Pasefika Proud,These ads ran without a disclaimer,≤100,1
329652930707658,One Mission Society New Zealand,These ads ran without a disclaimer,≤100,2
109834041155536,Book-fans,These ads ran without a disclaimer,≤100,2
103315505810537,The Pale Orange Dot,These ads ran without a disclaimer,≤100,3
11949538375,China Dialogue,These ads ran without a disclaimer,≤100,3
106198958217160,Slusherfly,These ads ran without a disclaimer,≤100,1
2155183544560955,Lawrence Lotze,These ads ran without a disclaimer,≤100,2
111928020350442,International Family News,These ads ran without a disclaimer,≤100,2
101055602163554,Too Cool - Stories,These ads ran without a disclaimer,≤100,7
110199017300399,Lane Neave Immigration,These ads ran without a disclaimer,≤100,1
106983318815409,AnnetteMain Vote No 1 for Bay of Islands-Whangaroa Ward Far North DC,Annette Kay Main,≤100,2
100627949077913,Andrew Brighton - Insurance Adviser,These ads ran without a disclaimer,≤100,1
86062237097,New Zealand Republic,These ads ran without a disclaimer,≤100,2
584811581695737,swissinfo.ch auf Deutsch,These ads ran without a disclaimer,≤100,2
101798301804570,Rock Star-1,These ads ran without a disclaimer,≤100,5
113928573771409,Pasifika Futures,These ads ran without a disclaimer,≤100,1
117084751677058,Ris'tretto Espresso Coffee Roasters & Cafe,These ads ran without a disclaimer,≤100,2
547695949447855,1893 Market LLC,These ads ran without a disclaimer,≤100,1
235597449861947,British Asian Christian Association,These ads ran without a disclaimer,≤100,8
102844187763382,Chan Sondhu Designs,These ads ran without a disclaimer,≤100,1
109198224185500,Getting to Zero,These ads ran without a disclaimer,≤100,1
1939345779640848,BA Sports Fishing Charters,These ads ran without a disclaimer,≤100,1
188415471208810,Gubba Garden Store,These ads ran without a disclaimer,≤100,1
454557294670525,BayBuzz,These ads ran without a disclaimer,≤100,1
112254745095668,Across Media,These ads ran without a disclaimer,≤100,2
105870452280235,Nairy Yaghobian - Miss New Zealand Finalist 2023,These ads ran without a disclaimer,≤100,1
1002769019749188,Suitcase Theatre,These ads ran without a disclaimer,≤100,1
113467997044615,LOWF__Apparel,These ads ran without a disclaimer,≤100,1
100238176018550,Simple_Minimal_Organised,These ads ran without a disclaimer,≤100,1
710680029724924,Guinness Open Gate Brewery,These ads ran without a disclaimer,≤100,1
107776521358007,Wild About Collective,These ads ran without a disclaimer,≤100,4
251090472204931,Tees4Togo,These ads ran without a disclaimer,≤100,1
112665437016351,Lee Smith- DemocracyNZ Candidate for Taranaki-King Country,These ads ran without a disclaimer,≤100,2
223752661397677,Cali's Books,These ads ran without a disclaimer,≤100,3
103061312354447,We Stand with Ukraine,These ads ran without a disclaimer,≤100,3
203366689797546,Nic Harcourt,These ads ran without a disclaimer,≤100,1
107282258922351,Veronika Kireeva_1,These ads ran without a disclaimer,≤100,1
362553430804720,Ideal Cars,These ads ran without a disclaimer,≤100,1
103292641855327,Bee Betta Rentals,These ads ran without a disclaimer,≤100,1
101862302669563,Time Traveler Daily,These ads ran without a disclaimer,≤100,1
246472138741061,Christine Marie Mason,These ads ran without a disclaimer,≤100,1
138187802907388,Life at Mars,These ads ran without a disclaimer,≤100,2
290323924814214,The Athletic,These ads ran without a disclaimer,≤100,3
107918937553609,Aerie Wellness,These ads ran without a disclaimer,≤100,1
107920355241046,Abortion clinic in new zealand,These ads ran without a disclaimer,≤100,1
103682075587009,Mini Basketball,These ads ran without a disclaimer,≤100,2
1543248532667613,Las Vegas Newspaper,These ads ran without a disclaimer,≤100,1
82315969634,EIT Hawke's Bay,These ads ran without a disclaimer,≤100,1
153306381396594,Te Taura Whiri i te Reo Māori,These ads ran without a disclaimer,≤100,1
112897211211297,Fight for your dream,These ads ran without a disclaimer,≤100,1
120778038066631,EveryLibrary,These ads ran without a disclaimer,≤100,1
2534205936598994,Slots Casino Zoo,These ads ran without a disclaimer,≤100,3
221571161239992,Falcon.io,These ads ran without a disclaimer,≤100,2
115889750105662,Lera,These ads ran without a disclaimer,≤100,1
106217518528394,Bilibili Comics home,These ads ran without a disclaimer,≤100,5
108225890668725,Japan Tourism - The Heart of the San'in Region - Shimane & Tottori,These ads ran without a disclaimer,≤100,1
100913402233194,Little Black Library,These ads ran without a disclaimer,≤100,1
418951294827718,Wren + Glory,These ads ran without a disclaimer,≤100,1
128787947968206,The Kyanna Alexandra,These ads ran without a disclaimer,≤100,1
100211835127652,Magical Wardrobe Costumes,These ads ran without a disclaimer,≤100,1
326723224155130,"Facts, before propaganda.",These ads ran without a disclaimer,≤100,1
100251372650640,Conservatives,These ads ran without a disclaimer,≤100,1
312280992205467,Expat Tax Professionals,These ads ran without a disclaimer,≤100,1
353420328196616,AfternoonSpecial,These ads ran without a disclaimer,≤100,3
103340398973721,Fish novel,These ads ran without a disclaimer,≤100,3
120046219651300,Nami Suan,These ads ran without a disclaimer,≤100,2
146903725336045,Whitehead Group,These ads ran without a disclaimer,≤100,1
174054259877444,Family Island,These ads ran without a disclaimer,≤100,1
107096751429673,Animal Post,These ads ran without a disclaimer,≤100,2
100826205098920,Warm Club,These ads ran without a disclaimer,≤100,1
109350067222783,NTT Experience,These ads ran without a disclaimer,≤100,1
100299019516207,ILoveNovel-Fantastic Books,These ads ran without a disclaimer,≤100,2
500922679980744,Kumeu Rotary,These ads ran without a disclaimer,≤100,1
105894854948166,Ghas Extreme,These ads ran without a disclaimer,≤100,1
683693318769050,NordPass,These ads ran without a disclaimer,≤100,1
113565887034833,NZHL Cambridge,These ads ran without a disclaimer,≤100,1
141072855912393,Tātai Aho Rau Core Education,These ads ran without a disclaimer,≤100,3
113502287096979,I Luv Australia,These ads ran without a disclaimer,≤100,2
2033083610241559,The British Aussie,These ads ran without a disclaimer,≤100,1
110403560549655,Living Happily and Healthy,These ads ran without a disclaimer,≤100,1
103791864890221,Brown Bear Coaching,These ads ran without a disclaimer,≤100,1
48363495049,Wānaka,These ads ran without a disclaimer,≤100,3
111513890701171,Birds of a Feather,These ads ran without a disclaimer,≤100,1
107326171889321,Solar Outreach New Zealand,These ads ran without a disclaimer,≤100,1
309640023266551,Truescope,These ads ran without a disclaimer,≤100,1
1799511626793010,Dr Paul Harvey - The Plasticology Project,These ads ran without a disclaimer,≤100,1
124204614296008,Australian Golf Digest,These ads ran without a disclaimer,≤100,5
102661461641312,Rethink Packaging,These ads ran without a disclaimer,≤100,1
110454401222592,Kindwear NZ,These ads ran without a disclaimer,≤100,1
107208521029201,Tilly Living,These ads ran without a disclaimer,≤100,1
1009374465798025,The Toy Wagon,These ads ran without a disclaimer,≤100,1
184285278861825,Focal Point Cinema and Cafe Palmerston North,These ads ran without a disclaimer,≤100,1
114734663625256,Takanini Labour,These ads ran without a disclaimer,≤100,1
104144932356161,No Ugly AU,These ads ran without a disclaimer,≤100,1
108915772127166,kickzahut,These ads ran without a disclaimer,≤100,4
112318280334837,True Bikers United,These ads ran without a disclaimer,≤100,3
101450968245869,Thien Moc Huong - Agarwood Jewelry,These ads ran without a disclaimer,≤100,13
184121886066,worldsteel,These ads ran without a disclaimer,≤100,2
800660560021071,Hong Kong Free Press HKFP,These ads ran without a disclaimer,≤100,3
107838157564030,Harcourts Invest,These ads ran without a disclaimer,≤100,1
7035457015,Brave New Films,These ads ran without a disclaimer,≤100,2
105398221190108,Penny for My Thoughts,These ads ran without a disclaimer,≤100,1
471365456770167,Lev Haolam - Fans,These ads ran without a disclaimer,≤100,1
2305397963034275,iUVeda,These ads ran without a disclaimer,≤100,3
107124347400410,MATES in Construction New Zealand,These ads ran without a disclaimer,≤100,1
294837634511305,24/7 Mirror,These ads ran without a disclaimer,≤100,8
1906282099444817,NPL Holdings Ltd,These ads ran without a disclaimer,≤100,1
104792451698626,Technotnt shop,These ads ran without a disclaimer,≤100,9
369402276875499,Binance Global Türkçe,These ads ran without a disclaimer,≤100,1
336125979852304,The Waterfront Association,These ads ran without a disclaimer,≤100,1
2492285550805085,Apiarist's Advocate,These ads ran without a disclaimer,≤100,1
1742847862615569,Counterfutures Journal,These ads ran without a disclaimer,≤100,2
1187959777891501,Stratum Consultants Ltd,These ads ran without a disclaimer,≤100,1
