Page ID,Page name,Disclaimer,Amount spent (TND),Number of ads in Library
209260229112443,Greenpeace غرينبيس,These ads ran without a disclaimer,≤100,28
371171589575669,China.org.cn,These ads ran without a disclaimer,≤100,7
451406819033424,مافيا الساحل,These ads ran without a disclaimer,≤100,16
64588666340,Haaretz.com,These ads ran without a disclaimer,≤100,13
413993792772175,حركة مستقلون فاعلون الصفحة الرسمية,Yassine Choura,≤100,1
103769738259976,شركة ارتكوم 1,These ads ran without a disclaimer,≤100,2
240326222667326,Ramallah Mix - رام الله مكس,These ads ran without a disclaimer,≤100,2
104512534900931,Saida Artisanat,These ads ran without a disclaimer,≤100,1
112200147790207,MFM Radio Tunisie,These ads ran without a disclaimer,≤100,1
102123209228340,تونس الجديدة,These ads ran without a disclaimer,≤100,1
405199520209766,The Belt and Road News Network,These ads ran without a disclaimer,≤100,8
103377668330393,Mirësi Për Botën,These ads ran without a disclaimer,≤100,5
881410915215845,Mouvement des jeunes Tunisiens-Nabeul 1,These ads ran without a disclaimer,≤100,11
236353323086965,Nefzawa,Nefzawa,≤100,3
108448803924433,Dr. Phil. Ammar ElFtiti,These ads ran without a disclaimer,≤100,7
111713755083286,جمعية أعطيني عقلك,These ads ran without a disclaimer,≤100,1
89529786318,Elizabeth Glaser Pediatric AIDS Foundation,These ads ran without a disclaimer,≤100,3
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
1069994363047690,ArabObserver,These ads ran without a disclaimer,≤100,2
108621391620546,The dressing luxury fripp,These ads ran without a disclaimer,≤100,1
166587400443,Jamal Dajani,These ads ran without a disclaimer,≤100,1
101202775223325,Connective Cities- MENA,These ads ran without a disclaimer,≤100,3
550280998481446,Rasha Kelej,These ads ran without a disclaimer,≤100,7
106773660787955,الصفحة الرسمية لرئيس بلدية زغوان طارق الزوقاري,Tarek Zoukari,≤100,1
108297068304061,Barid - بريد,These ads ran without a disclaimer,≤100,4
109980084934101,Houmany Camara,These ads ran without a disclaimer,≤100,2
113141804149955,LEED Initiative,These ads ran without a disclaimer,≤100,4
945880048763316,Action For Hope العمل للأمل,These ads ran without a disclaimer,≤100,2
114298559974378,Way2Germany Academy,These ads ran without a disclaimer,≤100,1
186241024881357,زين العابدين توفيق,These ads ran without a disclaimer,≤100,2
2358983837511386,الخليج الجديد,These ads ran without a disclaimer,≤100,2
101560068572167,Bang Bang Accessories,These ads ran without a disclaimer,≤100,1
1984620174988993,1945 Air Force,These ads ran without a disclaimer,≤100,2
105873218738323,حقائق قضية انستالينغو,These ads ran without a disclaimer,≤100,3
105184934243050,Al Hadath Lebanon الحدث اللبناني,These ads ran without a disclaimer,≤100,1
176451929056436,Redress Design Award,These ads ran without a disclaimer,≤100,3
110666084975804,مؤسسه مــريم بـنـت مـحـمـد الـــخــيــريـــه,These ads ran without a disclaimer,≤100,1
128068774503746,أكاديمية منارات الدولية للتدريب,These ads ran without a disclaimer,≤100,1
495912483919210,Tunisia - Africa Business Council,These ads ran without a disclaimer,≤100,3
132534763533314,وزير امراض القلب و الشرايين,These ads ran without a disclaimer,≤100,2
221365837883679,Egyptian Food Bank,These ads ran without a disclaimer,≤100,1
197357273617106,المركز العربي للأبحاث ودراسة السياسات,These ads ran without a disclaimer,≤100,20
107683920813915,السياسة بالفلاّقي 3,These ads ran without a disclaimer,≤100,1
133049773975650,السياسة بالفلاّقي,These ads ran without a disclaimer,≤100,1
109189189102840,Mustapha Dellagi Dellaginho  مصطفى الدلاجي,These ads ran without a disclaimer,≤100,1
1579920062256328,Custom Content from WSJ,These ads ran without a disclaimer,≤100,3
226995940492808,ممتنعون,These ads ran without a disclaimer,≤100,2
165403306822146,Give Palestine Organization جمعية عطاء فلسطين,These ads ran without a disclaimer,≤100,1
2012617162329822,AI Chat · Chatbot Assistant,These ads ran without a disclaimer,≤100,15
123279176118,DHgate,These ads ran without a disclaimer,≤100,1
1826241344357594,MultiChoice Group,These ads ran without a disclaimer,≤100,3
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,≤100,5
893704437379805,Power Africa,These ads ran without a disclaimer,≤100,1
108383491480436,Have U Heard,These ads ran without a disclaimer,≤100,12
816417845153501,محمد الفنيش    Mohammed Elfeniche,These ads ran without a disclaimer,≤100,4
129971303736958,Opteon Products,These ads ran without a disclaimer,≤100,4
413993792772175,حركة مستقلون فاعلون الصفحة الرسمية,These ads ran without a disclaimer,≤100,1
10225408973,Terre.Tv,These ads ran without a disclaimer,≤100,6
471863683008000,الشبكة العربية للمؤسسات الوطنية لحقوق الإنسان,These ads ran without a disclaimer,≤100,5
1925756184371398,Pollicy,These ads ran without a disclaimer,≤100,20
100432322646591,Magnom Properties,These ads ran without a disclaimer,≤100,4
103506452021613,Erassid Ettounsi -الراصد التونسي,These ads ran without a disclaimer,≤100,1
104948597783079,Tomasini & Avocats,These ads ran without a disclaimer,≤100,1
140643048143435,حفريات ميديا,These ads ran without a disclaimer,≤100,4
111795751177331,InterRegional for Strategic Analysis - إنترريجونال للتحليلات الاستراتيجية,These ads ran without a disclaimer,≤100,1
213178965387804,Union for the Mediterranean,These ads ran without a disclaimer,≤100,1
103732777640497,مسكينة تونس - Meskina Tounes,These ads ran without a disclaimer,≤100,1
127757937250301,German Information Centre Arab World - المركز الألماني للإعلام,These ads ran without a disclaimer,≤100,23
102733605975526,Adnane Belhajamor,These ads ran without a disclaimer,≤100,3
396449060737452,Talal AlAjmi,These ads ran without a disclaimer,≤100,1
103653829130076,الحكيم  حبيب بالحجةوالبرهان TN,These ads ran without a disclaimer,≤100,1
124252504303223,UNICEF (FR),These ads ran without a disclaimer,≤100,4
175590267993,Al Majalla,These ads ran without a disclaimer,≤100,13
75188682460,Arava Institute for Environmental Studies,These ads ran without a disclaimer,≤100,1
100929648464258,Global Alliance of Territorial Communities,These ads ran without a disclaimer,≤100,1
285767811498137,Fanack.com  عربي,These ads ran without a disclaimer,≤100,12
1918605931485644,رواسخ,These ads ran without a disclaimer,≤100,6
113414308041611,Great Arab Minds,These ads ran without a disclaimer,≤100,5
101994578981102,Commerce Auto,These ads ran without a disclaimer,≤100,1
131342587064797,BYPHASSE,These ads ran without a disclaimer,≤100,2
100614625625406,Fashion bay jiji,These ads ran without a disclaimer,≤100,2
311728648682604,ملتقى الخبراء العدليين التونسيين,These ads ran without a disclaimer,≤100,1
481677492634308,MAMICAR,MAMICAR,≤100,1
238552940148925,JAMC - Journées des Arts de la Marionnette de Carthage,These ads ran without a disclaimer,≤100,1
136698083065795,IMSET,These ads ran without a disclaimer,≤100,1
391583311012832,Artisanat et Métiers d'Art de Tunisie,Artisanat et Métiers d'Art de Tunisie,≤100,3
108497847530874,دولة المغرب الكبير الإفتراضية - الصفحة الرسمية,These ads ran without a disclaimer,≤100,1
1495062327433191,Sunhak Peace Prize,These ads ran without a disclaimer,≤100,8
101645792687211,مجلة التنوير الثقافي,These ads ran without a disclaimer,≤100,5
402052193189194,Siemens,These ads ran without a disclaimer,≤100,4
102945889772393,مركز الاتحاد للأخبار,These ads ran without a disclaimer,≤100,2
102164338173839,Fadoul Zakaria Fadoul,These ads ran without a disclaimer,≤100,2
105203748401421,أصدقاء الاميرال كمال العكروت - Les amis de l’Amiral Kamel Akrout,These ads ran without a disclaimer,≤100,2
858799197483068,Mediterranean Development Initiative - MDI,These ads ran without a disclaimer,≤100,7
111622410196045,State of Youth,These ads ran without a disclaimer,≤100,18
1840617676028308,MC Max 大力,These ads ran without a disclaimer,≤100,3
108995864960109,وصل صوتك      Porte-voix,These ads ran without a disclaimer,≤100,3
181548398543553,Casa fleur & déco,These ads ran without a disclaimer,≤100,1
104845985182373,Free Tawfik,These ads ran without a disclaimer,≤100,6
118513661180099,منذر الزنايدي رجل دولة,These ads ran without a disclaimer,≤100,2
108372272221761,هنا تونس,These ads ran without a disclaimer,≤100,2
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,62
112014055141188,Andrea Longo,These ads ran without a disclaimer,≤100,5
320516877813131,الدكتور عمار الفتيتي,These ads ran without a disclaimer,≤100,1
10606591490,TIME,These ads ran without a disclaimer,≤100,5
307323366135,Alhurra قناة الحرة,These ads ran without a disclaimer,≤100,3
280141015420291,European Union and the Palestinians,These ads ran without a disclaimer,≤100,8
1860924594181420,CarthageFm قرطاج أف أم,These ads ran without a disclaimer,≤100,2
1377780379216496,د/باسم مرشد   جراحات الجفون و تجميل العيون,These ads ran without a disclaimer,≤100,1
104724072360498,Dorra Boukrouma الدكتورة درة بوكرومة,These ads ran without a disclaimer,≤100,1
103428617805080,سياسة لس,These ads ran without a disclaimer,≤100,2
1559901027613381,TRT World,These ads ran without a disclaimer,≤100,5
971499552913093,العربية برامج - Al Arabiya Programs,These ads ran without a disclaimer,≤100,2
571720146321662,دعاء حسن,These ads ran without a disclaimer,≤100,19
109662488246997,Explore Haikou,These ads ran without a disclaimer,≤100,5
127499350251715,Media TV,These ads ran without a disclaimer,≤100,12
503569446649440,التحالف الدولي,These ads ran without a disclaimer,≤100,11
113078047276907,Sole Project,These ads ran without a disclaimer,≤100,2
103146961463683,Ecosystem Consultants,These ads ran without a disclaimer,≤100,3
1698293203718522,Observatoire Tunisien de l'Eau-المرصد التونسي للمياه,These ads ran without a disclaimer,≤100,1
111160730747637,Trivia Stars,These ads ran without a disclaimer,≤100,2
107698042130295,مالك سائحي Malek saihi,These ads ran without a disclaimer,≤100,2
102111198417413,Amid Vision - وسط رؤية,Jihed Zinoubi,≤100,1
105625311825186,صحّافة الماريشال,These ads ran without a disclaimer,≤100,1
101603488572155,Alex Yemeck,These ads ran without a disclaimer,≤100,1
101835782606910,Jasmin cosmetics,These ads ran without a disclaimer,≤100,1
174532709290967,FBS Markets Inc.,These ads ran without a disclaimer,≤100,1
281098398642249,OMCT Tunisie,These ads ran without a disclaimer,≤100,1
454731634863048,Hervé Richard,These ads ran without a disclaimer,≤100,1
375430382312182,منير,These ads ran without a disclaimer,≤100,1
174029022633065,Samir Kassir Award - جائزة سمير قصير,These ads ran without a disclaimer,≤100,2
2078571719077963,Axx,These ads ran without a disclaimer,≤100,1
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,≤100,6
510095479058105,تطبيق نبض,These ads ran without a disclaimer,≤100,3
110844518964129,ATUGE,These ads ran without a disclaimer,≤100,2
165525366896608,Soka Gakkai,These ads ran without a disclaimer,≤100,4
100412709532981,تونس ضد الانقلاب,These ads ran without a disclaimer,≤100,2
101457899456407,أخبار TN,These ads ran without a disclaimer,≤100,3
108602167206845,المنظمة العربية للقانون الدستوري The Arab Association of Constitutional Law,These ads ran without a disclaimer,≤100,2
102877471454350,Kande Gao,These ads ran without a disclaimer,≤100,2
106620807391911,Roche,These ads ran without a disclaimer,≤100,7
412409048849179,Behold Israel,These ads ran without a disclaimer,≤100,5
138278482866502,The Wrestling Game,These ads ran without a disclaimer,≤100,1
274138756817,Architonic,These ads ran without a disclaimer,≤100,1
498579987170393,العدسة  The Lens,These ads ran without a disclaimer,≤100,8
105616088248031,لا لنيوم,These ads ran without a disclaimer,≤100,4
1557231747832291,afikra,These ads ran without a disclaimer,≤100,4
100801552699847,Cristopher Mateus De Souza5545,These ads ran without a disclaimer,≤100,3
1808554959428821,Whisper1-9.13,These ads ran without a disclaimer,≤100,3
287695354586062,CIBAC Party-List,These ads ran without a disclaimer,≤100,3
556475357727793,World Organisation for Animal Health,These ads ran without a disclaimer,≤100,7
203496716351027,اجواء تونسية,These ads ran without a disclaimer,≤100,3
771851256242082,Council of Europe Media Freedom,These ads ran without a disclaimer,≤100,6
